"";"comuna";"cut_comuna";"region";"cut_region";"año";"pais";"n";"residencia";"estado"
"2408";"Teno";7308;"Maule";7;2023;"Haití";3;"Temporal";"Otorgadas"
"2409";"Teno";7308;"Maule";7;2023;"Otro país";1;"Temporal";"Otorgadas"
"2410";"Teno";7308;"Maule";7;2023;"Paraguay";1;"Temporal";"Otorgadas"
"2411";"Teno";7308;"Maule";7;2023;"Perú";3;"Temporal";"Otorgadas"
"2412";"Teno";7308;"Maule";7;2023;"Venezuela";8;"Temporal";"Otorgadas"
"2413";"Teodoro Schmidt";9117;"La Araucanía";9;2023;"Colombia";1;"Temporal";"Otorgadas"
"2414";"Teodoro Schmidt";9117;"La Araucanía";9;2023;"Ecuador";1;"Temporal";"Otorgadas"
"2415";"Teodoro Schmidt";9117;"La Araucanía";9;2023;"México";1;"Temporal";"Otorgadas"
"2416";"Teodoro Schmidt";9117;"La Araucanía";9;2023;"Perú";1;"Temporal";"Otorgadas"
"2417";"Teodoro Schmidt";9117;"La Araucanía";9;2023;"Venezuela";1;"Temporal";"Otorgadas"
"2418";"Tierra Amarilla";3103;"Atacama";3;2023;"Argentina";1;"Temporal";"Otorgadas"
"2419";"Tierra Amarilla";3103;"Atacama";3;2023;"Bolivia";21;"Temporal";"Otorgadas"
"2420";"Tierra Amarilla";3103;"Atacama";3;2023;"Colombia";7;"Temporal";"Otorgadas"
"2421";"Tierra Amarilla";3103;"Atacama";3;2023;"Ecuador";3;"Temporal";"Otorgadas"
"2422";"Tierra Amarilla";3103;"Atacama";3;2023;"Perú";1;"Temporal";"Otorgadas"
"2423";"Tierra Amarilla";3103;"Atacama";3;2023;"República Dominicana";1;"Temporal";"Otorgadas"
"2424";"Tierra Amarilla";3103;"Atacama";3;2023;"Venezuela";2;"Temporal";"Otorgadas"
"2425";"Tiltil";13303;"Metropolitana de Santiago";13;2023;"Argentina";6;"Temporal";"Otorgadas"
"2426";"Tiltil";13303;"Metropolitana de Santiago";13;2023;"Bolivia";11;"Temporal";"Otorgadas"
"2427";"Tiltil";13303;"Metropolitana de Santiago";13;2023;"Brasil";1;"Temporal";"Otorgadas"
"2428";"Tiltil";13303;"Metropolitana de Santiago";13;2023;"Colombia";15;"Temporal";"Otorgadas"
"2429";"Tiltil";13303;"Metropolitana de Santiago";13;2023;"Ecuador";14;"Temporal";"Otorgadas"
"2430";"Tiltil";13303;"Metropolitana de Santiago";13;2023;"Haití";4;"Temporal";"Otorgadas"
"2431";"Tiltil";13303;"Metropolitana de Santiago";13;2023;"Perú";6;"Temporal";"Otorgadas"
"2432";"Tiltil";13303;"Metropolitana de Santiago";13;2023;"Venezuela";7;"Temporal";"Otorgadas"
"2433";"Tocopilla";2301;"Antofagasta";2;2023;"Argentina";2;"Temporal";"Otorgadas"
"2434";"Tocopilla";2301;"Antofagasta";2;2023;"Bolivia";48;"Temporal";"Otorgadas"
"2435";"Tocopilla";2301;"Antofagasta";2;2023;"Brasil";1;"Temporal";"Otorgadas"
"2436";"Tocopilla";2301;"Antofagasta";2;2023;"Colombia";52;"Temporal";"Otorgadas"
"2437";"Tocopilla";2301;"Antofagasta";2;2023;"Ecuador";7;"Temporal";"Otorgadas"
"2438";"Tocopilla";2301;"Antofagasta";2;2023;"México";1;"Temporal";"Otorgadas"
"2439";"Tocopilla";2301;"Antofagasta";2;2023;"Paraguay";4;"Temporal";"Otorgadas"
"2440";"Tocopilla";2301;"Antofagasta";2;2023;"Perú";20;"Temporal";"Otorgadas"
"2441";"Tocopilla";2301;"Antofagasta";2;2023;"Venezuela";9;"Temporal";"Otorgadas"
"2442";"Tomé";8111;"Biobío";8;2023;"Alemania";1;"Temporal";"Otorgadas"
"2443";"Tomé";8111;"Biobío";8;2023;"Argentina";1;"Temporal";"Otorgadas"
"2444";"Tomé";8111;"Biobío";8;2023;"Brasil";3;"Temporal";"Otorgadas"
"2445";"Tomé";8111;"Biobío";8;2023;"China";1;"Temporal";"Otorgadas"
"2446";"Tomé";8111;"Biobío";8;2023;"Colombia";7;"Temporal";"Otorgadas"
"2447";"Tomé";8111;"Biobío";8;2023;"Ecuador";8;"Temporal";"Otorgadas"
"2448";"Tomé";8111;"Biobío";8;2023;"Francia";2;"Temporal";"Otorgadas"
"2449";"Tomé";8111;"Biobío";8;2023;"Haití";1;"Temporal";"Otorgadas"
"2450";"Tomé";8111;"Biobío";8;2023;"Otro país";1;"Temporal";"Otorgadas"
"2451";"Tomé";8111;"Biobío";8;2023;"Perú";2;"Temporal";"Otorgadas"
"2452";"Tomé";8111;"Biobío";8;2023;"Venezuela";11;"Temporal";"Otorgadas"
"2453";"Traiguén";9210;"La Araucanía";9;2023;"Colombia";2;"Temporal";"Otorgadas"
"2454";"Traiguén";9210;"La Araucanía";9;2023;"Ecuador";6;"Temporal";"Otorgadas"
"2455";"Traiguén";9210;"La Araucanía";9;2023;"Venezuela";4;"Temporal";"Otorgadas"
"2456";"Treguaco";16207;"Ñuble";16;2023;"Colombia";1;"Temporal";"Otorgadas"
"2457";"Tucapel";8312;"Biobío";8;2023;"China";2;"Temporal";"Otorgadas"
"2458";"Tucapel";8312;"Biobío";8;2023;"Colombia";3;"Temporal";"Otorgadas"
"2459";"Tucapel";8312;"Biobío";8;2023;"Venezuela";2;"Temporal";"Otorgadas"
"2460";"Valdivia";14101;"Los Ríos";14;2023;"Argentina";3;"Temporal";"Otorgadas"
"2461";"Valdivia";14101;"Los Ríos";14;2023;"Bolivia";4;"Temporal";"Otorgadas"
"2462";"Valdivia";14101;"Los Ríos";14;2023;"Brasil";1;"Temporal";"Otorgadas"
"2463";"Valdivia";14101;"Los Ríos";14;2023;"China";1;"Temporal";"Otorgadas"
"2464";"Valdivia";14101;"Los Ríos";14;2023;"Colombia";53;"Temporal";"Otorgadas"
"2465";"Valdivia";14101;"Los Ríos";14;2023;"Ecuador";8;"Temporal";"Otorgadas"
"2466";"Valdivia";14101;"Los Ríos";14;2023;"El Salvador";1;"Temporal";"Otorgadas"
"2467";"Valdivia";14101;"Los Ríos";14;2023;"España";3;"Temporal";"Otorgadas"
"2468";"Valdivia";14101;"Los Ríos";14;2023;"Estados Unidos";2;"Temporal";"Otorgadas"
"2469";"Valdivia";14101;"Los Ríos";14;2023;"Francia";1;"Temporal";"Otorgadas"
"2470";"Valdivia";14101;"Los Ríos";14;2023;"Haití";16;"Temporal";"Otorgadas"
"2471";"Valdivia";14101;"Los Ríos";14;2023;"Honduras";2;"Temporal";"Otorgadas"
"2472";"Valdivia";14101;"Los Ríos";14;2023;"Italia";5;"Temporal";"Otorgadas"
"2473";"Valdivia";14101;"Los Ríos";14;2023;"Paraguay";1;"Temporal";"Otorgadas"
"2474";"Valdivia";14101;"Los Ríos";14;2023;"Perú";14;"Temporal";"Otorgadas"
"2475";"Valdivia";14101;"Los Ríos";14;2023;"Venezuela";86;"Temporal";"Otorgadas"
"2476";"Vallenar";3301;"Atacama";3;2023;"Argentina";2;"Temporal";"Otorgadas"
"2477";"Vallenar";3301;"Atacama";3;2023;"Bolivia";17;"Temporal";"Otorgadas"
"2478";"Vallenar";3301;"Atacama";3;2023;"Brasil";4;"Temporal";"Otorgadas"
"2479";"Vallenar";3301;"Atacama";3;2023;"China";3;"Temporal";"Otorgadas"
"2480";"Vallenar";3301;"Atacama";3;2023;"Colombia";48;"Temporal";"Otorgadas"
"2481";"Vallenar";3301;"Atacama";3;2023;"Ecuador";1;"Temporal";"Otorgadas"
"2482";"Vallenar";3301;"Atacama";3;2023;"Haití";1;"Temporal";"Otorgadas"
"2483";"Vallenar";3301;"Atacama";3;2023;"México";1;"Temporal";"Otorgadas"
"2484";"Vallenar";3301;"Atacama";3;2023;"Perú";11;"Temporal";"Otorgadas"
"2485";"Vallenar";3301;"Atacama";3;2023;"República Dominicana";1;"Temporal";"Otorgadas"
"2486";"Vallenar";3301;"Atacama";3;2023;"Venezuela";17;"Temporal";"Otorgadas"
"2487";"Valparaíso";5101;"Valparaíso";5;2023;"Alemania";1;"Temporal";"Otorgadas"
"2488";"Valparaíso";5101;"Valparaíso";5;2023;"Argentina";26;"Temporal";"Otorgadas"
"2489";"Valparaíso";5101;"Valparaíso";5;2023;"Bolivia";15;"Temporal";"Otorgadas"
"2490";"Valparaíso";5101;"Valparaíso";5;2023;"Brasil";5;"Temporal";"Otorgadas"
"2491";"Valparaíso";5101;"Valparaíso";5;2023;"Bélgica";1;"Temporal";"Otorgadas"
"2492";"Valparaíso";5101;"Valparaíso";5;2023;"China";4;"Temporal";"Otorgadas"
"2493";"Valparaíso";5101;"Valparaíso";5;2023;"Colombia";137;"Temporal";"Otorgadas"
"2494";"Valparaíso";5101;"Valparaíso";5;2023;"Corea del Sur";3;"Temporal";"Otorgadas"
"2495";"Valparaíso";5101;"Valparaíso";5;2023;"Cuba";7;"Temporal";"Otorgadas"
"2496";"Valparaíso";5101;"Valparaíso";5;2023;"Ecuador";29;"Temporal";"Otorgadas"
"2497";"Valparaíso";5101;"Valparaíso";5;2023;"El Salvador";1;"Temporal";"Otorgadas"
"2498";"Valparaíso";5101;"Valparaíso";5;2023;"España";4;"Temporal";"Otorgadas"
"2499";"Valparaíso";5101;"Valparaíso";5;2023;"Estados Unidos";3;"Temporal";"Otorgadas"
"2500";"Valparaíso";5101;"Valparaíso";5;2023;"Francia";2;"Temporal";"Otorgadas"
"2501";"Valparaíso";5101;"Valparaíso";5;2023;"Haití";15;"Temporal";"Otorgadas"
"2502";"Valparaíso";5101;"Valparaíso";5;2023;"Honduras";2;"Temporal";"Otorgadas"
"2503";"Valparaíso";5101;"Valparaíso";5;2023;"Indonesia";3;"Temporal";"Otorgadas"
"2504";"Valparaíso";5101;"Valparaíso";5;2023;"Italia";4;"Temporal";"Otorgadas"
"2505";"Valparaíso";5101;"Valparaíso";5;2023;"Japón";1;"Temporal";"Otorgadas"
"2506";"Valparaíso";5101;"Valparaíso";5;2023;"México";3;"Temporal";"Otorgadas"
"2507";"Valparaíso";5101;"Valparaíso";5;2023;"Noruega";2;"Temporal";"Otorgadas"
"2508";"Valparaíso";5101;"Valparaíso";5;2023;"Nueva Zelanda";1;"Temporal";"Otorgadas"
"2509";"Valparaíso";5101;"Valparaíso";5;2023;"Perú";68;"Temporal";"Otorgadas"
"2510";"Valparaíso";5101;"Valparaíso";5;2023;"Portugal";1;"Temporal";"Otorgadas"
"2511";"Valparaíso";5101;"Valparaíso";5;2023;"Rusia";2;"Temporal";"Otorgadas"
"2512";"Valparaíso";5101;"Valparaíso";5;2023;"Senegal";2;"Temporal";"Otorgadas"
"2513";"Valparaíso";5101;"Valparaíso";5;2023;"Uruguay";2;"Temporal";"Otorgadas"
"2514";"Valparaíso";5101;"Valparaíso";5;2023;"Venezuela";283;"Temporal";"Otorgadas"
"2515";"Vichuquén";7309;"Maule";7;2023;"España";1;"Temporal";"Otorgadas"
"2516";"Victoria";9211;"La Araucanía";9;2023;"Argentina";2;"Temporal";"Otorgadas"
"2517";"Victoria";9211;"La Araucanía";9;2023;"Colombia";4;"Temporal";"Otorgadas"
"2518";"Victoria";9211;"La Araucanía";9;2023;"Haití";1;"Temporal";"Otorgadas"
"2519";"Victoria";9211;"La Araucanía";9;2023;"Marruecos";1;"Temporal";"Otorgadas"
"2520";"Victoria";9211;"La Araucanía";9;2023;"Venezuela";7;"Temporal";"Otorgadas"
"2521";"Vicuña";4106;"Coquimbo";4;2023;"Argentina";1;"Temporal";"Otorgadas"
"2522";"Vicuña";4106;"Coquimbo";4;2023;"Bolivia";47;"Temporal";"Otorgadas"
"2523";"Vicuña";4106;"Coquimbo";4;2023;"Brasil";1;"Temporal";"Otorgadas"
"2524";"Vicuña";4106;"Coquimbo";4;2023;"Colombia";4;"Temporal";"Otorgadas"
"2525";"Vicuña";4106;"Coquimbo";4;2023;"Ecuador";4;"Temporal";"Otorgadas"
"2526";"Vicuña";4106;"Coquimbo";4;2023;"Haití";4;"Temporal";"Otorgadas"
"2527";"Vicuña";4106;"Coquimbo";4;2023;"Perú";2;"Temporal";"Otorgadas"
"2528";"Vicuña";4106;"Coquimbo";4;2023;"Suiza";1;"Temporal";"Otorgadas"
"2529";"Vicuña";4106;"Coquimbo";4;2023;"Venezuela";19;"Temporal";"Otorgadas"
"2530";"Vilcún";9119;"La Araucanía";9;2023;"Bolivia";1;"Temporal";"Otorgadas"
"2531";"Vilcún";9119;"La Araucanía";9;2023;"Colombia";3;"Temporal";"Otorgadas"
"2532";"Vilcún";9119;"La Araucanía";9;2023;"Cuba";1;"Temporal";"Otorgadas"
"2533";"Vilcún";9119;"La Araucanía";9;2023;"Ecuador";1;"Temporal";"Otorgadas"
"2534";"Vilcún";9119;"La Araucanía";9;2023;"México";1;"Temporal";"Otorgadas"
"2535";"Vilcún";9119;"La Araucanía";9;2023;"Perú";1;"Temporal";"Otorgadas"
"2536";"Vilcún";9119;"La Araucanía";9;2023;"Venezuela";4;"Temporal";"Otorgadas"
"2537";"Villa Alegre";7407;"Maule";7;2023;"Argentina";1;"Temporal";"Otorgadas"
"2538";"Villa Alegre";7407;"Maule";7;2023;"Ecuador";1;"Temporal";"Otorgadas"
"2539";"Villa Alemana";5804;"Valparaíso";5;2023;"Argentina";6;"Temporal";"Otorgadas"
"2540";"Villa Alemana";5804;"Valparaíso";5;2023;"Brasil";2;"Temporal";"Otorgadas"
"2541";"Villa Alemana";5804;"Valparaíso";5;2023;"Colombia";36;"Temporal";"Otorgadas"
"2542";"Villa Alemana";5804;"Valparaíso";5;2023;"Costa Rica";2;"Temporal";"Otorgadas"
"2543";"Villa Alemana";5804;"Valparaíso";5;2023;"Cuba";3;"Temporal";"Otorgadas"
"2544";"Villa Alemana";5804;"Valparaíso";5;2023;"Ecuador";5;"Temporal";"Otorgadas"
"2545";"Villa Alemana";5804;"Valparaíso";5;2023;"España";2;"Temporal";"Otorgadas"
"2546";"Villa Alemana";5804;"Valparaíso";5;2023;"Haití";4;"Temporal";"Otorgadas"
"2547";"Villa Alemana";5804;"Valparaíso";5;2023;"México";1;"Temporal";"Otorgadas"
"2548";"Villa Alemana";5804;"Valparaíso";5;2023;"Paraguay";2;"Temporal";"Otorgadas"
"2549";"Villa Alemana";5804;"Valparaíso";5;2023;"Perú";10;"Temporal";"Otorgadas"
"2550";"Villa Alemana";5804;"Valparaíso";5;2023;"República Dominicana";1;"Temporal";"Otorgadas"
"2551";"Villa Alemana";5804;"Valparaíso";5;2023;"Rusia";2;"Temporal";"Otorgadas"
"2552";"Villa Alemana";5804;"Valparaíso";5;2023;"Venezuela";62;"Temporal";"Otorgadas"
"2553";"Villarrica";9120;"La Araucanía";9;2023;"Argentina";6;"Temporal";"Otorgadas"
"2554";"Villarrica";9120;"La Araucanía";9;2023;"Brasil";2;"Temporal";"Otorgadas"
"2555";"Villarrica";9120;"La Araucanía";9;2023;"China";1;"Temporal";"Otorgadas"
"2556";"Villarrica";9120;"La Araucanía";9;2023;"Colombia";19;"Temporal";"Otorgadas"
"2557";"Villarrica";9120;"La Araucanía";9;2023;"Ecuador";5;"Temporal";"Otorgadas"
"2558";"Villarrica";9120;"La Araucanía";9;2023;"España";1;"Temporal";"Otorgadas"
"2559";"Villarrica";9120;"La Araucanía";9;2023;"Estados Unidos";1;"Temporal";"Otorgadas"
"2560";"Villarrica";9120;"La Araucanía";9;2023;"Haití";4;"Temporal";"Otorgadas"
"2561";"Villarrica";9120;"La Araucanía";9;2023;"México";2;"Temporal";"Otorgadas"
"2562";"Villarrica";9120;"La Araucanía";9;2023;"Paraguay";1;"Temporal";"Otorgadas"
"2563";"Villarrica";9120;"La Araucanía";9;2023;"Perú";3;"Temporal";"Otorgadas"
"2564";"Villarrica";9120;"La Araucanía";9;2023;"Rusia";1;"Temporal";"Otorgadas"
"2565";"Villarrica";9120;"La Araucanía";9;2023;"Venezuela";25;"Temporal";"Otorgadas"
"2566";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Alemania";3;"Temporal";"Otorgadas"
"2567";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Argentina";20;"Temporal";"Otorgadas"
"2568";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Australia";5;"Temporal";"Otorgadas"
"2569";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Austria";3;"Temporal";"Otorgadas"
"2570";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Bolivia";5;"Temporal";"Otorgadas"
"2571";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Brasil";8;"Temporal";"Otorgadas"
"2572";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Canadá";1;"Temporal";"Otorgadas"
"2573";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"China";4;"Temporal";"Otorgadas"
"2574";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Colombia";19;"Temporal";"Otorgadas"
"2575";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Corea del Sur";4;"Temporal";"Otorgadas"
"2576";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Dinamarca";1;"Temporal";"Otorgadas"
"2577";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Ecuador";5;"Temporal";"Otorgadas"
"2578";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"El Salvador";2;"Temporal";"Otorgadas"
"2579";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"España";10;"Temporal";"Otorgadas"
"2580";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Estados Unidos";3;"Temporal";"Otorgadas"
"2581";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Francia";14;"Temporal";"Otorgadas"
"2582";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Haití";1;"Temporal";"Otorgadas"
"2583";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Italia";1;"Temporal";"Otorgadas"
"2584";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Líbano";2;"Temporal";"Otorgadas"
"2585";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"México";3;"Temporal";"Otorgadas"
"2586";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Otro país";2;"Temporal";"Otorgadas"
"2587";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Palestina";1;"Temporal";"Otorgadas"
"2588";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Paraguay";1;"Temporal";"Otorgadas"
"2589";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Perú";26;"Temporal";"Otorgadas"
"2590";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Reino Unido";1;"Temporal";"Otorgadas"
"2591";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"República Dominicana";1;"Temporal";"Otorgadas"
"2592";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Rusia";3;"Temporal";"Otorgadas"
"2593";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Uruguay";1;"Temporal";"Otorgadas"
"2594";"Vitacura";13132;"Metropolitana de Santiago";13;2023;"Venezuela";9;"Temporal";"Otorgadas"
"2595";"Viña del Mar";5109;"Valparaíso";5;2023;"Alemania";3;"Temporal";"Otorgadas"
"2596";"Viña del Mar";5109;"Valparaíso";5;2023;"Argentina";42;"Temporal";"Otorgadas"
"2597";"Viña del Mar";5109;"Valparaíso";5;2023;"Australia";1;"Temporal";"Otorgadas"
"2598";"Viña del Mar";5109;"Valparaíso";5;2023;"Bolivia";16;"Temporal";"Otorgadas"
"2599";"Viña del Mar";5109;"Valparaíso";5;2023;"Brasil";5;"Temporal";"Otorgadas"
"2600";"Viña del Mar";5109;"Valparaíso";5;2023;"China";8;"Temporal";"Otorgadas"
"2601";"Viña del Mar";5109;"Valparaíso";5;2023;"Colombia";139;"Temporal";"Otorgadas"
"2602";"Viña del Mar";5109;"Valparaíso";5;2023;"Costa Rica";1;"Temporal";"Otorgadas"
"2603";"Viña del Mar";5109;"Valparaíso";5;2023;"Cuba";5;"Temporal";"Otorgadas"
"2604";"Viña del Mar";5109;"Valparaíso";5;2023;"Ecuador";38;"Temporal";"Otorgadas"
"2605";"Viña del Mar";5109;"Valparaíso";5;2023;"El Salvador";1;"Temporal";"Otorgadas"
"2606";"Viña del Mar";5109;"Valparaíso";5;2023;"Eslovaquia";1;"Temporal";"Otorgadas"
"2607";"Viña del Mar";5109;"Valparaíso";5;2023;"España";9;"Temporal";"Otorgadas"
"2608";"Viña del Mar";5109;"Valparaíso";5;2023;"Estados Unidos";3;"Temporal";"Otorgadas"
"2609";"Viña del Mar";5109;"Valparaíso";5;2023;"Francia";1;"Temporal";"Otorgadas"
"2610";"Viña del Mar";5109;"Valparaíso";5;2023;"Haití";17;"Temporal";"Otorgadas"
"2611";"Viña del Mar";5109;"Valparaíso";5;2023;"Honduras";1;"Temporal";"Otorgadas"
"2612";"Viña del Mar";5109;"Valparaíso";5;2023;"India";1;"Temporal";"Otorgadas"
"2613";"Viña del Mar";5109;"Valparaíso";5;2023;"Italia";5;"Temporal";"Otorgadas"
"2614";"Viña del Mar";5109;"Valparaíso";5;2023;"Marruecos";1;"Temporal";"Otorgadas"
"2615";"Viña del Mar";5109;"Valparaíso";5;2023;"México";11;"Temporal";"Otorgadas"
"2616";"Viña del Mar";5109;"Valparaíso";5;2023;"Otro país";4;"Temporal";"Otorgadas"
"2617";"Viña del Mar";5109;"Valparaíso";5;2023;"Panamá";1;"Temporal";"Otorgadas"
"2618";"Viña del Mar";5109;"Valparaíso";5;2023;"Paraguay";3;"Temporal";"Otorgadas"
"2619";"Viña del Mar";5109;"Valparaíso";5;2023;"Perú";84;"Temporal";"Otorgadas"
"2620";"Viña del Mar";5109;"Valparaíso";5;2023;"Polonia";1;"Temporal";"Otorgadas"
"2621";"Viña del Mar";5109;"Valparaíso";5;2023;"Portugal";3;"Temporal";"Otorgadas"
"2622";"Viña del Mar";5109;"Valparaíso";5;2023;"Reino Unido";1;"Temporal";"Otorgadas"
"2623";"Viña del Mar";5109;"Valparaíso";5;2023;"República Dominicana";3;"Temporal";"Otorgadas"
"2624";"Viña del Mar";5109;"Valparaíso";5;2023;"Rusia";6;"Temporal";"Otorgadas"
"2625";"Viña del Mar";5109;"Valparaíso";5;2023;"Taiwán";1;"Temporal";"Otorgadas"
"2626";"Viña del Mar";5109;"Valparaíso";5;2023;"Ucrania";1;"Temporal";"Otorgadas"
"2627";"Viña del Mar";5109;"Valparaíso";5;2023;"Venezuela";376;"Temporal";"Otorgadas"
"2628";"Yerbas Buenas";7408;"Maule";7;2023;"Bolivia";1;"Temporal";"Otorgadas"
"2629";"Yumbel";8313;"Biobío";8;2023;"Bolivia";1;"Temporal";"Otorgadas"
"2630";"Yumbel";8313;"Biobío";8;2023;"Brasil";1;"Temporal";"Otorgadas"
"2631";"Yumbel";8313;"Biobío";8;2023;"Colombia";6;"Temporal";"Otorgadas"
"2632";"Yumbel";8313;"Biobío";8;2023;"Paraguay";1;"Temporal";"Otorgadas"
"2633";"Yumbel";8313;"Biobío";8;2023;"Perú";1;"Temporal";"Otorgadas"
"2634";"Yumbel";8313;"Biobío";8;2023;"Venezuela";2;"Temporal";"Otorgadas"
"2635";"Yungay";16109;"Ñuble";16;2023;"Argentina";1;"Temporal";"Otorgadas"
"2636";"Yungay";16109;"Ñuble";16;2023;"Bolivia";1;"Temporal";"Otorgadas"
"2637";"Yungay";16109;"Ñuble";16;2023;"Colombia";1;"Temporal";"Otorgadas"
"2638";"Zapallar";5405;"Valparaíso";5;2023;"Argentina";1;"Temporal";"Otorgadas"
"2639";"Zapallar";5405;"Valparaíso";5;2023;"Colombia";2;"Temporal";"Otorgadas"
"2640";"Zapallar";5405;"Valparaíso";5;2023;"Corea del Sur";1;"Temporal";"Otorgadas"
"2641";"Zapallar";5405;"Valparaíso";5;2023;"Haití";1;"Temporal";"Otorgadas"
"2642";"Zapallar";5405;"Valparaíso";5;2023;"Perú";2;"Temporal";"Otorgadas"
"2643";"Ñiquén";16303;"Ñuble";16;2023;"Italia";1;"Temporal";"Otorgadas"
"2644";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Alemania";2;"Temporal";"Otorgadas"
"2645";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Argentina";22;"Temporal";"Otorgadas"
"2646";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Bolivia";12;"Temporal";"Otorgadas"
"2647";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Brasil";16;"Temporal";"Otorgadas"
"2648";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"China";4;"Temporal";"Otorgadas"
"2649";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Colombia";129;"Temporal";"Otorgadas"
"2650";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Costa Rica";2;"Temporal";"Otorgadas"
"2651";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Cuba";8;"Temporal";"Otorgadas"
"2652";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Ecuador";30;"Temporal";"Otorgadas"
"2653";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"El Salvador";4;"Temporal";"Otorgadas"
"2654";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"España";5;"Temporal";"Otorgadas"
"2655";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Estados Unidos";3;"Temporal";"Otorgadas"
"2656";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Filipinas";1;"Temporal";"Otorgadas"
"2657";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Francia";5;"Temporal";"Otorgadas"
"2658";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Grecia";1;"Temporal";"Otorgadas"
"2659";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Guatemala";5;"Temporal";"Otorgadas"
"2660";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Haití";4;"Temporal";"Otorgadas"
"2661";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Honduras";2;"Temporal";"Otorgadas"
"2662";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"India";1;"Temporal";"Otorgadas"
"2663";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Irán";1;"Temporal";"Otorgadas"
"2664";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Israel";1;"Temporal";"Otorgadas"
"2665";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Italia";7;"Temporal";"Otorgadas"
"2666";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"México";8;"Temporal";"Otorgadas"
"2667";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Nicaragua";1;"Temporal";"Otorgadas"
"2668";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Otro país";4;"Temporal";"Otorgadas"
"2669";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Paraguay";1;"Temporal";"Otorgadas"
"2670";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Perú";67;"Temporal";"Otorgadas"
"2671";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Portugal";1;"Temporal";"Otorgadas"
"2672";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Reino Unido";1;"Temporal";"Otorgadas"
"2673";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"República De Serbia";1;"Temporal";"Otorgadas"
"2674";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"República Dominicana";4;"Temporal";"Otorgadas"
"2675";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Rusia";5;"Temporal";"Otorgadas"
"2676";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Sudáfrica";1;"Temporal";"Otorgadas"
