"";"comuna";"cut_comuna";"region";"cut_region";"año";"pais";"n";"residencia";"estado"
"8872";"Zapallar";5405;"Valparaíso";5;2023;"Venezuela";8;"Temporal";"Acogidas"
"8873";"Ñiquén";16303;"Ñuble";16;2023;"Italia";1;"Temporal";"Acogidas"
"8874";"Ñiquén";16303;"Ñuble";16;2023;"Perú";1;"Temporal";"Acogidas"
"8875";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Alemania";5;"Temporal";"Acogidas"
"8876";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Argentina";23;"Temporal";"Acogidas"
"8877";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Australia";1;"Temporal";"Acogidas"
"8878";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Bolivia";21;"Temporal";"Acogidas"
"8879";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Brasil";24;"Temporal";"Acogidas"
"8880";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Canadá";1;"Temporal";"Acogidas"
"8881";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"China";3;"Temporal";"Acogidas"
"8882";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Colombia";160;"Temporal";"Acogidas"
"8883";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Corea del Sur";1;"Temporal";"Acogidas"
"8884";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Costa Rica";2;"Temporal";"Acogidas"
"8885";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Cuba";11;"Temporal";"Acogidas"
"8886";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Ecuador";32;"Temporal";"Acogidas"
"8887";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"El Salvador";4;"Temporal";"Acogidas"
"8888";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"España";10;"Temporal";"Acogidas"
"8889";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Estados Unidos";6;"Temporal";"Acogidas"
"8890";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Francia";6;"Temporal";"Acogidas"
"8891";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Grecia";1;"Temporal";"Acogidas"
"8892";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Guatemala";5;"Temporal";"Acogidas"
"8893";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Haití";3;"Temporal";"Acogidas"
"8894";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Honduras";3;"Temporal";"Acogidas"
"8895";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"India";1;"Temporal";"Acogidas"
"8896";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Irán";1;"Temporal";"Acogidas"
"8897";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Israel";1;"Temporal";"Acogidas"
"8898";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Italia";8;"Temporal";"Acogidas"
"8899";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Japón";1;"Temporal";"Acogidas"
"8900";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"México";8;"Temporal";"Acogidas"
"8901";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Nicaragua";1;"Temporal";"Acogidas"
"8902";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Otro país";2;"Temporal";"Acogidas"
"8903";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Paraguay";1;"Temporal";"Acogidas"
"8904";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Países Bajos";1;"Temporal";"Acogidas"
"8905";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Perú";78;"Temporal";"Acogidas"
"8906";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Portugal";1;"Temporal";"Acogidas"
"8907";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Reino Unido";4;"Temporal";"Acogidas"
"8908";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"República Checa";1;"Temporal";"Acogidas"
"8909";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"República Dominicana";2;"Temporal";"Acogidas"
"8910";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Rusia";7;"Temporal";"Acogidas"
"8911";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Sudáfrica";1;"Temporal";"Acogidas"
"8912";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Suecia";1;"Temporal";"Acogidas"
"8913";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Taiwán";1;"Temporal";"Acogidas"
"8914";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Turquía";4;"Temporal";"Acogidas"
"8915";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Ucrania";1;"Temporal";"Acogidas"
"8916";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Uruguay";2;"Temporal";"Acogidas"
"8917";"Ñuñoa";13120;"Metropolitana de Santiago";13;2023;"Venezuela";329;"Temporal";"Acogidas"
"8918";"Algarrobo";5602;"Valparaíso";5;2023;"Argentina";7;"Definitiva";"Acogidas"
"8919";"Algarrobo";5602;"Valparaíso";5;2023;"Bolivia";2;"Definitiva";"Acogidas"
"8920";"Algarrobo";5602;"Valparaíso";5;2023;"Brasil";2;"Definitiva";"Acogidas"
"8921";"Algarrobo";5602;"Valparaíso";5;2023;"China";3;"Definitiva";"Acogidas"
"8922";"Algarrobo";5602;"Valparaíso";5;2023;"Colombia";14;"Definitiva";"Acogidas"
"8923";"Algarrobo";5602;"Valparaíso";5;2023;"Cuba";1;"Definitiva";"Acogidas"
"8924";"Algarrobo";5602;"Valparaíso";5;2023;"Ecuador";2;"Definitiva";"Acogidas"
"8925";"Algarrobo";5602;"Valparaíso";5;2023;"El Salvador";1;"Definitiva";"Acogidas"
"8926";"Algarrobo";5602;"Valparaíso";5;2023;"Estados Unidos";1;"Definitiva";"Acogidas"
"8927";"Algarrobo";5602;"Valparaíso";5;2023;"Guatemala";3;"Definitiva";"Acogidas"
"8928";"Algarrobo";5602;"Valparaíso";5;2023;"Haití";8;"Definitiva";"Acogidas"
"8929";"Algarrobo";5602;"Valparaíso";5;2023;"Italia";1;"Definitiva";"Acogidas"
"8930";"Algarrobo";5602;"Valparaíso";5;2023;"México";2;"Definitiva";"Acogidas"
"8931";"Algarrobo";5602;"Valparaíso";5;2023;"Paraguay";1;"Definitiva";"Acogidas"
"8932";"Algarrobo";5602;"Valparaíso";5;2023;"Perú";4;"Definitiva";"Acogidas"
"8933";"Algarrobo";5602;"Valparaíso";5;2023;"Uruguay";1;"Definitiva";"Acogidas"
"8934";"Algarrobo";5602;"Valparaíso";5;2023;"Venezuela";91;"Definitiva";"Acogidas"
"8935";"Alhué";13502;"Metropolitana de Santiago";13;2023;"Argentina";3;"Definitiva";"Acogidas"
"8936";"Alhué";13502;"Metropolitana de Santiago";13;2023;"Bolivia";64;"Definitiva";"Acogidas"
"8937";"Alhué";13502;"Metropolitana de Santiago";13;2023;"Brasil";1;"Definitiva";"Acogidas"
"8938";"Alhué";13502;"Metropolitana de Santiago";13;2023;"Colombia";4;"Definitiva";"Acogidas"
"8939";"Alhué";13502;"Metropolitana de Santiago";13;2023;"Ecuador";8;"Definitiva";"Acogidas"
"8940";"Alhué";13502;"Metropolitana de Santiago";13;2023;"Haití";42;"Definitiva";"Acogidas"
"8941";"Alhué";13502;"Metropolitana de Santiago";13;2023;"Perú";39;"Definitiva";"Acogidas"
"8942";"Alhué";13502;"Metropolitana de Santiago";13;2023;"República Dominicana";1;"Definitiva";"Acogidas"
"8943";"Alhué";13502;"Metropolitana de Santiago";13;2023;"Venezuela";33;"Definitiva";"Acogidas"
"8944";"Alto Biobío";8314;"Biobío";8;2023;"Ecuador";1;"Definitiva";"Acogidas"
"8945";"Alto Biobío";8314;"Biobío";8;2023;"Haití";3;"Definitiva";"Acogidas"
"8946";"Alto Biobío";8314;"Biobío";8;2023;"Otro país";1;"Definitiva";"Acogidas"
"8947";"Alto Biobío";8314;"Biobío";8;2023;"Perú";1;"Definitiva";"Acogidas"
"8948";"Alto Biobío";8314;"Biobío";8;2023;"Venezuela";5;"Definitiva";"Acogidas"
"8949";"Alto Hospicio";1107;"Tarapacá";1;2023;"Argentina";17;"Definitiva";"Acogidas"
"8950";"Alto Hospicio";1107;"Tarapacá";1;2023;"Bolivia";1584;"Definitiva";"Acogidas"
"8951";"Alto Hospicio";1107;"Tarapacá";1;2023;"Brasil";5;"Definitiva";"Acogidas"
"8952";"Alto Hospicio";1107;"Tarapacá";1;2023;"China";7;"Definitiva";"Acogidas"
"8953";"Alto Hospicio";1107;"Tarapacá";1;2023;"Colombia";247;"Definitiva";"Acogidas"
"8954";"Alto Hospicio";1107;"Tarapacá";1;2023;"Cuba";40;"Definitiva";"Acogidas"
"8955";"Alto Hospicio";1107;"Tarapacá";1;2023;"Dominica";1;"Definitiva";"Acogidas"
"8956";"Alto Hospicio";1107;"Tarapacá";1;2023;"Ecuador";137;"Definitiva";"Acogidas"
"8957";"Alto Hospicio";1107;"Tarapacá";1;2023;"Egipto";1;"Definitiva";"Acogidas"
"8958";"Alto Hospicio";1107;"Tarapacá";1;2023;"España";3;"Definitiva";"Acogidas"
"8959";"Alto Hospicio";1107;"Tarapacá";1;2023;"Haití";25;"Definitiva";"Acogidas"
"8960";"Alto Hospicio";1107;"Tarapacá";1;2023;"México";2;"Definitiva";"Acogidas"
"8961";"Alto Hospicio";1107;"Tarapacá";1;2023;"Otro país";1;"Definitiva";"Acogidas"
"8962";"Alto Hospicio";1107;"Tarapacá";1;2023;"Pakistán";3;"Definitiva";"Acogidas"
"8963";"Alto Hospicio";1107;"Tarapacá";1;2023;"Paraguay";19;"Definitiva";"Acogidas"
"8964";"Alto Hospicio";1107;"Tarapacá";1;2023;"Perú";394;"Definitiva";"Acogidas"
"8965";"Alto Hospicio";1107;"Tarapacá";1;2023;"República Dominicana";16;"Definitiva";"Acogidas"
"8966";"Alto Hospicio";1107;"Tarapacá";1;2023;"Venezuela";295;"Definitiva";"Acogidas"
"8967";"Alto del Carmen";3302;"Atacama";3;2023;"Bolivia";5;"Definitiva";"Acogidas"
"8968";"Alto del Carmen";3302;"Atacama";3;2023;"Ecuador";2;"Definitiva";"Acogidas"
"8969";"Alto del Carmen";3302;"Atacama";3;2023;"Perú";2;"Definitiva";"Acogidas"
"8970";"Alto del Carmen";3302;"Atacama";3;2023;"Uruguay";1;"Definitiva";"Acogidas"
"8971";"Alto del Carmen";3302;"Atacama";3;2023;"Venezuela";1;"Definitiva";"Acogidas"
"8972";"Ancud";10202;"Los Lagos";10;2023;"Argentina";6;"Definitiva";"Acogidas"
"8973";"Ancud";10202;"Los Lagos";10;2023;"Bolivia";2;"Definitiva";"Acogidas"
"8974";"Ancud";10202;"Los Lagos";10;2023;"Brasil";2;"Definitiva";"Acogidas"
"8975";"Ancud";10202;"Los Lagos";10;2023;"China";1;"Definitiva";"Acogidas"
"8976";"Ancud";10202;"Los Lagos";10;2023;"Colombia";17;"Definitiva";"Acogidas"
"8977";"Ancud";10202;"Los Lagos";10;2023;"Cuba";3;"Definitiva";"Acogidas"
"8978";"Ancud";10202;"Los Lagos";10;2023;"Ecuador";13;"Definitiva";"Acogidas"
"8979";"Ancud";10202;"Los Lagos";10;2023;"Estados Unidos";2;"Definitiva";"Acogidas"
"8980";"Ancud";10202;"Los Lagos";10;2023;"Francia";1;"Definitiva";"Acogidas"
"8981";"Ancud";10202;"Los Lagos";10;2023;"Haití";35;"Definitiva";"Acogidas"
"8982";"Ancud";10202;"Los Lagos";10;2023;"Paraguay";3;"Definitiva";"Acogidas"
"8983";"Ancud";10202;"Los Lagos";10;2023;"Perú";1;"Definitiva";"Acogidas"
"8984";"Ancud";10202;"Los Lagos";10;2023;"Portugal";1;"Definitiva";"Acogidas"
"8985";"Ancud";10202;"Los Lagos";10;2023;"República Dominicana";4;"Definitiva";"Acogidas"
"8986";"Ancud";10202;"Los Lagos";10;2023;"Uruguay";1;"Definitiva";"Acogidas"
"8987";"Ancud";10202;"Los Lagos";10;2023;"Venezuela";105;"Definitiva";"Acogidas"
"8988";"Andacollo";4103;"Coquimbo";4;2023;"Argentina";1;"Definitiva";"Acogidas"
"8989";"Andacollo";4103;"Coquimbo";4;2023;"Bolivia";1;"Definitiva";"Acogidas"
"8990";"Andacollo";4103;"Coquimbo";4;2023;"China";2;"Definitiva";"Acogidas"
"8991";"Andacollo";4103;"Coquimbo";4;2023;"Colombia";2;"Definitiva";"Acogidas"
"8992";"Andacollo";4103;"Coquimbo";4;2023;"Perú";1;"Definitiva";"Acogidas"
"8993";"Andacollo";4103;"Coquimbo";4;2023;"Venezuela";5;"Definitiva";"Acogidas"
"8994";"Angol";9201;"La Araucanía";9;2023;"Argentina";1;"Definitiva";"Acogidas"
"8995";"Angol";9201;"La Araucanía";9;2023;"China";8;"Definitiva";"Acogidas"
"8996";"Angol";9201;"La Araucanía";9;2023;"Colombia";21;"Definitiva";"Acogidas"
"8997";"Angol";9201;"La Araucanía";9;2023;"Cuba";2;"Definitiva";"Acogidas"
"8998";"Angol";9201;"La Araucanía";9;2023;"Ecuador";3;"Definitiva";"Acogidas"
"8999";"Angol";9201;"La Araucanía";9;2023;"Haití";24;"Definitiva";"Acogidas"
"9000";"Angol";9201;"La Araucanía";9;2023;"México";2;"Definitiva";"Acogidas"
"9001";"Angol";9201;"La Araucanía";9;2023;"Paraguay";2;"Definitiva";"Acogidas"
"9002";"Angol";9201;"La Araucanía";9;2023;"Perú";10;"Definitiva";"Acogidas"
"9003";"Angol";9201;"La Araucanía";9;2023;"Venezuela";49;"Definitiva";"Acogidas"
"9004";"Antofagasta";2101;"Antofagasta";2;2023;"Alemania";1;"Definitiva";"Acogidas"
"9005";"Antofagasta";2101;"Antofagasta";2;2023;"Argentina";65;"Definitiva";"Acogidas"
"9006";"Antofagasta";2101;"Antofagasta";2;2023;"Australia";1;"Definitiva";"Acogidas"
"9007";"Antofagasta";2101;"Antofagasta";2;2023;"Bolivia";2367;"Definitiva";"Acogidas"
"9008";"Antofagasta";2101;"Antofagasta";2;2023;"Brasil";22;"Definitiva";"Acogidas"
"9009";"Antofagasta";2101;"Antofagasta";2;2023;"Bélgica";1;"Definitiva";"Acogidas"
"9010";"Antofagasta";2101;"Antofagasta";2;2023;"China";18;"Definitiva";"Acogidas"
"9011";"Antofagasta";2101;"Antofagasta";2;2023;"Colombia";3111;"Definitiva";"Acogidas"
"9012";"Antofagasta";2101;"Antofagasta";2;2023;"Corea del Sur";3;"Definitiva";"Acogidas"
"9013";"Antofagasta";2101;"Antofagasta";2;2023;"Cuba";29;"Definitiva";"Acogidas"
"9014";"Antofagasta";2101;"Antofagasta";2;2023;"Ecuador";183;"Definitiva";"Acogidas"
"9015";"Antofagasta";2101;"Antofagasta";2;2023;"El Salvador";1;"Definitiva";"Acogidas"
"9016";"Antofagasta";2101;"Antofagasta";2;2023;"España";15;"Definitiva";"Acogidas"
"9017";"Antofagasta";2101;"Antofagasta";2;2023;"Estados Unidos";4;"Definitiva";"Acogidas"
"9018";"Antofagasta";2101;"Antofagasta";2;2023;"Francia";2;"Definitiva";"Acogidas"
"9019";"Antofagasta";2101;"Antofagasta";2;2023;"Grecia";1;"Definitiva";"Acogidas"
"9020";"Antofagasta";2101;"Antofagasta";2;2023;"Guatemala";1;"Definitiva";"Acogidas"
"9021";"Antofagasta";2101;"Antofagasta";2;2023;"Haití";6;"Definitiva";"Acogidas"
"9022";"Antofagasta";2101;"Antofagasta";2;2023;"Honduras";7;"Definitiva";"Acogidas"
"9023";"Antofagasta";2101;"Antofagasta";2;2023;"India";1;"Definitiva";"Acogidas"
"9024";"Antofagasta";2101;"Antofagasta";2;2023;"Italia";1;"Definitiva";"Acogidas"
"9025";"Antofagasta";2101;"Antofagasta";2;2023;"México";3;"Definitiva";"Acogidas"
"9026";"Antofagasta";2101;"Antofagasta";2;2023;"Nepal";1;"Definitiva";"Acogidas"
"9027";"Antofagasta";2101;"Antofagasta";2;2023;"Nicaragua";1;"Definitiva";"Acogidas"
"9028";"Antofagasta";2101;"Antofagasta";2;2023;"Otro país";1;"Definitiva";"Acogidas"
"9029";"Antofagasta";2101;"Antofagasta";2;2023;"Pakistán";2;"Definitiva";"Acogidas"
"9030";"Antofagasta";2101;"Antofagasta";2;2023;"Panamá";7;"Definitiva";"Acogidas"
"9031";"Antofagasta";2101;"Antofagasta";2;2023;"Paraguay";63;"Definitiva";"Acogidas"
"9032";"Antofagasta";2101;"Antofagasta";2;2023;"Perú";779;"Definitiva";"Acogidas"
"9033";"Antofagasta";2101;"Antofagasta";2;2023;"Polonia";6;"Definitiva";"Acogidas"
"9034";"Antofagasta";2101;"Antofagasta";2;2023;"Portugal";1;"Definitiva";"Acogidas"
"9035";"Antofagasta";2101;"Antofagasta";2;2023;"Reino Unido";1;"Definitiva";"Acogidas"
"9036";"Antofagasta";2101;"Antofagasta";2;2023;"República Checa";1;"Definitiva";"Acogidas"
"9037";"Antofagasta";2101;"Antofagasta";2;2023;"República Dominicana";15;"Definitiva";"Acogidas"
"9038";"Antofagasta";2101;"Antofagasta";2;2023;"Rusia";1;"Definitiva";"Acogidas"
"9039";"Antofagasta";2101;"Antofagasta";2;2023;"Turquía";1;"Definitiva";"Acogidas"
"9040";"Antofagasta";2101;"Antofagasta";2;2023;"Ucrania";1;"Definitiva";"Acogidas"
"9041";"Antofagasta";2101;"Antofagasta";2;2023;"Uruguay";4;"Definitiva";"Acogidas"
"9042";"Antofagasta";2101;"Antofagasta";2;2023;"Venezuela";1646;"Definitiva";"Acogidas"
"9043";"Antuco";8302;"Biobío";8;2023;"Bolivia";1;"Definitiva";"Acogidas"
"9044";"Antuco";8302;"Biobío";8;2023;"Colombia";4;"Definitiva";"Acogidas"
"9045";"Antuco";8302;"Biobío";8;2023;"Venezuela";2;"Definitiva";"Acogidas"
"9046";"Arauco";8202;"Biobío";8;2023;"Argentina";1;"Definitiva";"Acogidas"
"9047";"Arauco";8202;"Biobío";8;2023;"Brasil";1;"Definitiva";"Acogidas"
"9048";"Arauco";8202;"Biobío";8;2023;"China";1;"Definitiva";"Acogidas"
"9049";"Arauco";8202;"Biobío";8;2023;"Colombia";14;"Definitiva";"Acogidas"
"9050";"Arauco";8202;"Biobío";8;2023;"Cuba";2;"Definitiva";"Acogidas"
"9051";"Arauco";8202;"Biobío";8;2023;"Haití";3;"Definitiva";"Acogidas"
"9052";"Arauco";8202;"Biobío";8;2023;"Perú";1;"Definitiva";"Acogidas"
"9053";"Arauco";8202;"Biobío";8;2023;"Venezuela";31;"Definitiva";"Acogidas"
"9054";"Arica";15101;"Arica y Parinacota";15;2023;"Alemania";1;"Definitiva";"Acogidas"
"9055";"Arica";15101;"Arica y Parinacota";15;2023;"Argentina";6;"Definitiva";"Acogidas"
"9056";"Arica";15101;"Arica y Parinacota";15;2023;"Bolivia";1414;"Definitiva";"Acogidas"
"9057";"Arica";15101;"Arica y Parinacota";15;2023;"Brasil";12;"Definitiva";"Acogidas"
"9058";"Arica";15101;"Arica y Parinacota";15;2023;"China";11;"Definitiva";"Acogidas"
"9059";"Arica";15101;"Arica y Parinacota";15;2023;"Colombia";174;"Definitiva";"Acogidas"
"9060";"Arica";15101;"Arica y Parinacota";15;2023;"Cuba";35;"Definitiva";"Acogidas"
"9061";"Arica";15101;"Arica y Parinacota";15;2023;"Ecuador";66;"Definitiva";"Acogidas"
"9062";"Arica";15101;"Arica y Parinacota";15;2023;"España";5;"Definitiva";"Acogidas"
"9063";"Arica";15101;"Arica y Parinacota";15;2023;"Haití";5;"Definitiva";"Acogidas"
"9064";"Arica";15101;"Arica y Parinacota";15;2023;"India";2;"Definitiva";"Acogidas"
"9065";"Arica";15101;"Arica y Parinacota";15;2023;"Irán";1;"Definitiva";"Acogidas"
"9066";"Arica";15101;"Arica y Parinacota";15;2023;"Italia";1;"Definitiva";"Acogidas"
"9067";"Arica";15101;"Arica y Parinacota";15;2023;"Líbano";1;"Definitiva";"Acogidas"
"9068";"Arica";15101;"Arica y Parinacota";15;2023;"México";2;"Definitiva";"Acogidas"
"9069";"Arica";15101;"Arica y Parinacota";15;2023;"Otro país";2;"Definitiva";"Acogidas"
"9070";"Arica";15101;"Arica y Parinacota";15;2023;"Pakistán";2;"Definitiva";"Acogidas"
"9071";"Arica";15101;"Arica y Parinacota";15;2023;"Paraguay";1;"Definitiva";"Acogidas"
"9072";"Arica";15101;"Arica y Parinacota";15;2023;"Perú";1519;"Definitiva";"Acogidas"
"9073";"Arica";15101;"Arica y Parinacota";15;2023;"Reino Unido";2;"Definitiva";"Acogidas"
"9074";"Arica";15101;"Arica y Parinacota";15;2023;"República Dominicana";28;"Definitiva";"Acogidas"
"9075";"Arica";15101;"Arica y Parinacota";15;2023;"Rusia";3;"Definitiva";"Acogidas"
"9076";"Arica";15101;"Arica y Parinacota";15;2023;"Turquía";1;"Definitiva";"Acogidas"
"9077";"Arica";15101;"Arica y Parinacota";15;2023;"Venezuela";693;"Definitiva";"Acogidas"
"9078";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Argentina";5;"Definitiva";"Acogidas"
"9079";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Bolivia";7;"Definitiva";"Acogidas"
"9080";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"China";1;"Definitiva";"Acogidas"
"9081";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Colombia";28;"Definitiva";"Acogidas"
"9082";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Costa Rica";1;"Definitiva";"Acogidas"
"9083";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Estados Unidos";1;"Definitiva";"Acogidas"
"9084";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Haití";16;"Definitiva";"Acogidas"
"9085";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"México";1;"Definitiva";"Acogidas"
"9086";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Otro país";1;"Definitiva";"Acogidas"
"9087";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Paraguay";1;"Definitiva";"Acogidas"
"9088";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Perú";12;"Definitiva";"Acogidas"
"9089";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Reino Unido";1;"Definitiva";"Acogidas"
"9090";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"República Checa";1;"Definitiva";"Acogidas"
"9091";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"República Dominicana";2;"Definitiva";"Acogidas"
"9092";"Aisén";11201;"Aysén del General Carlos Ibáñez del Campo";11;2023;"Venezuela";36;"Definitiva";"Acogidas"
"9093";"Buin";13402;"Metropolitana de Santiago";13;2023;"Argentina";9;"Definitiva";"Acogidas"
"9094";"Buin";13402;"Metropolitana de Santiago";13;2023;"Bolivia";59;"Definitiva";"Acogidas"
"9095";"Buin";13402;"Metropolitana de Santiago";13;2023;"Brasil";5;"Definitiva";"Acogidas"
"9096";"Buin";13402;"Metropolitana de Santiago";13;2023;"China";5;"Definitiva";"Acogidas"
"9097";"Buin";13402;"Metropolitana de Santiago";13;2023;"Colombia";84;"Definitiva";"Acogidas"
"9098";"Buin";13402;"Metropolitana de Santiago";13;2023;"Cuba";4;"Definitiva";"Acogidas"
"9099";"Buin";13402;"Metropolitana de Santiago";13;2023;"Ecuador";31;"Definitiva";"Acogidas"
"9100";"Buin";13402;"Metropolitana de Santiago";13;2023;"España";1;"Definitiva";"Acogidas"
"9101";"Buin";13402;"Metropolitana de Santiago";13;2023;"Haití";216;"Definitiva";"Acogidas"
"9102";"Buin";13402;"Metropolitana de Santiago";13;2023;"Iraq";1;"Definitiva";"Acogidas"
"9103";"Buin";13402;"Metropolitana de Santiago";13;2023;"Italia";2;"Definitiva";"Acogidas"
"9104";"Buin";13402;"Metropolitana de Santiago";13;2023;"México";2;"Definitiva";"Acogidas"
"9105";"Buin";13402;"Metropolitana de Santiago";13;2023;"Paraguay";3;"Definitiva";"Acogidas"
"9106";"Buin";13402;"Metropolitana de Santiago";13;2023;"Perú";31;"Definitiva";"Acogidas"
"9107";"Buin";13402;"Metropolitana de Santiago";13;2023;"Reino Unido";1;"Definitiva";"Acogidas"
"9108";"Buin";13402;"Metropolitana de Santiago";13;2023;"República Dominicana";3;"Definitiva";"Acogidas"
"9109";"Buin";13402;"Metropolitana de Santiago";13;2023;"Rusia";2;"Definitiva";"Acogidas"
"9110";"Buin";13402;"Metropolitana de Santiago";13;2023;"Siria";1;"Definitiva";"Acogidas"
"9111";"Buin";13402;"Metropolitana de Santiago";13;2023;"Turquía";1;"Definitiva";"Acogidas"
"9112";"Buin";13402;"Metropolitana de Santiago";13;2023;"Uruguay";2;"Definitiva";"Acogidas"
"9113";"Buin";13402;"Metropolitana de Santiago";13;2023;"Venezuela";383;"Definitiva";"Acogidas"
"9114";"Bulnes";16102;"Ñuble";16;2023;"Argentina";3;"Definitiva";"Acogidas"
"9115";"Bulnes";16102;"Ñuble";16;2023;"Bolivia";1;"Definitiva";"Acogidas"
"9116";"Bulnes";16102;"Ñuble";16;2023;"Colombia";5;"Definitiva";"Acogidas"
"9117";"Bulnes";16102;"Ñuble";16;2023;"Cuba";3;"Definitiva";"Acogidas"
"9118";"Bulnes";16102;"Ñuble";16;2023;"Ecuador";1;"Definitiva";"Acogidas"
"9119";"Bulnes";16102;"Ñuble";16;2023;"Haití";22;"Definitiva";"Acogidas"
"9120";"Bulnes";16102;"Ñuble";16;2023;"México";1;"Definitiva";"Acogidas"
"9121";"Bulnes";16102;"Ñuble";16;2023;"Venezuela";9;"Definitiva";"Acogidas"
"9122";"Cabildo";5402;"Valparaíso";5;2023;"Argentina";1;"Definitiva";"Acogidas"
"9123";"Cabildo";5402;"Valparaíso";5;2023;"Bolivia";21;"Definitiva";"Acogidas"
"9124";"Cabildo";5402;"Valparaíso";5;2023;"Colombia";10;"Definitiva";"Acogidas"
"9125";"Cabildo";5402;"Valparaíso";5;2023;"Ecuador";3;"Definitiva";"Acogidas"
"9126";"Cabildo";5402;"Valparaíso";5;2023;"Haití";42;"Definitiva";"Acogidas"
"9127";"Cabildo";5402;"Valparaíso";5;2023;"Nicaragua";1;"Definitiva";"Acogidas"
"9128";"Cabildo";5402;"Valparaíso";5;2023;"Otro país";2;"Definitiva";"Acogidas"
"9129";"Cabildo";5402;"Valparaíso";5;2023;"Perú";1;"Definitiva";"Acogidas"
"9130";"Cabildo";5402;"Valparaíso";5;2023;"Venezuela";13;"Definitiva";"Acogidas"
"9131";"Cabo de Hornos";12201;"Magallanes y de la Antártica Chilena";12;2023;"Argentina";2;"Definitiva";"Acogidas"
"9132";"Cabo de Hornos";12201;"Magallanes y de la Antártica Chilena";12;2023;"Austria";1;"Definitiva";"Acogidas"
"9133";"Cabo de Hornos";12201;"Magallanes y de la Antártica Chilena";12;2023;"Bolivia";2;"Definitiva";"Acogidas"
"9134";"Cabo de Hornos";12201;"Magallanes y de la Antártica Chilena";12;2023;"Colombia";2;"Definitiva";"Acogidas"
"9135";"Cabo de Hornos";12201;"Magallanes y de la Antártica Chilena";12;2023;"República Checa";1;"Definitiva";"Acogidas"
