comuna;cut_comuna;region;poblacion;hogares;ytotcorh;ytrabajocorh;ypchautcor;ypc;numper;v12mt;p9;esc;edad;ytotcor;yoprcor;ytrabajocor;y2803;y0101;ytot;dau;qaut;dautr;qautr;originario_p;extranjero_p;pobreza_p;pobreza_multi_p;inactivos_p;desocupados_p;independientes_p;trabajo_familiar_no_remunerado_p;trabajo_servicio_domestico_p;trabajo_empleador_p;trabajo_domestico_p;fonasa_p;isapre_p;estudios_basica_o_menos_p;estudios_sin_media_o_menos_p;estudios_superiores_p;estudios_superiores_incompletos_p;ingreso_ocup_princ_menor_mediana_p;ingreso_ocup_princ_menor_2medianas_p;ingreso_ytrabajocor_menor_mediana_p;ingreso_ytrabajocor_menor_2medianas_p;pension_menor_mediana_p;pension_menor_salario_minimo_p;hogar_jefatura_femenina_p;hacinamiento_p;men18c_p;rural_p;may60c_p;vivienda_propia_p;vivienda_arrendada_p;vivienda_pequeña_p;vivienda_mediana_p;vivienda_grande_p;sector_malo_p;sector_dañado_p;ingreso_percapita_hogar_menor_mediana_p;ingreso_total_hogar_menor_mediana_p;ingreso_trabajo_hogar_menor_mediana_p;carencia_estado_vivienda_p;carencia_servicios_basicos_p
Aisén;11201;Región de Aysén del Gral. Carlos Ibáñez del Campo;25112;9443;1401340,912845494;907685,489251297;452887,204595997;620251,499735254;2,65868897596103;46,8493150684931;2,68346923647146;10,28099761263778;36,3695842625040;421797,211930551;631608,279612705;719904,960262119;353395,424107143;676286,410236919;420227,665020707;NA;NA;4,43736062440268;2,48255813953488;0,41796750557502388;0,01919401083147499;0,06630296272698312;0,1275485823510672;0,2970691302962727;0,02986619942656897;0,1135712010194329;0,007287352660082829;0,00716788786237655;0,01875597323988532;0,01015450780503345;0,917768397578847;0,03647658489964957;0,25728735266008285;0,3364925135393437;0,1058856323669959;0,06721885950939789;0,2495619624084103;0,375876075183179;0,2402038865880854;0,387703090156101;0,01883561643835616;0,02902994584262504;0,5721698612729006;0,2395425182674997;0,4395848776871757;0,221539764905220787;0,357513502065022;0,6589007730594091;0,1964418087472202;0,02001482579688658;0,906703378163719;0,06555120194853331;0,00180027533622789;0,01355501429630414;0,4798263263793286;0,5172085142433549;0,5525786296727735;0,0525256803981785;0,02499205760881076
Algarrobo;5602;Región de Valparaíso;15731;5554;1263159,904753331;806079,136658264;344858,637558516;508035,172488297;2,82355059416637;NA;2,88296723082463;11,66757613745299;42,5652533214672;361113,488462272;606721,796817122;615637,519634579;400156,479217604;597100,554435484;358272,589790859;NA;NA;4,82764123842962;2,67781678902011;0,04227321848579239;0,03178437480134766;0,06344161210348992;0,2427690547326934;0,3522980102981375;0,03992117475049266;0,1262475367109529;0,002860593732121289;0,03019515606128027;0,08848769944695188;0,04824868094844574;0,772487445171953;0,13985124912592969;0,18212446761172207;0,2654630983408556;0,1879092238255674;0,14512745534295340;0,3207043417455979;0,410908397431823;0,3029050918568432;0,413768991163944;0,01093382493166359;0,02110482486809484;0,4890169247389269;0,3521786100108030;0,3120273676629456;0,172308246308966517;0,552034569679510;0,5462729564277998;0,1636658264314008;0,16582643140079223;0,739647101188333;0,09452646741087505;0,02250630176449406;0,01422398271516024;0,6148721642059777;0,5828231904933381;0,5990277277637739;0,0740007202016565;0,12117392870003602
Alhué;13502;Región Metropolitana de Santiago;7693;2499;1280614,395758303;859366,687474990;319405,428971589;485853,669467787;3,08083233293317;64,7692307692308;3,12284913965586;9,91530486733439;37,1666450019498;336119,839594437;611179,815209666;659996,108307692;162559,845559846;700297,798877859;332001,941505265;NA;NA;4,03951644352008;2,32263096321331;0,02976732094111530;0,04523592876641102;0,13362797348238659;0,3262706356427921;0,3497985181333680;0,02157805797478227;0,0613544780969713;0,000000000000000000;0,00000000000000000;0,00649941505264526;0,00324970752632263;0,711815936565709;0,25009749122578967;0,26127648511633955;0,3438190562849344;0,1019108280254777;0,03470687638112570;0,1605355518003380;0,312101910828025;0,1741843234108930;0,334069933705966;0,03041726244637983;0,03366696997270246;0,3649459783913566;0,3405362144857943;0,4453781512605042;0,692677070828331298;0,453781512605042;0,7050820328131252;0,1332533013205282;0,00000000000000000;0,765106042416967;0,18287314925970388;0,00000000000000000;0,00000000000000000;0,5274109643857543;0,5494197679071628;0,5686274509803921;0,0272108843537415;0,24409763905562226
Alto Biobío;8314;Región del Biobío;6775;2126;853589,857478834;457759,738946378;200455,079021637;334057,467544685;3,19002822201317;NA;3,19002822201317;8,76116201988692;34,2420664206642;207517,560147601;394035,361414457;333126,822222222;236161,137440758;464996,232102487;207517,560147601;NA;NA;3,30671586715867;1,93151291512915;0,74007380073800733;0,00000000000000000;0,22523985239852398;0,4199261992619926;0,3853874538745388;0,04472324723247233;0,1084870848708487;0,000000000000000000;0,01092250922509225;0,00000000000000000;0,00472324723247233;0,973284132841328;0,01107011070110701;0,34154981549815500;0,4135793357933579;0,0594833948339483;0,02538745387453874;0,2346863468634686;0,272324723247232;0,3524723247232472;0,410479704797048;0,02494464944649447;0,03114391143911439;0,2587017873941674;0,3871119473189087;0,5018814675446849;1,000000000000000000;0,429915333960489;0,7666980244590781;0,0733772342427093;0,14487300094073377;0,819849482596425;0,03527751646284102;0,06302916274694262;0,00000000000000000;0,8137347130761995;0,8320790216368767;0,8118532455315146;0,1928504233301976;0,41015992474129820
Alto Hospicio;1107;Región de Tarapacá;138543;40438;1104934,352737524;768470,995524012;295319,638854543;394112,277338147;3,42489737375736;49,5333333333333;3,61340818042435;11,16643994081959;30,1186274297511;264440,190135914;502520,984617402;540689,875476095;221233,243967828;581314,620661622;263125,967114903;NA;NA;4,02712515247974;2,28679182636438;0,26542661845058935;0,17617634958099651;0,15945951798358632;0,3221599070324737;0,2770042513876558;0,05020823859740297;0,1525374793385447;0,001631262496120338;0,00271395884310286;0,01124560605732516;0,00758609240452423;0,880224912121147;0,03792324404697459;0,12971424034415308;0,2233963462607277;0,0736594414730445;0,07427296940300124;0,2640912929559776;0,362746584093025;0,2540583068072728;0,376872162433324;0,00895028980172221;0,01039388493103224;0,5545526484989366;0,4752707849052871;0,5611553489292250;0,014936445917206588;0,247959839754686;0,4763835995845492;0,2807507789702755;0,10438201691478312;0,821553983876552;0,07035461694445819;0,09948563232602997;0,13274642662841882;0,7100252237993966;0,5717147237746674;0,5629853108462337;0,1668232850289332;0,17107671002522379
Alto del Carmen;3302;Región de Atacama;5772;2664;705622,262387387;305446,497747748;216700,487987988;377033,209459459;2,16854354354354;NA;2,21696696696697;8,84250703093612;47,6048163548164;257087,928967429;393160,293347302;391339,947292765;308138,686131387;434214,117647059;257087,928967429;NA;NA;3,39639639639640;1,99272349272349;0,56860706860706856;0,00883575883575884;0,13149688149688149;0,1779279279279279;0,4928967428967429;0,02373527373527374;0,0876645876645877;0,003465003465003465;0,00450450450450450;0,02512127512127512;0,02529452529452529;0,958419958419958;0,01767151767151767;0,39830214830214833;0,4958419958419958;0,0457380457380457;0,02893277893277893;0,2645530145530146;0,323111573111573;0,2737352737352737;0,345807345807346;0,03378378378378379;0,04469854469854470;0,4620870870870871;0,1452702702702703;0,2916666666666667;1,000000000000000000;0,644894894894895;0,5255255255255256;0,0957207207207207;0,09084084084084085;0,837837837837838;0,07132132132132132;0,13025525525525525;0,00000000000000000;0,7721471471471472;0,8719969969969970;0,8678678678678678;0,2199699699699700;0,06981981981981981
Ancud;10202;Región de Los Lagos;42484;16409;1110903,036991895;610209,937412396;312722,256139923;478359,826132001;2,58918885977208;61,6239316239316;2,60399780608203;9,88245652652432;44,8411401939554;340567,301548818;483681,964855646;504269,287476090;293381,673429952;529200,239587173;325314,590951888;NA;NA;5,15577629225120;2,81720177007815;0,33989266547406083;0,00795593635250918;0,04545240561152434;0,2182704076828924;0,4216175501365220;0,02874023161660861;0,1324734017512475;0,005131343564636098;0,01221636380755108;0,01005084267018171;0,01923076923076923;0,886427831654270;0,04196874117314753;0,32755861030034839;0,4222530835137934;0,1005084267018172;0,07209773091046041;0,2819178985029658;0,361194802749270;0,3082572262498823;0,422653234158742;0,01480557386310140;0,02259674230298465;0,4634651715521970;0,2347492229873850;0,3122067158266805;0,306234383569992052;0,541653970382107;0,7770126150283381;0,0984825400694741;0,02888658662928880;0,778962764336645;0,14936924858309464;0,00749588640380279;0,03607776220366872;0,5673715643853983;0,6206959595344018;0,6682308489243708;0,0363215308672070;0,21408982875251387
Andacollo;4103;Región de Coquimbo;11820;3275;955923,754503817;541508,971297710;184329,940763359;312333,207633588;3,60854961832061;NA;3,63664122137405;10,36408335284477;34,0671742808799;203230,698138748;429609,397315436;473440,285141636;198469,387755102;521168,886774500;191163,185025381;NA;NA;3,60270727580372;2,01455160744501;0,00000000000000000;0,00922165820642978;0,11404399323181048;0,2159052453468697;0,3797800338409476;0,01759729272419628;0,1050761421319797;0,000000000000000000;0,00143824027072758;0,01624365482233503;0,00143824027072758;0,864043993231810;0,07123519458544839;0,17851099830795261;0,2297800338409476;0,0275803722504230;0,04069373942470389;0,2350253807106599;0,315143824027073;0,2110829103214890;0,300000000000000;0,00761421319796954;0,00761421319796954;0,5273282442748092;0,4561832061068702;0,5554198473282442;0,088549618320610687;0,413435114503817;0,6045801526717557;0,0369465648854962;0,00763358778625954;0,992366412213740;0,00000000000000000;0,00000000000000000;0,02839694656488550;0,8366412213740458;0,7050381679389313;0,6531297709923665;0,2378625954198473;0,06778625954198474
Angol;9201;Región de La Araucanía;56561;19594;1254160,320659386;791182,805450648;360794,649688680;502680,141727059;2,88414820863530;50,0000000000000;2,93778707767684;11,09719259322468;40,1475398242605;354689,037216457;634549,127564550;664603,284619993;249878,354203936;652857,374182266;331620,087215573;NA;NA;5,72013591477011;3,08953031536474;0,13940701189865809;0,02547691872491646;0,08781669348137409;0,2382030020685632;0,4113611852690016;0,03000300560456852;0,0763600360672548;0,001202241827407578;0,01879386856668022;0,01241137886529588;0,02425699687063524;0,879917257474231;0,07163946889199271;0,20887183748519297;0,3162603207156875;0,1564328777779742;0,08728629267516487;0,2353918777956542;0,337334912749067;0,2315553119640742;0,349428051130638;0,02835876310531992;0,03642085535970015;0,5536388690415434;0,3123405124017556;0,3887924874961723;0,080585893640910483;0,500459324282944;0,6589262018985403;0,1366744921914872;0,11212616106971522;0,767275696641829;0,10242931509645810;0,06752066959273247;0,02970297029702970;0,6343778707767684;0,6334592222108809;0,6174339083392876;0,1768908849647851;0,28626110033683783
Antofagasta;2101;Región de Antofagasta;438946;149304;1751762,655052778;1203832,380036704;568485,942988801;730389,615482506;2,94002839843541;64,0547279792746;3,23946444837379;12,23784367189275;36,0400801009691;489394,626017779;810615,936183767;903630,412186416;366018,900323410;885626,212911832;468928,622263331;NA;NA;5,11618969075923;2,80274566803206;0,08830926811042816;0,11559508458899273;0,07033894829887959;0,1654144245533619;0,3181097447066382;0,04574138960145439;0,0829760380547949;0,001713194789336274;0,00767064741448834;0,02227153226137156;0,01169392134795624;0,730338128152438;0,20964309960678534;0,10540476505082630;0,2024349236580354;0,1823231103598165;0,10763282955078757;0,1953543260446615;0,337699853740551;0,1875447093719956;0,335191572539675;0,01321119226510778;0,02081349414278750;0,5167912447087821;0,3829435246209077;0,4365589669399346;0,003898087124256551;0,347780367572202;0,5048223758238225;0,2480442586936720;0,06599957134437122;0,749290039114826;0,16152949686545570;0,06370894282805552;0,21024888817446283;0,4242485131007876;0,4203638214649306;0,4714542142206505;0,1286033863794674;0,04326742753040776
Antuco;8302;Región del Biobío;4317;1654;921650,457073761;458515,663845224;217314,971584039;395945,965538089;2,61003627569528;34,0298507462687;2,61003627569528;9,65115020297700;44,9557563122539;265415,929349085;522658,072208228;491129,233959819;161793,103448276;570991,735537190;258562,036367848;NA;NA;4,03937919851749;2,34491545054436;0,04030576789437109;0,00926569376882094;0,05397266620338198;0,1355107713690062;0,5381051656242761;0,03312485522353486;0,0433171183692379;0,000000000000000000;0,00926569376882094;0,00000000000000000;0,00926569376882094;0,962242297892055;0,00393791985174890;0,32684734769515866;0,4111651609914292;0,1234653694695390;0,07134584201992124;0,1623812832985870;0,253185082233032;0,2246930738939078;0,325689135974056;0,02988186240444753;0,03358813991197591;0,3288996372430472;0,2406287787182588;0,3186215235792019;0,553204353083434075;0,554413542926239;0,7146311970979444;0,1245465538089480;0,02176541717049577;0,863361547762999;0,07436517533252721;0,03446191051995164;0,00000000000000000;0,7309552599758162;0,7714631197097944;0,7841596130592503;0,0973397823458283;0,05743651753325272
Arauco;8202;Región del Biobío;38868;12940;1022843,043740340;564715,420865533;235945,427125193;370137,881916538;3,00332302936631;43,5813148788927;3,03268933539413;10,57204839118318;38,4615107543480;265854,028583925;476089,773476542;498645,132204316;464286,964129484;562369,387326899;261409,997684471;NA;NA;4,41517443655449;2,44736029638777;0,10597406606977462;0,00529998970875785;0,07942266131522074;0,1494802922712772;0,3989400020582484;0,05423484614592981;0,0895080786250901;0,001775239271380056;0,00385921580734795;0,01132036636822065;0,01548831944015643;0,949392816712977;0,04355768241226716;0,26569414428321497;0,3173819079962952;0,1367706082124112;0,08814448903982711;0,2441082638674488;0,332998867963363;0,2480189358855614;0,354147370587630;0,00951939899145827;0,01610579396933210;0,3964451313755796;0,3353168469860897;0,4137557959814528;0,273570324574961388;0,442890262751159;0,7193972179289027;0,1091190108191654;0,04775888717156105;0,878593508500773;0,05131375579598145;0,01352395672333848;0,03083462132921175;0,7312210200927357;0,6214837712519320;0,6888717156105101;0,2224884080370943;0,04930448222565688
Arica;15101;Región de Arica y Parinacota;253894;84592;1336807,026113580;844627,489076981;400066,797368545;554239,348980991;2,99916067713259;76,1346469622332;3,43461556648383;12,04043548202342;36,5629632838901;356763,420376220;599449,172153239;643017,125589967;356366,376394743;677293,769872863;345712,823536594;NA;NA;4,87232641927422;2,69034948716129;0,31229962110171960;0,11140082081498578;0,09241652028011690;0,1875467714873136;0,3234460050257194;0,04642488597603724;0,1094433109880501;0,003170614508416898;0,00660118002000835;0,01644780892813536;0,01219800389138774;0,854655880012919;0,07422388870946142;0,12105839444807676;0,2023994265323324;0,1766997250821209;0,10072313642701285;0,2580407571663765;0,369441577981362;0,2499507668554594;0,373006057646104;0,01630207882029508;0,02625111266906662;0,5598283525628901;0,4177108946472480;0,4303243805560810;0,075680915452997918;0,403064119538491;0,5139138452808776;0,2445266691885757;0,11378144505390581;0,660937204463779;0,21808208814072252;0,04727397389824097;0,13407887270663893;0,5523453754492150;0,5204511064876112;0,5606676754303007;0,1116062984679402;0,06686211462076792
Buin;13402;Región Metropolitana de Santiago;114848;34354;1639764,372154625;1134385,620044245;416753,498661000;560924,352215171;3,34275484659719;100,0000000000000;3,41343075042208;12,41277612636242;32,5837803009195;392994,839735999;656404,918351493;744177,915086594;299354,109589041;754121,038510983;373407,156998816;NA;NA;4,44381269155754;2,49850236834773;0,06585225689607133;0,08348425745332962;0,02391857063248816;0,1538990665923656;0,2457596127054890;0,05084111173028698;0,1091007244357760;0,000000000000000000;0,00352640011145166;0,01514175257731959;0,00741850097520201;0,765768668152689;0,20698662580105878;0,13300188074672611;0,1864551407077180;0,2429646140986347;0,12470395653385344;0,2406223878517693;0,391796113123433;0,2036866118696015;0,363384647534132;0,00969106993591530;0,01084912231819448;0,4337486173371369;0,4628282005006695;0,5361238865925365;0,119432962682657046;0,285730919252489;0,6155615066658905;0,2330150783023811;0,02878849624497875;0,809192524887932;0,15934097921639401;0,03117540897712057;0,09588403097164813;0,5677359259474879;0,3110554811666764;0,3445886941840834;0,0584211445537638;0,04808755894510101
Bulnes;16102;Región de Ñuble;22717;7999;898710,880985123;521794,068258532;219666,459807476;367562,924740593;2,83385423177897;198,5000000000000;2,84123015376922;10,35100558356372;39,5087819694502;252558,528414844;470290,673923924;509138,598716085;499661,144927536;479230,082955079;246915,086675177;NA;NA;4,43541197758065;2,50717154331612;0,00792358145881939;0,00748338248888498;0,15054804771756833;0,0699035964255844;0,4435444821059119;0,00818770084078003;0,0515472993793195;0,000000000000000000;0,00515032794823260;0,02112955055685170;0,00677906413698992;0,934058194303825;0,03570013646168068;0,25210195008143682;0,3265395958973456;0,1372980587225426;0,06523748734427962;0,2821235198309636;0,334903376326099;0,2657481181494035;0,333274640137342;0,00682308403398336;0,00827574063476691;0,4478059757469684;0,3152894111763970;0,3679209901237654;0,275784473059132396;0,535941992749094;0,8078509813726716;0,0742592824103013;0,12901612701587697;0,798099762470309;0,06038254781847731;0,03712964120515064;0,02700337542192774;0,8073509188648581;0,8193524190523815;0,6980872609076134;0,0510063757969746;0,04525565695711964
Cabildo;5402;Región de Valparaíso;20743;6734;1017798,518562519;563858,170032670;230737,471042471;371910,794772795;3,08301158301158;63,0516431924883;3,08301158301158;10,25036505232417;39,0366388661235;260886,763052596;449954,684297521;455610,497179210;199008,658008658;463749,251347574;244242,814443427;NA;NA;3,84351347442511;2,17649327483971;0,05886323096948368;0,00000000000000000;0,06850503784409198;0,2552186279708817;0,4155618762956178;0,06763727522537724;0,0648893602661139;0,000000000000000000;0,00988285204647351;0,00617075639974931;0,01345032059007858;0,929132719471629;0,01730704333992190;0,24615532950874994;0,3392951839174662;0,0812322229185749;0,06161114592874705;0,2345851612592200;0,314612158318469;0,2902183869257099;0,386781082774912;0,01571614520561153;0,02227257388034518;0,4383724383724384;0,3415503415503415;0,4098604098604098;0,357885357885357858;0,480100980100980;0,7128007128007128;0,0846450846450846;0,04261954261954262;0,925749925749926;0,00000000000000000;0,10439560439560440;0,02049302049302049;0,7833382833382834;0,7029997029997030;0,7073062073062073;0,2356697356697357;0,02197802197802198
Cabo de Hornos;12201;Región de Magallanes y de la Antártica Chilena;1976;659;2501678,270106222;1873493,297420334;890625,359635812;957382,698027314;3,00000000000000;NA;3,00000000000000;12,80519480519481;37,4266194331984;746612,338056680;946449,282527881;1147427,586431227;NA;1051121,578595318;710502,337550607;NA;NA;7,22165991902834;3,79251012145749;0,20900809716599189;0,00000000000000000;0,00000000000000000;0,2140688259109312;0,2737854251012146;0,00000000000000000;0,0597165991902834;0,000000000000000000;0,00000000000000000;0,03087044534412955;0,00000000000000000;0,725708502024291;0,02985829959514170;0,09159919028340081;0,1523279352226721;0,3016194331983806;0,03087044534412955;0,1811740890688259;0,361336032388664;0,1204453441295547;0,270748987854251;0,00000000000000000;0,00000000000000000;0,5432473444613050;0,4537177541729894;0,5462822458270106;0,000000000000000000;0,271623672230652;0,4537177541729894;0,5462822458270106;0,00000000000000000;0,910470409711684;0,08952959028831563;0,00000000000000000;0,09256449165402124;0,1820940819423369;0,0925644916540212;0,0925644916540212;0,0895295902883156;0,00000000000000000
Cabrero;8303;Región del Biobío;30955;10991;935741,136475298;550372,285415340;255865,764443636;377345,264762078;2,81794195250660;40,0000000000000;2,85024110635975;9,82597065418355;40,1758358908092;264825,572314650;484726,004831367;521385,692798070;321236,263736264;505626,355296080;247321,650589565;NA;NA;4,40765627523825;2,48822484251333;0,03705378775642061;0,00000000000000000;0,10961072524632531;0,1730899693102891;0,4140849620416734;0,05149410434501696;0,0604425779357131;0,000000000000000000;0,01602325957034405;0,00261670166370538;0,01763850751090293;0,971959295751898;0,00743014052657083;0,29985462768534971;0,3846228396058795;0,0886125020190599;0,07094168954934582;0,2562106283314489;0,334000969148764;0,2239702794378937;0,348570505572605;0,00491035373929898;0,01175900500726862;0,5297061231917023;0,3363661177326904;0,3882267309616959;0,266763715767446119;0,417978345919389;0,6639978163952325;0,0849786188699845;0,02938768082976981;0,892457465198799;0,07078518788099354;0,00673278136657265;0,01510326630879811;0,7196797379674279;0,6760986261486671;0,7022108998271313;0,0661450277499773;0,09043763078882722
Calama;2201;Región de Antofagasta;194762;64442;1527558,530958071;1055830,481968282;450649,043387853;587684,979144037;3,02181806896124;98,5212569316081;3,50342944042705;11,83721203957392;35,1675840256313;412290,713932903;751671,238374786;802735,352110351;360474,552745219;787928,646274589;390639,142815334;NA;NA;4,85393916357622;2,68987497816998;0,25721650013863073;0,15468109795545332;0,07930191721177643;0,1714605518530309;0,3140961789260739;0,05111880140889907;0,0731405510315154;0,000734229469814440;0,00684425093190663;0,01762664174736345;0,01217896714964932;0,738485946950637;0,19118719257349998;0,11504297552910732;0,1905043078218544;0,1540957681683285;0,10876351649705794;0,1864378061428821;0,338834064139822;0,1786077366221337;0,341011080190181;0,01747774206467381;0,02624228545609513;0,4637969026411347;0,4652090251699202;0,4718972098941684;0,059045343099221007;0,368812265292821;0,4388287141926073;0,3260140901896279;0,07865988020235250;0,660811272151702;0,25213370162316501;0,05904534309922101;0,16374414201918003;0,4993482511405605;0,4550914000186214;0,4492877316036126;0,1675770460258837;0,05702802520095590
Calbuco;10102;Región de Los Lagos;37289;13578;1052157,384813669;617746,490204743;288904,074532332;446072,916850788;2,74635439681838;40,0000000000000;2,76263072617469;9,01209112892962;41,7727748129475;301345,148059750;499377,844326617;529216,101413606;264401,623834197;580711,728466814;298908,727774947;NA;NA;4,66899085521199;2,61927109871544;0,29480543860119607;0,01925500817935584;0,06248491512242216;0,4011370645498673;0,4092359677116576;0,04682346000160905;0,1505806001769959;0,000000000000000000;0,00198449945024002;0,00560487006892113;0,00694574807584006;0,917857813296146;0,02764890450266835;0,38375928558019790;0,4831183458928907;0,0669366301053930;0,04081632653061224;0,2454074928263027;0,364879723242779;0,2461583845101773;0,392689533106278;0,01579554292150500;0,02397489876371048;0,5075858005597290;0,2709530122256592;0,3511562822212402;0,545735749005744619;0,493518927677125;0,6755781411106201;0,0767417881867727;0,03424657534246575;0,876196788923258;0,08359110325526588;0,02533510089851230;0,00000000000000000;0,6116512004713507;0,6341876565031669;0,6346295477979084;0,0978052732361172;0,51487700692296356
Caldera;3102;Región de Atacama;19783;8103;1202444,022954461;749115,214858694;398535,414784648;579832,283475256;2,43946686412440;50,5729166666667;2,62001727755152;11,18698939153762;40,5144821311227;382850,701713592;619739,304068030;653693,715238915;380351,393188855;744433,516191824;379202,194560987;NA;NA;5,07870393772431;2,82944952737199;0,23798210584845575;0,07349744730324016;0,02471819238740332;0,1570034878430976;0,3463579841277865;0,03654652984886013;0,1535156447454885;0,001617550422079563;0,00000000000000000;0,00424606985795885;0,00535813577313855;0,824141940049537;0,08143355406156802;0,16306930192589597;0,2928777232977809;0,1485618965778699;0,09619370166304403;0,2638629126017288;0,392458171157054;0,2454127280998837;0,402921700449881;0,00965475408178739;0,02497093464085326;0,4740219671726521;0,2470689867950142;0,3290139454523016;0,082562014068863390;0,417993335801555;0,6365543625817598;0,1705541157595952;0,17191163766506232;0,707885968159941;0,08466000246822164;0,01826484018264840;0,07491052696532148;0,4787115883006294;0,5588053807231890;0,5757126990003703;0,1928915216586450;0,03825743551770949
Calera;5502;Región de Valparaíso;53808;18085;1203267,158197401;769707,979872823;300570,558860934;441190,907713575;2,97578103400608;59,9262672811060;3,03306607685928;11,03088172653699;37,0873104371097;322950,388678263;585966,647412935;619413,364433173;227338,235294118;631637,256469627;317172,843722123;NA;NA;4,35496580434136;2,40938150460898;0,03886039250669045;0,04919342848647041;0,07136485280999108;0,1851211715730003;0,3358236693428486;0,07632694023193577;0,0997249479631282;0,001672613737734166;0,00548245614035088;0,00395851917930419;0,00836306868867083;0,871840618495391;0,05475022301516503;0,18500966399048469;0,2694766577460601;0,1038135593220339;0,04921201308355635;0,2515053523639608;0,339633511745465;0,2636225096639905;0,366878531073446;0,01059322033898305;0,01642878382396670;0,4638650815593033;0,3494055847387337;0,4169200995299973;0,037157865634503733;0,430964888028753;0,6659662703898258;0,1582526956040918;0,06900746474979265;0,814431849599115;0,05656621509538291;0,06906275919270113;0,12026541332596075;0,7122477191042300;0,6147636162565662;0,6016588332872547;0,1139618468343931;0,01968482167542162
Calera de Tango;13403;Región Metropolitana de Santiago;29642;9629;1365775,580641811;810207,860110084;324897,423720012;491012,852009554;3,07830511995015;60,0000000000000;3,35060753972375;10,24268203085728;42,5687537952905;347821,641488429;542965,663076802;586364,918075911;327503,300733496;563723,630939697;345176,536569732;NA;NA;3,76034005802577;2,15967208690372;0,03215032723837798;0,00691586262735308;0,02101747520410229;0,2318669455502328;0,3968693070643007;0,04581337291680723;0,0670669995276972;0,000000000000000000;0,02796707374671075;0,04206868632345995;0,04486876728965657;0,925173739963565;0,06342352068011606;0,28425882194183927;0,3455907158761217;0,1374738546656771;0,05940894676472572;0,2963025436880102;0,414783078064908;0,2693812833142163;0,412556507658053;0,01568720059375211;0,02084879562782538;0,5899885761761345;0,4410634541489251;0,3310831862083290;0,588534634956901059;0,539308339391422;0,7217779624052342;0,0863017966559352;0,04849932495586250;0,851178730917021;0,08962509087132620;0,02097829473465573;0,01069685325578980;0,5798109876414996;0,5095025443971336;0,5910271056184443;0,0507840897289438;0,09990653235019213
Calle Larga;5302;Región de Valparaíso;17222;5430;1046078,082688766;623733,577900553;273116,584346225;383080,157458564;3,17053406998158;NA;3,22946593001842;10,98421947074533;32,6488793403786;259778,538845663;477577,360892801;490980,903263234;207893,700787402;479184,240150094;247185,624549994;NA;NA;3,98019974451283;2,26123562884682;0,06166531181047497;0,00574846127046801;0,01219370572523516;0,1135175937754035;0,3150040645685751;0,02647776100336778;0,0306003948438044;0,006619440250841946;0,01939379862965974;0,02264545348972245;0,03060039484380444;0,944896063175009;0,03710370456392986;0,13912437579839740;0,1833701080013936;0,0630008129137150;0,08587852746487051;0,2523516432470096;0,367495064452445;0,2751132272674486;0,381372662873069;0,01341307629775868;0,01474857740099872;0,4650092081031307;0,3935543278084714;0,6058931860036832;0,220257826887661129;0,326703499079190;0,7186003683241252;0,1760589318600368;0,03959484346224678;0,948987108655617;0,01141804788213628;0,00000000000000000;0,00000000000000000;0,8003683241252302;0,6255985267034990;0,6248618784530386;0,0546961325966851;0,03406998158379374
Camarones;15102;Región de Arica y Parinacota;1239;537;661095,787709497;469148,852886406;328608,219739292;407719,972067039;2,31471135940410;NA;2,31471135940410;10,43555555555556;37,1033091202583;261769,931396287;353196,724137931;433746,437931034;279746,264150943;490465,625000000;261769,931396287;NA;NA;3,87409200968523;2,21065375302663;0,49556093623890235;0,06618240516545601;0,29378531073446329;0,2865213882163035;0,2300242130750605;0,01372074253430186;0,2219531880548830;0,014527845036319613;0,00000000000000000;0,01372074253430186;0,00000000000000000;0,978208232445521;0,02179176755447942;0,15819209039548024;0,2219531880548830;0,0573042776432607;0,06376109765940274;0,3890234059725585;0,468119451170299;0,3325262308313156;0,446327683615819;0,01452784503631961;0,04277643260694108;0,5679702048417132;0,1973929236499069;0,3854748603351955;1,000000000000000000;0,448789571694600;0,1824953445065177;0,1527001862197393;0,08379888268156424;0,830540037243948;0,08566108007448790;0,06517690875232775;0,00000000000000000;0,5661080074487895;0,9180633147113594;0,7839851024208566;0,1005586592178771;0,28119180633147112
Camiña;1402;Región de Tarapacá;1383;443;1057351,410835214;747506,212189616;263902,668171558;384394,408577878;3,11512415349887;NA;3,11512415349887;9,34502369668246;36,8741865509761;278376,984815618;497541,948051948;515617,672839506;185862,068965517;830020,137931034;278376,984815618;NA;NA;4,19812002892263;2,42299349240781;1,00000000000000000;0,08170643528561099;0,03904555314533623;0,2067968185104845;0,3058568329718004;0,01156905278380333;0,2357194504699928;0,000000000000000000;0,00000000000000000;0,00000000000000000;0,00000000000000000;0,967462039045553;0,00000000000000000;0,27621113521330443;0,3275488069414317;0,0484454085321764;0,02313810556760665;0,3065798987707881;0,420101229211858;0,3167028199566160;0,431670281995662;0,02096890817064353;0,02096890817064353;0,5869074492099323;0,3950338600451467;0,4627539503386005;1,000000000000000000;0,428893905191874;0,6546275395033860;0,0722347629796840;0,10835214446952596;0,625282167042889;0,26636568848758463;0,22121896162528218;0,00000000000000000;0,8171557562076749;0,6749435665914221;0,6117381489841986;0,1173814898419865;0,16478555304740405
