cut_comuna;comuna;cut_region;region;opciones;votos
6113;Pichidegua;6;Libertador Gral. Bernardo O'Higgins;RECHAZO;11354
6113;Pichidegua;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;95
6113;Pichidegua;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;158
6201;Pichilemu;6;Libertador Gral. Bernardo O'Higgins;APRUEBO;5939
6201;Pichilemu;6;Libertador Gral. Bernardo O'Higgins;RECHAZO;9576
6201;Pichilemu;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;106
6201;Pichilemu;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;285
6308;Placilla;6;Libertador Gral. Bernardo O'Higgins;APRUEBO;2192
6308;Placilla;6;Libertador Gral. Bernardo O'Higgins;RECHAZO;5504
6308;Placilla;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;58
6308;Placilla;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;110
6309;Pumanque;6;Libertador Gral. Bernardo O'Higgins;APRUEBO;1085
6309;Pumanque;6;Libertador Gral. Bernardo O'Higgins;RECHAZO;2656
6309;Pumanque;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;26
6309;Pumanque;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;42
6301;San Fernando;6;Libertador Gral. Bernardo O'Higgins;APRUEBO;19500
6301;San Fernando;6;Libertador Gral. Bernardo O'Higgins;RECHAZO;36799
6301;San Fernando;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;289
6301;San Fernando;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;807
6310;Santa Cruz;6;Libertador Gral. Bernardo O'Higgins;APRUEBO;8553
6310;Santa Cruz;6;Libertador Gral. Bernardo O'Higgins;RECHAZO;20453
6310;Santa Cruz;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;208
6310;Santa Cruz;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;410
6117;San Vicente;6;Libertador Gral. Bernardo O'Higgins;APRUEBO;12922
6117;San Vicente;6;Libertador Gral. Bernardo O'Higgins;RECHAZO;24429
6117;San Vicente;6;Libertador Gral. Bernardo O'Higgins;VOTOS EN BLANCO;262
6117;San Vicente;6;Libertador Gral. Bernardo O'Higgins;VOTOS NULOS;566
7102;Constitución;7;Maule;APRUEBO;9433
7102;Constitución;7;Maule;RECHAZO;25831
7102;Constitución;7;Maule;VOTOS EN BLANCO;229
7102;Constitución;7;Maule;VOTOS NULOS;573
7103;Curepto;7;Maule;APRUEBO;2674
7103;Curepto;7;Maule;RECHAZO;6132
7103;Curepto;7;Maule;VOTOS EN BLANCO;83
7103;Curepto;7;Maule;VOTOS NULOS;173
7301;Curicó;7;Maule;APRUEBO;36144
7301;Curicó;7;Maule;RECHAZO;71872
7301;Curicó;7;Maule;VOTOS EN BLANCO;621
7301;Curicó;7;Maule;VOTOS NULOS;1531
7104;Empedrado;7;Maule;APRUEBO;763
7104;Empedrado;7;Maule;RECHAZO;3187
7104;Empedrado;7;Maule;VOTOS EN BLANCO;20
7104;Empedrado;7;Maule;VOTOS NULOS;34
7302;Hualañé;7;Maule;APRUEBO;2816
7302;Hualañé;7;Maule;RECHAZO;5810
7302;Hualañé;7;Maule;VOTOS EN BLANCO;79
7302;Hualañé;7;Maule;VOTOS NULOS;153
7303;Licantén;7;Maule;APRUEBO;2012
7303;Licantén;7;Maule;RECHAZO;4032
7303;Licantén;7;Maule;VOTOS EN BLANCO;42
7303;Licantén;7;Maule;VOTOS NULOS;77
7105;Maule;7;Maule;APRUEBO;6627
7105;Maule;7;Maule;RECHAZO;17955
7105;Maule;7;Maule;VOTOS EN BLANCO;114
7105;Maule;7;Maule;VOTOS NULOS;406
7304;Molina;7;Maule;APRUEBO;11611
7304;Molina;7;Maule;RECHAZO;24426
7304;Molina;7;Maule;VOTOS EN BLANCO;186
7304;Molina;7;Maule;VOTOS NULOS;559
7106;Pelarco;7;Maule;APRUEBO;1786
7106;Pelarco;7;Maule;RECHAZO;6258
7106;Pelarco;7;Maule;VOTOS EN BLANCO;37
7106;Pelarco;7;Maule;VOTOS NULOS;116
7107;Pencahue;7;Maule;APRUEBO;2065
7107;Pencahue;7;Maule;RECHAZO;7216
7107;Pencahue;7;Maule;VOTOS EN BLANCO;44
7107;Pencahue;7;Maule;VOTOS NULOS;97
7305;Rauco;7;Maule;APRUEBO;2177
7305;Rauco;7;Maule;RECHAZO;6975
7305;Rauco;7;Maule;VOTOS EN BLANCO;56
7305;Rauco;7;Maule;VOTOS NULOS;183
7108;Río Claro;7;Maule;APRUEBO;2637
7108;Río Claro;7;Maule;RECHAZO;8830
7108;Río Claro;7;Maule;VOTOS EN BLANCO;76
7108;Río Claro;7;Maule;VOTOS NULOS;152
7306;Romeral;7;Maule;APRUEBO;3229
7306;Romeral;7;Maule;RECHAZO;9700
7306;Romeral;7;Maule;VOTOS EN BLANCO;74
7306;Romeral;7;Maule;VOTOS NULOS;164
7307;Sagrada Familia;7;Maule;APRUEBO;4371
7307;Sagrada Familia;7;Maule;RECHAZO;10706
7307;Sagrada Familia;7;Maule;VOTOS EN BLANCO;89
7307;Sagrada Familia;7;Maule;VOTOS NULOS;145
7109;San Clemente;7;Maule;APRUEBO;8090
7109;San Clemente;7;Maule;RECHAZO;26170
7109;San Clemente;7;Maule;VOTOS EN BLANCO;207
7109;San Clemente;7;Maule;VOTOS NULOS;454
7110;San Rafael;7;Maule;APRUEBO;2026
7110;San Rafael;7;Maule;RECHAZO;6258
7110;San Rafael;7;Maule;VOTOS EN BLANCO;49
7110;San Rafael;7;Maule;VOTOS NULOS;80
7101;Talca;7;Maule;APRUEBO;59243
7101;Talca;7;Maule;RECHAZO;104224
7101;Talca;7;Maule;VOTOS EN BLANCO;778
7101;Talca;7;Maule;VOTOS NULOS;2128
7308;Teno;7;Maule;APRUEBO;5608
7308;Teno;7;Maule;RECHAZO;17588
7308;Teno;7;Maule;VOTOS EN BLANCO;119
7308;Teno;7;Maule;VOTOS NULOS;387
7309;Vichuquén;7;Maule;APRUEBO;1363
7309;Vichuquén;7;Maule;RECHAZO;3061
7309;Vichuquén;7;Maule;VOTOS EN BLANCO;35
7309;Vichuquén;7;Maule;VOTOS NULOS;43
7201;Cauquenes;7;Maule;APRUEBO;5927
7201;Cauquenes;7;Maule;RECHAZO;26604
7201;Cauquenes;7;Maule;VOTOS EN BLANCO;179
7201;Cauquenes;7;Maule;VOTOS NULOS;397
7202;Chanco;7;Maule;APRUEBO;1605
7202;Chanco;7;Maule;RECHAZO;6546
7202;Chanco;7;Maule;VOTOS EN BLANCO;47
7202;Chanco;7;Maule;VOTOS NULOS;97
7402;Colbún;7;Maule;APRUEBO;4373
7402;Colbún;7;Maule;RECHAZO;12605
7402;Colbún;7;Maule;VOTOS EN BLANCO;117
7402;Colbún;7;Maule;VOTOS NULOS;234
7401;Linares;7;Maule;APRUEBO;20437
7401;Linares;7;Maule;RECHAZO;52116
7401;Linares;7;Maule;VOTOS EN BLANCO;353
7401;Linares;7;Maule;VOTOS NULOS;976
7403;Longaví;7;Maule;APRUEBO;4858
7403;Longaví;7;Maule;RECHAZO;20257
7403;Longaví;7;Maule;VOTOS EN BLANCO;122
7403;Longaví;7;Maule;VOTOS NULOS;307
7404;Parral;7;Maule;APRUEBO;7817
7404;Parral;7;Maule;RECHAZO;25868
7404;Parral;7;Maule;VOTOS EN BLANCO;157
7404;Parral;7;Maule;VOTOS NULOS;395
7203;Pelluhue;7;Maule;APRUEBO;1695
7203;Pelluhue;7;Maule;RECHAZO;5372
7203;Pelluhue;7;Maule;VOTOS EN BLANCO;30
7203;Pelluhue;7;Maule;VOTOS NULOS;106
7405;Retiro;7;Maule;APRUEBO;2803
7405;Retiro;7;Maule;RECHAZO;13716
7405;Retiro;7;Maule;VOTOS EN BLANCO;102
7405;Retiro;7;Maule;VOTOS NULOS;194
7406;San Javier;7;Maule;APRUEBO;8655
7406;San Javier;7;Maule;RECHAZO;27312
7406;San Javier;7;Maule;VOTOS EN BLANCO;178
7406;San Javier;7;Maule;VOTOS NULOS;514
7407;Villa Alegre;7;Maule;APRUEBO;2732
7407;Villa Alegre;7;Maule;RECHAZO;9841
7407;Villa Alegre;7;Maule;VOTOS EN BLANCO;86
7407;Villa Alegre;7;Maule;VOTOS NULOS;190
7408;Yerbas Buenas;7;Maule;APRUEBO;2829
7408;Yerbas Buenas;7;Maule;RECHAZO;11474
7408;Yerbas Buenas;7;Maule;VOTOS EN BLANCO;68
7408;Yerbas Buenas;7;Maule;VOTOS NULOS;184
8103;Chiguayante;8;Biobío;APRUEBO;23653
8103;Chiguayante;8;Biobío;RECHAZO;37090
8103;Chiguayante;8;Biobío;VOTOS EN BLANCO;365
8103;Chiguayante;8;Biobío;VOTOS NULOS;1140
8101;Concepción;8;Biobío;APRUEBO;65101
8101;Concepción;8;Biobío;RECHAZO;102263
8101;Concepción;8;Biobío;VOTOS EN BLANCO;864
8101;Concepción;8;Biobío;VOTOS NULOS;2377
8102;Coronel;8;Biobío;APRUEBO;25665
8102;Coronel;8;Biobío;RECHAZO;53358
8102;Coronel;8;Biobío;VOTOS EN BLANCO;423
8102;Coronel;8;Biobío;VOTOS NULOS;1349
8104;Florida;8;Biobío;APRUEBO;2085
8104;Florida;8;Biobío;RECHAZO;7517
8104;Florida;8;Biobío;VOTOS EN BLANCO;76
8104;Florida;8;Biobío;VOTOS NULOS;119
8112;Hualpén;8;Biobío;APRUEBO;26284
8112;Hualpén;8;Biobío;RECHAZO;42148
8112;Hualpén;8;Biobío;VOTOS EN BLANCO;343
8112;Hualpén;8;Biobío;VOTOS NULOS;1227
8105;Hualqui;8;Biobío;APRUEBO;5255
8105;Hualqui;8;Biobío;RECHAZO;13222
8105;Hualqui;8;Biobío;VOTOS EN BLANCO;112
8105;Hualqui;8;Biobío;VOTOS NULOS;330
8107;Penco;8;Biobío;APRUEBO;14094
8107;Penco;8;Biobío;RECHAZO;23333
8107;Penco;8;Biobío;VOTOS EN BLANCO;211
8107;Penco;8;Biobío;VOTOS NULOS;614
8108;San Pedro de la Paz;8;Biobío;APRUEBO;28453
8108;San Pedro de la Paz;8;Biobío;RECHAZO;56267
8108;San Pedro de la Paz;8;Biobío;VOTOS EN BLANCO;428
8108;San Pedro de la Paz;8;Biobío;VOTOS NULOS;1092
8109;Santa Juana;8;Biobío;APRUEBO;2637
8109;Santa Juana;8;Biobío;RECHAZO;8881
8109;Santa Juana;8;Biobío;VOTOS EN BLANCO;82
8109;Santa Juana;8;Biobío;VOTOS NULOS;149
8110;Talcahuano;8;Biobío;APRUEBO;39365
8110;Talcahuano;8;Biobío;RECHAZO;71977
8110;Talcahuano;8;Biobío;VOTOS EN BLANCO;582
8110;Talcahuano;8;Biobío;VOTOS NULOS;1896
8111;Tomé;8;Biobío;APRUEBO;14311
8111;Tomé;8;Biobío;RECHAZO;28969
8111;Tomé;8;Biobío;VOTOS EN BLANCO;266
8111;Tomé;8;Biobío;VOTOS NULOS;639
8314;Alto Biobío;8;Biobío;APRUEBO;1263
8314;Alto Biobío;8;Biobío;RECHAZO;3265
8314;Alto Biobío;8;Biobío;VOTOS EN BLANCO;93
8314;Alto Biobío;8;Biobío;VOTOS NULOS;140
8302;Antuco;8;Biobío;APRUEBO;945
8302;Antuco;8;Biobío;RECHAZO;2659
8302;Antuco;8;Biobío;VOTOS EN BLANCO;26
8302;Antuco;8;Biobío;VOTOS NULOS;67
8202;Arauco;8;Biobío;APRUEBO;6888
8202;Arauco;8;Biobío;RECHAZO;20894
8202;Arauco;8;Biobío;VOTOS EN BLANCO;182
8202;Arauco;8;Biobío;VOTOS NULOS;428
8303;Cabrero;8;Biobío;APRUEBO;4554
8303;Cabrero;8;Biobío;RECHAZO;18448
8303;Cabrero;8;Biobío;VOTOS EN BLANCO;159
8303;Cabrero;8;Biobío;VOTOS NULOS;306
8203;Cañete;8;Biobío;APRUEBO;5615
8203;Cañete;8;Biobío;RECHAZO;19848
8203;Cañete;8;Biobío;VOTOS EN BLANCO;180
8203;Cañete;8;Biobío;VOTOS NULOS;347
8204;Contulmo;8;Biobío;APRUEBO;926
8204;Contulmo;8;Biobío;RECHAZO;3996
8204;Contulmo;8;Biobío;VOTOS EN BLANCO;41
8204;Contulmo;8;Biobío;VOTOS NULOS;60
8205;Curanilahue;8;Biobío;APRUEBO;6519
8205;Curanilahue;8;Biobío;RECHAZO;18916
8205;Curanilahue;8;Biobío;VOTOS EN BLANCO;150
8205;Curanilahue;8;Biobío;VOTOS NULOS;405
8304;Laja;8;Biobío;APRUEBO;4796
8304;Laja;8;Biobío;RECHAZO;13154
8304;Laja;8;Biobío;VOTOS EN BLANCO;141
8304;Laja;8;Biobío;VOTOS NULOS;204
8201;Lebu;8;Biobío;APRUEBO;4292
8201;Lebu;8;Biobío;RECHAZO;14260
8201;Lebu;8;Biobío;VOTOS EN BLANCO;147
8201;Lebu;8;Biobío;VOTOS NULOS;251
8206;Los Alamos;8;Biobío;APRUEBO;3013
8206;Los Alamos;8;Biobío;RECHAZO;12837
8206;Los Alamos;8;Biobío;VOTOS EN BLANCO;83
8206;Los Alamos;8;Biobío;VOTOS NULOS;276
8301;Los Angeles;8;Biobío;APRUEBO;30777
8301;Los Angeles;8;Biobío;RECHAZO;117768
8301;Los Angeles;8;Biobío;VOTOS EN BLANCO;686
8301;Los Angeles;8;Biobío;VOTOS NULOS;1793
8106;Lota;8;Biobío;APRUEBO;12268
8106;Lota;8;Biobío;RECHAZO;26260
8106;Lota;8;Biobío;VOTOS EN BLANCO;220
8106;Lota;8;Biobío;VOTOS NULOS;751
8305;Mulchén;8;Biobío;APRUEBO;4984
8305;Mulchén;8;Biobío;RECHAZO;17436
8305;Mulchén;8;Biobío;VOTOS EN BLANCO;162
8305;Mulchén;8;Biobío;VOTOS NULOS;310
8306;Nacimiento;8;Biobío;APRUEBO;4759
8306;Nacimiento;8;Biobío;RECHAZO;16081
8306;Nacimiento;8;Biobío;VOTOS EN BLANCO;143
8306;Nacimiento;8;Biobío;VOTOS NULOS;261
8307;Negrete;8;Biobío;APRUEBO;1272
8307;Negrete;8;Biobío;RECHAZO;6676
8307;Negrete;8;Biobío;VOTOS EN BLANCO;45
8307;Negrete;8;Biobío;VOTOS NULOS;121
8308;Quilaco;8;Biobío;APRUEBO;860
8308;Quilaco;8;Biobío;RECHAZO;2888
8308;Quilaco;8;Biobío;VOTOS EN BLANCO;22
8308;Quilaco;8;Biobío;VOTOS NULOS;29
8309;Quilleco;8;Biobío;APRUEBO;1470
8309;Quilleco;8;Biobío;RECHAZO;6721
8309;Quilleco;8;Biobío;VOTOS EN BLANCO;53
8309;Quilleco;8;Biobío;VOTOS NULOS;109
8310;San Rosendo;8;Biobío;APRUEBO;1172
8310;San Rosendo;8;Biobío;RECHAZO;2356
8310;San Rosendo;8;Biobío;VOTOS EN BLANCO;18
8310;San Rosendo;8;Biobío;VOTOS NULOS;37
8311;Santa Bárbara;8;Biobío;APRUEBO;2251
8311;Santa Bárbara;8;Biobío;RECHAZO;8840
8311;Santa Bárbara;8;Biobío;VOTOS EN BLANCO;69
8311;Santa Bárbara;8;Biobío;VOTOS NULOS;166
8207;Tirúa;8;Biobío;APRUEBO;1725
8207;Tirúa;8;Biobío;RECHAZO;5874
8207;Tirúa;8;Biobío;VOTOS EN BLANCO;50
8207;Tirúa;8;Biobío;VOTOS NULOS;136
8312;Tucapel;8;Biobío;APRUEBO;2767
8312;Tucapel;8;Biobío;RECHAZO;8793
8312;Tucapel;8;Biobío;VOTOS EN BLANCO;70
8312;Tucapel;8;Biobío;VOTOS NULOS;181
8313;Yumbel;8;Biobío;APRUEBO;4310
8313;Yumbel;8;Biobío;RECHAZO;13334
8313;Yumbel;8;Biobío;VOTOS EN BLANCO;130
8313;Yumbel;8;Biobío;VOTOS NULOS;255
9201;Angol;9;La Araucanía;APRUEBO;7786
9201;Angol;9;La Araucanía;RECHAZO;32045
9201;Angol;9;La Araucanía;VOTOS EN BLANCO;182
9201;Angol;9;La Araucanía;VOTOS NULOS;520
9202;Collipulli;9;La Araucanía;APRUEBO;3445
9202;Collipulli;9;La Araucanía;RECHAZO;15075
9202;Collipulli;9;La Araucanía;VOTOS EN BLANCO;132
9202;Collipulli;9;La Araucanía;VOTOS NULOS;274
9203;Curacautín;9;La Araucanía;APRUEBO;2909
9203;Curacautín;9;La Araucanía;RECHAZO;11354
9203;Curacautín;9;La Araucanía;VOTOS EN BLANCO;78
9203;Curacautín;9;La Araucanía;VOTOS NULOS;191
9204;Ercilla;9;La Araucanía;APRUEBO;1716
9204;Ercilla;9;La Araucanía;RECHAZO;4544
9204;Ercilla;9;La Araucanía;VOTOS EN BLANCO;61
9204;Ercilla;9;La Araucanía;VOTOS NULOS;146
9106;Galvarino;9;La Araucanía;APRUEBO;2454
9106;Galvarino;9;La Araucanía;RECHAZO;7395
9106;Galvarino;9;La Araucanía;VOTOS EN BLANCO;101
9106;Galvarino;9;La Araucanía;VOTOS NULOS;159
9108;Lautaro;9;La Araucanía;APRUEBO;6800
9108;Lautaro;9;La Araucanía;RECHAZO;22527
9108;Lautaro;9;La Araucanía;VOTOS EN BLANCO;159
9108;Lautaro;9;La Araucanía;VOTOS NULOS;469
9205;Lonquimay;9;La Araucanía;APRUEBO;1716
9205;Lonquimay;9;La Araucanía;RECHAZO;6564
9205;Lonquimay;9;La Araucanía;VOTOS EN BLANCO;80
9205;Lonquimay;9;La Araucanía;VOTOS NULOS;156
9206;Los Sauces;9;La Araucanía;APRUEBO;971
9206;Los Sauces;9;La Araucanía;RECHAZO;5080
9206;Los Sauces;9;La Araucanía;VOTOS EN BLANCO;41
9206;Los Sauces;9;La Araucanía;VOTOS NULOS;71
9207;Lumaco;9;La Araucanía;APRUEBO;1458
9207;Lumaco;9;La Araucanía;RECHAZO;6009
9207;Lumaco;9;La Araucanía;VOTOS EN BLANCO;36
9207;Lumaco;9;La Araucanía;VOTOS NULOS;88
9110;Melipeuco;9;La Araucanía;APRUEBO;1293
9110;Melipeuco;9;La Araucanía;RECHAZO;3982
9110;Melipeuco;9;La Araucanía;VOTOS EN BLANCO;55
9110;Melipeuco;9;La Araucanía;VOTOS NULOS;100
9113;Perquenco;9;La Araucanía;APRUEBO;1454
9113;Perquenco;9;La Araucanía;RECHAZO;4341
9113;Perquenco;9;La Araucanía;VOTOS EN BLANCO;47
9113;Perquenco;9;La Araucanía;VOTOS NULOS;96
9208;Purén;9;La Araucanía;APRUEBO;1993
9208;Purén;9;La Araucanía;RECHAZO;7922
9208;Purén;9;La Araucanía;VOTOS EN BLANCO;68
9208;Purén;9;La Araucanía;VOTOS NULOS;141
9209;Renaico;9;La Araucanía;APRUEBO;1607
9209;Renaico;9;La Araucanía;RECHAZO;6707
9209;Renaico;9;La Araucanía;VOTOS EN BLANCO;50
9209;Renaico;9;La Araucanía;VOTOS NULOS;105
9210;Traiguén;9;La Araucanía;APRUEBO;3222
9210;Traiguén;9;La Araucanía;RECHAZO;11588
9210;Traiguén;9;La Araucanía;VOTOS EN BLANCO;102
9210;Traiguén;9;La Araucanía;VOTOS NULOS;182
9211;Victoria;9;La Araucanía;APRUEBO;5224
9211;Victoria;9;La Araucanía;RECHAZO;21404
9211;Victoria;9;La Araucanía;VOTOS EN BLANCO;141
9211;Victoria;9;La Araucanía;VOTOS NULOS;339
9119;Vilcún;9;La Araucanía;APRUEBO;4591
9119;Vilcún;9;La Araucanía;RECHAZO;16119
9119;Vilcún;9;La Araucanía;VOTOS EN BLANCO;149
9119;Vilcún;9;La Araucanía;VOTOS NULOS;356
9102;Carahue;9;La Araucanía;APRUEBO;4753
9102;Carahue;9;La Araucanía;RECHAZO;14560
9102;Carahue;9;La Araucanía;VOTOS EN BLANCO;160
9102;Carahue;9;La Araucanía;VOTOS NULOS;271
9121;Cholchol;9;La Araucanía;APRUEBO;2479
9121;Cholchol;9;La Araucanía;RECHAZO;6990
9121;Cholchol;9;La Araucanía;VOTOS EN BLANCO;66
9121;Cholchol;9;La Araucanía;VOTOS NULOS;184
9103;Cunco;9;La Araucanía;APRUEBO;3648
9103;Cunco;9;La Araucanía;RECHAZO;11109
9103;Cunco;9;La Araucanía;VOTOS EN BLANCO;108
9103;Cunco;9;La Araucanía;VOTOS NULOS;225
9104;Curarrehue;9;La Araucanía;APRUEBO;1672
9104;Curarrehue;9;La Araucanía;RECHAZO;4693
9104;Curarrehue;9;La Araucanía;VOTOS EN BLANCO;53
9104;Curarrehue;9;La Araucanía;VOTOS NULOS;124
9105;Freire;9;La Araucanía;APRUEBO;4789
9105;Freire;9;La Araucanía;RECHAZO;14599
9105;Freire;9;La Araucanía;VOTOS EN BLANCO;139
9105;Freire;9;La Araucanía;VOTOS NULOS;349
9107;Gorbea;9;La Araucanía;APRUEBO;2444
9107;Gorbea;9;La Araucanía;RECHAZO;9691
9107;Gorbea;9;La Araucanía;VOTOS EN BLANCO;93
9107;Gorbea;9;La Araucanía;VOTOS NULOS;155
9109;Loncoche;9;La Araucanía;APRUEBO;5066
9109;Loncoche;9;La Araucanía;RECHAZO;13599
9109;Loncoche;9;La Araucanía;VOTOS EN BLANCO;138
9109;Loncoche;9;La Araucanía;VOTOS NULOS;338
9111;Nueva Imperial;9;La Araucanía;APRUEBO;7504
9111;Nueva Imperial;9;La Araucanía;RECHAZO;18191
9111;Nueva Imperial;9;La Araucanía;VOTOS EN BLANCO;147
9111;Nueva Imperial;9;La Araucanía;VOTOS NULOS;400
9112;Padre Las Casas;9;La Araucanía;APRUEBO;14444
9112;Padre Las Casas;9;La Araucanía;RECHAZO;38379
9112;Padre Las Casas;9;La Araucanía;VOTOS EN BLANCO;322
9112;Padre Las Casas;9;La Araucanía;VOTOS NULOS;854
9114;Pitrufquén;9;La Araucanía;APRUEBO;4827
9114;Pitrufquén;9;La Araucanía;RECHAZO;14374
9114;Pitrufquén;9;La Araucanía;VOTOS EN BLANCO;124
9114;Pitrufquén;9;La Araucanía;VOTOS NULOS;288
9115;Pucón;9;La Araucanía;APRUEBO;7936
9115;Pucón;9;La Araucanía;RECHAZO;15980
9115;Pucón;9;La Araucanía;VOTOS EN BLANCO;175
9115;Pucón;9;La Araucanía;VOTOS NULOS;454
9116;Saavedra;9;La Araucanía;APRUEBO;3145
9116;Saavedra;9;La Araucanía;RECHAZO;6862
9116;Saavedra;9;La Araucanía;VOTOS EN BLANCO;106
9116;Saavedra;9;La Araucanía;VOTOS NULOS;185
9101;Temuco;9;La Araucanía;APRUEBO;61323
9101;Temuco;9;La Araucanía;RECHAZO;139628
9101;Temuco;9;La Araucanía;VOTOS EN BLANCO;1079
9101;Temuco;9;La Araucanía;VOTOS NULOS;2654
9117;Teodoro Schmidt;9;La Araucanía;APRUEBO;2755
9117;Teodoro Schmidt;9;La Araucanía;RECHAZO;9171
9117;Teodoro Schmidt;9;La Araucanía;VOTOS EN BLANCO;118
9117;Teodoro Schmidt;9;La Araucanía;VOTOS NULOS;205
9118;Toltén;9;La Araucanía;APRUEBO;1842
9118;Toltén;9;La Araucanía;RECHAZO;6181
9118;Toltén;9;La Araucanía;VOTOS EN BLANCO;44
9118;Toltén;9;La Araucanía;VOTOS NULOS;106
9120;Villarrica;9;La Araucanía;APRUEBO;14251
9120;Villarrica;9;La Araucanía;RECHAZO;32929
9120;Villarrica;9;La Araucanía;VOTOS EN BLANCO;295
9120;Villarrica;9;La Araucanía;VOTOS NULOS;885
10104;Fresia;10;Los Lagos;APRUEBO;2599
10104;Fresia;10;Los Lagos;RECHAZO;7912
10104;Fresia;10;Los Lagos;VOTOS EN BLANCO;104
10104;Fresia;10;Los Lagos;VOTOS NULOS;113
10105;Frutillar;10;Los Lagos;APRUEBO;4022
10105;Frutillar;10;Los Lagos;RECHAZO;11721
10105;Frutillar;10;Los Lagos;VOTOS EN BLANCO;134
10105;Frutillar;10;Los Lagos;VOTOS NULOS;223
10107;Llanquihue;10;Los Lagos;APRUEBO;4058
10107;Llanquihue;10;Los Lagos;RECHAZO;10345
10107;Llanquihue;10;Los Lagos;VOTOS EN BLANCO;85
10107;Llanquihue;10;Los Lagos;VOTOS NULOS;186
10106;Los Muermos;10;Los Lagos;APRUEBO;2405
10106;Los Muermos;10;Los Lagos;RECHAZO;11937
10106;Los Muermos;10;Los Lagos;VOTOS EN BLANCO;148
10106;Los Muermos;10;Los Lagos;VOTOS NULOS;182
10301;Osorno;10;Los Lagos;APRUEBO;40396
10301;Osorno;10;Los Lagos;RECHAZO;79430
10301;Osorno;10;Los Lagos;VOTOS EN BLANCO;661
10301;Osorno;10;Los Lagos;VOTOS NULOS;1897
10302;Puerto Octay;10;Los Lagos;APRUEBO;2342
10302;Puerto Octay;10;Los Lagos;RECHAZO;5183
10302;Puerto Octay;10;Los Lagos;VOTOS EN BLANCO;59
10302;Puerto Octay;10;Los Lagos;VOTOS NULOS;119
10109;Puerto Varas;10;Los Lagos;APRUEBO;11453
10109;Puerto Varas;10;Los Lagos;RECHAZO;27756
10109;Puerto Varas;10;Los Lagos;VOTOS EN BLANCO;195
10109;Puerto Varas;10;Los Lagos;VOTOS NULOS;472
10303;Purranque;10;Los Lagos;APRUEBO;3958
10303;Purranque;10;Los Lagos;RECHAZO;12371
10303;Purranque;10;Los Lagos;VOTOS EN BLANCO;108
10303;Purranque;10;Los Lagos;VOTOS NULOS;204
10304;Puyehue;10;Los Lagos;APRUEBO;2592
10304;Puyehue;10;Los Lagos;RECHAZO;7568
10304;Puyehue;10;Los Lagos;VOTOS EN BLANCO;64
10304;Puyehue;10;Los Lagos;VOTOS NULOS;138
10305;Río Negro;10;Los Lagos;APRUEBO;2895
10305;Río Negro;10;Los Lagos;RECHAZO;8274
10305;Río Negro;10;Los Lagos;VOTOS EN BLANCO;61
10305;Río Negro;10;Los Lagos;VOTOS NULOS;156
10306;San Juan de la Costa;10;Los Lagos;APRUEBO;2460
10306;San Juan de la Costa;10;Los Lagos;RECHAZO;4373
10306;San Juan de la Costa;10;Los Lagos;VOTOS EN BLANCO;52
10306;San Juan de la Costa;10;Los Lagos;VOTOS NULOS;97
10307;San Pablo;10;Los Lagos;APRUEBO;2616
10307;San Pablo;10;Los Lagos;RECHAZO;6011
10307;San Pablo;10;Los Lagos;VOTOS EN BLANCO;47
10307;San Pablo;10;Los Lagos;VOTOS NULOS;134
10202;Ancud;10;Los Lagos;APRUEBO;10265
10202;Ancud;10;Los Lagos;RECHAZO;21746
10202;Ancud;10;Los Lagos;VOTOS EN BLANCO;259
10202;Ancud;10;Los Lagos;VOTOS NULOS;473
10102;Calbuco;10;Los Lagos;APRUEBO;6813
10102;Calbuco;10;Los Lagos;RECHAZO;19262
10102;Calbuco;10;Los Lagos;VOTOS EN BLANCO;253
10102;Calbuco;10;Los Lagos;VOTOS NULOS;400
10201;Castro;10;Los Lagos;APRUEBO;12453
10201;Castro;10;Los Lagos;RECHAZO;21064
10201;Castro;10;Los Lagos;VOTOS EN BLANCO;278
10201;Castro;10;Los Lagos;VOTOS NULOS;545
10401;Chaitén;10;Los Lagos;APRUEBO;859
10401;Chaitén;10;Los Lagos;RECHAZO;2251
10401;Chaitén;10;Los Lagos;VOTOS EN BLANCO;48
10401;Chaitén;10;Los Lagos;VOTOS NULOS;33
10203;Chonchi;10;Los Lagos;APRUEBO;3663
10203;Chonchi;10;Los Lagos;RECHAZO;7449
10203;Chonchi;10;Los Lagos;VOTOS EN BLANCO;89
10203;Chonchi;10;Los Lagos;VOTOS NULOS;122
10103;Cochamó;10;Los Lagos;APRUEBO;792
10103;Cochamó;10;Los Lagos;RECHAZO;2666
10103;Cochamó;10;Los Lagos;VOTOS EN BLANCO;42
