cut_comuna;comuna;cut_region;region;opciones;votos
10103;Cochamó;10;Los Lagos;VOTOS NULOS;43
10204;Curaco de Vélez;10;Los Lagos;APRUEBO;888
10204;Curaco de Vélez;10;Los Lagos;RECHAZO;2038
10204;Curaco de Vélez;10;Los Lagos;VOTOS EN BLANCO;49
10204;Curaco de Vélez;10;Los Lagos;VOTOS NULOS;56
10205;Dalcahue;10;Los Lagos;APRUEBO;3183
10205;Dalcahue;10;Los Lagos;RECHAZO;7667
10205;Dalcahue;10;Los Lagos;VOTOS EN BLANCO;103
10205;Dalcahue;10;Los Lagos;VOTOS NULOS;141
10402;Futaleufú;10;Los Lagos;APRUEBO;578
10402;Futaleufú;10;Los Lagos;RECHAZO;1406
10402;Futaleufú;10;Los Lagos;VOTOS EN BLANCO;25
10402;Futaleufú;10;Los Lagos;VOTOS NULOS;40
10403;Hualaihué;10;Los Lagos;APRUEBO;2095
10403;Hualaihué;10;Los Lagos;RECHAZO;5218
10403;Hualaihué;10;Los Lagos;VOTOS EN BLANCO;78
10403;Hualaihué;10;Los Lagos;VOTOS NULOS;115
10108;Maullín;10;Los Lagos;APRUEBO;3061
10108;Maullín;10;Los Lagos;RECHAZO;9056
10108;Maullín;10;Los Lagos;VOTOS EN BLANCO;121
10108;Maullín;10;Los Lagos;VOTOS NULOS;181
10404;Palena;10;Los Lagos;APRUEBO;407
10404;Palena;10;Los Lagos;RECHAZO;973
10404;Palena;10;Los Lagos;VOTOS EN BLANCO;13
10404;Palena;10;Los Lagos;VOTOS NULOS;9
10101;Puerto Montt;10;Los Lagos;APRUEBO;52451
10101;Puerto Montt;10;Los Lagos;RECHAZO;114287
10101;Puerto Montt;10;Los Lagos;VOTOS EN BLANCO;1074
10101;Puerto Montt;10;Los Lagos;VOTOS NULOS;2456
10206;Puqueldón;10;Los Lagos;APRUEBO;946
10206;Puqueldón;10;Los Lagos;RECHAZO;2317
10206;Puqueldón;10;Los Lagos;VOTOS EN BLANCO;49
10206;Puqueldón;10;Los Lagos;VOTOS NULOS;42
10207;Queilén;10;Los Lagos;APRUEBO;1385
10207;Queilén;10;Los Lagos;RECHAZO;2972
10207;Queilén;10;Los Lagos;VOTOS EN BLANCO;57
10207;Queilén;10;Los Lagos;VOTOS NULOS;57
10208;Quellón;10;Los Lagos;APRUEBO;5192
10208;Quellón;10;Los Lagos;RECHAZO;13584
10208;Quellón;10;Los Lagos;VOTOS EN BLANCO;213
10208;Quellón;10;Los Lagos;VOTOS NULOS;263
10209;Quemchi;10;Los Lagos;APRUEBO;1841
10209;Quemchi;10;Los Lagos;RECHAZO;4724
10209;Quemchi;10;Los Lagos;VOTOS EN BLANCO;119
10209;Quemchi;10;Los Lagos;VOTOS NULOS;121
10210;Quinchao;10;Los Lagos;APRUEBO;2271
10210;Quinchao;10;Los Lagos;RECHAZO;3753
10210;Quinchao;10;Los Lagos;VOTOS EN BLANCO;91
10210;Quinchao;10;Los Lagos;VOTOS NULOS;113
11201;Aisén;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;5916
11201;Aisén;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;10317
11201;Aisén;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;130
11201;Aisén;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;239
11401;Chile Chico;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;1448
11401;Chile Chico;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;1948
11401;Chile Chico;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;31
11401;Chile Chico;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;47
11202;Cisnes;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;1113
11202;Cisnes;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;2413
11202;Cisnes;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;39
11202;Cisnes;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;34
11301;Cochrane;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;841
11301;Cochrane;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;1398
11301;Cochrane;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;23
11301;Cochrane;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;52
11101;Coihaique;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;13776
11101;Coihaique;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;25261
11101;Coihaique;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;294
11101;Coihaique;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;479
11203;Guaitecas;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;383
11203;Guaitecas;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;700
11203;Guaitecas;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;14
11203;Guaitecas;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;15
11102;Lago Verde;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;249
11102;Lago Verde;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;533
11102;Lago Verde;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;9
11102;Lago Verde;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;13
11302;O'Higgins;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;136
11302;O'Higgins;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;289
11302;O'Higgins;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;5
11302;O'Higgins;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;2
11402;Río Ibáñez;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;747
11402;Río Ibáñez;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;1459
11402;Río Ibáñez;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;17
11402;Río Ibáñez;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;29
11303;Tortel;11;Aysén del General Carlos Ibáñez del Campo;APRUEBO;171
11303;Tortel;11;Aysén del General Carlos Ibáñez del Campo;RECHAZO;236
11303;Tortel;11;Aysén del General Carlos Ibáñez del Campo;VOTOS EN BLANCO;3
11303;Tortel;11;Aysén del General Carlos Ibáñez del Campo;VOTOS NULOS;8
NA;NA;NA;NA;APRUEBO;9
NA;NA;NA;NA;RECHAZO;47
NA;NA;NA;NA;VOTOS EN BLANCO;0
NA;NA;NA;NA;VOTOS NULOS;0
12201;Cabo de Hornos;12;Magallanes y de la Antártica Chilena;APRUEBO;298
12201;Cabo de Hornos;12;Magallanes y de la Antártica Chilena;RECHAZO;813
12201;Cabo de Hornos;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;0
12201;Cabo de Hornos;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;2
12102;Laguna Blanca;12;Magallanes y de la Antártica Chilena;APRUEBO;158
12102;Laguna Blanca;12;Magallanes y de la Antártica Chilena;RECHAZO;347
12102;Laguna Blanca;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;3
12102;Laguna Blanca;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;4
12401;Natales;12;Magallanes y de la Antártica Chilena;APRUEBO;6256
12401;Natales;12;Magallanes y de la Antártica Chilena;RECHAZO;9013
12401;Natales;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;142
12401;Natales;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;274
12301;Porvenir;12;Magallanes y de la Antártica Chilena;APRUEBO;1543
12301;Porvenir;12;Magallanes y de la Antártica Chilena;RECHAZO;2233
12301;Porvenir;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;22
12301;Porvenir;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;51
12302;Primavera;12;Magallanes y de la Antártica Chilena;APRUEBO;213
12302;Primavera;12;Magallanes y de la Antártica Chilena;RECHAZO;289
12302;Primavera;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;3
12302;Primavera;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;1
12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;APRUEBO;36882
12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;RECHAZO;54624
12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;693
12101;Punta Arenas;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;1648
12103;Río Verde;12;Magallanes y de la Antártica Chilena;APRUEBO;115
12103;Río Verde;12;Magallanes y de la Antártica Chilena;RECHAZO;322
12103;Río Verde;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;3
12103;Río Verde;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;2
12104;San Gregorio;12;Magallanes y de la Antártica Chilena;APRUEBO;107
12104;San Gregorio;12;Magallanes y de la Antártica Chilena;RECHAZO;260
12104;San Gregorio;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;5
12104;San Gregorio;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;6
12303;Timaukel;12;Magallanes y de la Antártica Chilena;APRUEBO;49
12303;Timaukel;12;Magallanes y de la Antártica Chilena;RECHAZO;160
12303;Timaukel;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;0
12303;Timaukel;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;3
12402;Torres del Paine;12;Magallanes y de la Antártica Chilena;APRUEBO;345
12402;Torres del Paine;12;Magallanes y de la Antártica Chilena;RECHAZO;774
12402;Torres del Paine;12;Magallanes y de la Antártica Chilena;VOTOS EN BLANCO;9
12402;Torres del Paine;12;Magallanes y de la Antártica Chilena;VOTOS NULOS;16
13111;La Granja;13;Metropolitana de Santiago;APRUEBO;42306
13111;La Granja;13;Metropolitana de Santiago;RECHAZO;42882
13111;La Granja;13;Metropolitana de Santiago;VOTOS EN BLANCO;514
13111;La Granja;13;Metropolitana de Santiago;VOTOS NULOS;1736
13118;Macul;13;Metropolitana de Santiago;APRUEBO;42799
13118;Macul;13;Metropolitana de Santiago;RECHAZO;42945
13118;Macul;13;Metropolitana de Santiago;VOTOS EN BLANCO;472
13118;Macul;13;Metropolitana de Santiago;VOTOS NULOS;1384
13120;Ñuñoa;13;Metropolitana de Santiago;APRUEBO;84762
13120;Ñuñoa;13;Metropolitana de Santiago;RECHAZO;83326
13120;Ñuñoa;13;Metropolitana de Santiago;VOTOS EN BLANCO;781
13120;Ñuñoa;13;Metropolitana de Santiago;VOTOS NULOS;1992
13123;Providencia;13;Metropolitana de Santiago;APRUEBO;50318
13123;Providencia;13;Metropolitana de Santiago;RECHAZO;72935
13123;Providencia;13;Metropolitana de Santiago;VOTOS EN BLANCO;645
13123;Providencia;13;Metropolitana de Santiago;VOTOS NULOS;1288
13129;San Joaquín;13;Metropolitana de Santiago;APRUEBO;36580
13129;San Joaquín;13;Metropolitana de Santiago;RECHAZO;31295
13129;San Joaquín;13;Metropolitana de Santiago;VOTOS EN BLANCO;394
13129;San Joaquín;13;Metropolitana de Santiago;VOTOS NULOS;1345
13101;Santiago;13;Metropolitana de Santiago;APRUEBO;106990
13101;Santiago;13;Metropolitana de Santiago;RECHAZO;124140
13101;Santiago;13;Metropolitana de Santiago;VOTOS EN BLANCO;1446
13101;Santiago;13;Metropolitana de Santiago;VOTOS NULOS;3240
13113;La Reina;13;Metropolitana de Santiago;APRUEBO;30190
13113;La Reina;13;Metropolitana de Santiago;RECHAZO;45487
13113;La Reina;13;Metropolitana de Santiago;VOTOS EN BLANCO;463
13113;La Reina;13;Metropolitana de Santiago;VOTOS NULOS;899
13114;Las Condes;13;Metropolitana de Santiago;APRUEBO;46740
13114;Las Condes;13;Metropolitana de Santiago;RECHAZO;168948
13114;Las Condes;13;Metropolitana de Santiago;VOTOS EN BLANCO;983
13114;Las Condes;13;Metropolitana de Santiago;VOTOS NULOS;2077
13115;Lo Barnechea;13;Metropolitana de Santiago;APRUEBO;12340
13115;Lo Barnechea;13;Metropolitana de Santiago;RECHAZO;60927
13115;Lo Barnechea;13;Metropolitana de Santiago;VOTOS EN BLANCO;221
13115;Lo Barnechea;13;Metropolitana de Santiago;VOTOS NULOS;572
13122;Peñalolén;13;Metropolitana de Santiago;APRUEBO;78867
13122;Peñalolén;13;Metropolitana de Santiago;RECHAZO;85994
13122;Peñalolén;13;Metropolitana de Santiago;VOTOS EN BLANCO;1045
13122;Peñalolén;13;Metropolitana de Santiago;VOTOS NULOS;2723
13132;Vitacura;13;Metropolitana de Santiago;APRUEBO;9801
13132;Vitacura;13;Metropolitana de Santiago;RECHAZO;60890
13132;Vitacura;13;Metropolitana de Santiago;VOTOS EN BLANCO;245
13132;Vitacura;13;Metropolitana de Santiago;VOTOS NULOS;606
13110;La Florida;13;Metropolitana de Santiago;APRUEBO;134270
13110;La Florida;13;Metropolitana de Santiago;RECHAZO;134628
13110;La Florida;13;Metropolitana de Santiago;VOTOS EN BLANCO;1501
13110;La Florida;13;Metropolitana de Santiago;VOTOS NULOS;4553
13112;La Pintana;13;Metropolitana de Santiago;APRUEBO;54702
13112;La Pintana;13;Metropolitana de Santiago;RECHAZO;63136
13112;La Pintana;13;Metropolitana de Santiago;VOTOS EN BLANCO;775
13112;La Pintana;13;Metropolitana de Santiago;VOTOS NULOS;2042
13202;Pirque;13;Metropolitana de Santiago;APRUEBO;9152
13202;Pirque;13;Metropolitana de Santiago;RECHAZO;12762
13202;Pirque;13;Metropolitana de Santiago;VOTOS EN BLANCO;137
13202;Pirque;13;Metropolitana de Santiago;VOTOS NULOS;311
13201;Puente Alto;13;Metropolitana de Santiago;APRUEBO;181627
13201;Puente Alto;13;Metropolitana de Santiago;RECHAZO;174696
13201;Puente Alto;13;Metropolitana de Santiago;VOTOS EN BLANCO;1792
13201;Puente Alto;13;Metropolitana de Santiago;VOTOS NULOS;6708
13203;San José de Maipo;13;Metropolitana de Santiago;APRUEBO;6782
13203;San José de Maipo;13;Metropolitana de Santiago;RECHAZO;7181
13203;San José de Maipo;13;Metropolitana de Santiago;VOTOS EN BLANCO;80
13203;San José de Maipo;13;Metropolitana de Santiago;VOTOS NULOS;216
13105;El Bosque;13;Metropolitana de Santiago;APRUEBO;53314
13105;El Bosque;13;Metropolitana de Santiago;RECHAZO;62906
13105;El Bosque;13;Metropolitana de Santiago;VOTOS EN BLANCO;746
13105;El Bosque;13;Metropolitana de Santiago;VOTOS NULOS;1791
13109;La Cisterna;13;Metropolitana de Santiago;APRUEBO;30768
13109;La Cisterna;13;Metropolitana de Santiago;RECHAZO;35441
13109;La Cisterna;13;Metropolitana de Santiago;VOTOS EN BLANCO;385
13109;La Cisterna;13;Metropolitana de Santiago;VOTOS NULOS;1064
13116;Lo Espejo;13;Metropolitana de Santiago;APRUEBO;36771
13116;Lo Espejo;13;Metropolitana de Santiago;RECHAZO;36987
13116;Lo Espejo;13;Metropolitana de Santiago;VOTOS EN BLANCO;473
13116;Lo Espejo;13;Metropolitana de Santiago;VOTOS NULOS;1402
13121;Pedro Aguirre Cerda;13;Metropolitana de Santiago;APRUEBO;42205
13121;Pedro Aguirre Cerda;13;Metropolitana de Santiago;RECHAZO;34737
13121;Pedro Aguirre Cerda;13;Metropolitana de Santiago;VOTOS EN BLANCO;416
13121;Pedro Aguirre Cerda;13;Metropolitana de Santiago;VOTOS NULOS;1341
13130;San Miguel;13;Metropolitana de Santiago;APRUEBO;41200
13130;San Miguel;13;Metropolitana de Santiago;RECHAZO;41293
13130;San Miguel;13;Metropolitana de Santiago;VOTOS EN BLANCO;399
13130;San Miguel;13;Metropolitana de Santiago;VOTOS NULOS;1156
13131;San Ramón;13;Metropolitana de Santiago;APRUEBO;31979
13131;San Ramón;13;Metropolitana de Santiago;RECHAZO;34908
13131;San Ramón;13;Metropolitana de Santiago;VOTOS EN BLANCO;432
13131;San Ramón;13;Metropolitana de Santiago;VOTOS NULOS;1279
13502;Alhué;13;Metropolitana de Santiago;APRUEBO;1807
13502;Alhué;13;Metropolitana de Santiago;RECHAZO;3264
13502;Alhué;13;Metropolitana de Santiago;VOTOS EN BLANCO;38
13502;Alhué;13;Metropolitana de Santiago;VOTOS NULOS;101
13402;Buin;13;Metropolitana de Santiago;APRUEBO;27800
13402;Buin;13;Metropolitana de Santiago;RECHAZO;45754
13402;Buin;13;Metropolitana de Santiago;VOTOS EN BLANCO;455
13402;Buin;13;Metropolitana de Santiago;VOTOS NULOS;954
13403;Calera de Tango;13;Metropolitana de Santiago;APRUEBO;7078
13403;Calera de Tango;13;Metropolitana de Santiago;RECHAZO;13256
13403;Calera de Tango;13;Metropolitana de Santiago;VOTOS EN BLANCO;126
13403;Calera de Tango;13;Metropolitana de Santiago;VOTOS NULOS;274
13503;Curacaví;13;Metropolitana de Santiago;APRUEBO;10216
13503;Curacaví;13;Metropolitana de Santiago;RECHAZO;14992
13503;Curacaví;13;Metropolitana de Santiago;VOTOS EN BLANCO;200
13503;Curacaví;13;Metropolitana de Santiago;VOTOS NULOS;356
13602;El Monte;13;Metropolitana de Santiago;APRUEBO;10305
13602;El Monte;13;Metropolitana de Santiago;RECHAZO;15793
13602;El Monte;13;Metropolitana de Santiago;VOTOS EN BLANCO;162
13602;El Monte;13;Metropolitana de Santiago;VOTOS NULOS;398
13603;Isla de Maipo;13;Metropolitana de Santiago;APRUEBO;9991
13603;Isla de Maipo;13;Metropolitana de Santiago;RECHAZO;16710
13603;Isla de Maipo;13;Metropolitana de Santiago;VOTOS EN BLANCO;134
13603;Isla de Maipo;13;Metropolitana de Santiago;VOTOS NULOS;360
13504;María Pinto;13;Metropolitana de Santiago;APRUEBO;4173
13504;María Pinto;13;Metropolitana de Santiago;RECHAZO;7104
13504;María Pinto;13;Metropolitana de Santiago;VOTOS EN BLANCO;75
13504;María Pinto;13;Metropolitana de Santiago;VOTOS NULOS;160
13501;Melipilla;13;Metropolitana de Santiago;APRUEBO;30691
13501;Melipilla;13;Metropolitana de Santiago;RECHAZO;59386
13501;Melipilla;13;Metropolitana de Santiago;VOTOS EN BLANCO;543
13501;Melipilla;13;Metropolitana de Santiago;VOTOS NULOS;1410
13604;Padre Hurtado;13;Metropolitana de Santiago;APRUEBO;20640
13604;Padre Hurtado;13;Metropolitana de Santiago;RECHAZO;24920
13604;Padre Hurtado;13;Metropolitana de Santiago;VOTOS EN BLANCO;225
13604;Padre Hurtado;13;Metropolitana de Santiago;VOTOS NULOS;703
13404;Paine;13;Metropolitana de Santiago;APRUEBO;19030
13404;Paine;13;Metropolitana de Santiago;RECHAZO;32860
13404;Paine;13;Metropolitana de Santiago;VOTOS EN BLANCO;306
13404;Paine;13;Metropolitana de Santiago;VOTOS NULOS;768
13605;Peñaflor;13;Metropolitana de Santiago;APRUEBO;30730
13605;Peñaflor;13;Metropolitana de Santiago;RECHAZO;35173
13605;Peñaflor;13;Metropolitana de Santiago;VOTOS EN BLANCO;338
13605;Peñaflor;13;Metropolitana de Santiago;VOTOS NULOS;1076
13401;San Bernardo;13;Metropolitana de Santiago;APRUEBO;86645
13401;San Bernardo;13;Metropolitana de Santiago;RECHAZO;110134
13401;San Bernardo;13;Metropolitana de Santiago;VOTOS EN BLANCO;1125
13401;San Bernardo;13;Metropolitana de Santiago;VOTOS NULOS;3215
13505;San Pedro;13;Metropolitana de Santiago;APRUEBO;2234
13505;San Pedro;13;Metropolitana de Santiago;RECHAZO;5501
13505;San Pedro;13;Metropolitana de Santiago;VOTOS EN BLANCO;56
13505;San Pedro;13;Metropolitana de Santiago;VOTOS NULOS;114
13601;Talagante;13;Metropolitana de Santiago;APRUEBO;22234
13601;Talagante;13;Metropolitana de Santiago;RECHAZO;31471
13601;Talagante;13;Metropolitana de Santiago;VOTOS EN BLANCO;282
13601;Talagante;13;Metropolitana de Santiago;VOTOS NULOS;781
13102;Cerrillos;13;Metropolitana de Santiago;APRUEBO;25821
13102;Cerrillos;13;Metropolitana de Santiago;RECHAZO;30327
13102;Cerrillos;13;Metropolitana de Santiago;VOTOS EN BLANCO;337
13102;Cerrillos;13;Metropolitana de Santiago;VOTOS NULOS;840
13301;Colina;13;Metropolitana de Santiago;APRUEBO;23768
13301;Colina;13;Metropolitana de Santiago;RECHAZO;63287
13301;Colina;13;Metropolitana de Santiago;VOTOS EN BLANCO;410
13301;Colina;13;Metropolitana de Santiago;VOTOS NULOS;888
13106;Estación Central;13;Metropolitana de Santiago;APRUEBO;45262
13106;Estación Central;13;Metropolitana de Santiago;RECHAZO;49811
13106;Estación Central;13;Metropolitana de Santiago;VOTOS EN BLANCO;683
13106;Estación Central;13;Metropolitana de Santiago;VOTOS NULOS;1635
13302;Lampa;13;Metropolitana de Santiago;APRUEBO;22301
13302;Lampa;13;Metropolitana de Santiago;RECHAZO;37708
13302;Lampa;13;Metropolitana de Santiago;VOTOS EN BLANCO;334
13302;Lampa;13;Metropolitana de Santiago;VOTOS NULOS;893
13119;Maipú;13;Metropolitana de Santiago;APRUEBO;179105
13119;Maipú;13;Metropolitana de Santiago;RECHAZO;171044
13119;Maipú;13;Metropolitana de Santiago;VOTOS EN BLANCO;1641
13119;Maipú;13;Metropolitana de Santiago;VOTOS NULOS;5327
13124;Pudahuel;13;Metropolitana de Santiago;APRUEBO;74007
13124;Pudahuel;13;Metropolitana de Santiago;RECHAZO;76792
13124;Pudahuel;13;Metropolitana de Santiago;VOTOS EN BLANCO;776
13124;Pudahuel;13;Metropolitana de Santiago;VOTOS NULOS;2565
13125;Quilicura;13;Metropolitana de Santiago;APRUEBO;60931
13125;Quilicura;13;Metropolitana de Santiago;RECHAZO;66324
13125;Quilicura;13;Metropolitana de Santiago;VOTOS EN BLANCO;837
13125;Quilicura;13;Metropolitana de Santiago;VOTOS NULOS;2302
13303;Tiltil;13;Metropolitana de Santiago;APRUEBO;5258
13303;Tiltil;13;Metropolitana de Santiago;RECHAZO;8333
13303;Tiltil;13;Metropolitana de Santiago;VOTOS EN BLANCO;80
13303;Tiltil;13;Metropolitana de Santiago;VOTOS NULOS;252
13103;Cerro Navia;13;Metropolitana de Santiago;APRUEBO;46196
13103;Cerro Navia;13;Metropolitana de Santiago;RECHAZO;49983
13103;Cerro Navia;13;Metropolitana de Santiago;VOTOS EN BLANCO;571
13103;Cerro Navia;13;Metropolitana de Santiago;VOTOS NULOS;1584
13104;Conchalí;13;Metropolitana de Santiago;APRUEBO;46269
13104;Conchalí;13;Metropolitana de Santiago;RECHAZO;48425
13104;Conchalí;13;Metropolitana de Santiago;VOTOS EN BLANCO;609
13104;Conchalí;13;Metropolitana de Santiago;VOTOS NULOS;1724
13107;Huechuraba;13;Metropolitana de Santiago;APRUEBO;29953
13107;Huechuraba;13;Metropolitana de Santiago;RECHAZO;37049
13107;Huechuraba;13;Metropolitana de Santiago;VOTOS EN BLANCO;349
13107;Huechuraba;13;Metropolitana de Santiago;VOTOS NULOS;987
13108;Independencia;13;Metropolitana de Santiago;APRUEBO;27284
13108;Independencia;13;Metropolitana de Santiago;RECHAZO;35067
13108;Independencia;13;Metropolitana de Santiago;VOTOS EN BLANCO;427
13108;Independencia;13;Metropolitana de Santiago;VOTOS NULOS;1126
13117;Lo Prado;13;Metropolitana de Santiago;APRUEBO;36115
13117;Lo Prado;13;Metropolitana de Santiago;RECHAZO;36585
13117;Lo Prado;13;Metropolitana de Santiago;VOTOS EN BLANCO;405
13117;Lo Prado;13;Metropolitana de Santiago;VOTOS NULOS;1228
13126;Quinta Normal;13;Metropolitana de Santiago;APRUEBO;40112
13126;Quinta Normal;13;Metropolitana de Santiago;RECHAZO;40888
13126;Quinta Normal;13;Metropolitana de Santiago;VOTOS EN BLANCO;470
13126;Quinta Normal;13;Metropolitana de Santiago;VOTOS NULOS;1409
13127;Recoleta;13;Metropolitana de Santiago;APRUEBO;54029
13127;Recoleta;13;Metropolitana de Santiago;RECHAZO;58367
13127;Recoleta;13;Metropolitana de Santiago;VOTOS EN BLANCO;780
13127;Recoleta;13;Metropolitana de Santiago;VOTOS NULOS;1943
13128;Renca;13;Metropolitana de Santiago;APRUEBO;48848
13128;Renca;13;Metropolitana de Santiago;RECHAZO;49966
13128;Renca;13;Metropolitana de Santiago;VOTOS EN BLANCO;586
13128;Renca;13;Metropolitana de Santiago;VOTOS NULOS;1725
14102;Corral;14;Los Ríos;APRUEBO;1719
14102;Corral;14;Los Ríos;RECHAZO;2615
14102;Corral;14;Los Ríos;VOTOS EN BLANCO;28
14102;Corral;14;Los Ríos;VOTOS NULOS;63
14202;Futrono;14;Los Ríos;APRUEBO;2758
14202;Futrono;14;Los Ríos;RECHAZO;9595
14202;Futrono;14;Los Ríos;VOTOS EN BLANCO;100
14202;Futrono;14;Los Ríos;VOTOS NULOS;152
14203;Lago Ranco;14;Los Ríos;APRUEBO;1996
14203;Lago Ranco;14;Los Ríos;RECHAZO;6035
14203;Lago Ranco;14;Los Ríos;VOTOS EN BLANCO;69
14203;Lago Ranco;14;Los Ríos;VOTOS NULOS;159
14103;Lanco;14;Los Ríos;APRUEBO;4157
14103;Lanco;14;Los Ríos;RECHAZO;9222
14103;Lanco;14;Los Ríos;VOTOS EN BLANCO;120
14103;Lanco;14;Los Ríos;VOTOS NULOS;253
14201;La Unión;14;Los Ríos;APRUEBO;8166
14201;La Unión;14;Los Ríos;RECHAZO;21795
14201;La Unión;14;Los Ríos;VOTOS EN BLANCO;199
14201;La Unión;14;Los Ríos;VOTOS NULOS;392
14104;Los Lagos;14;Los Ríos;APRUEBO;3908
14104;Los Lagos;14;Los Ríos;RECHAZO;11871
14104;Los Lagos;14;Los Ríos;VOTOS EN BLANCO;102
14104;Los Lagos;14;Los Ríos;VOTOS NULOS;162
14105;Máfil;14;Los Ríos;APRUEBO;1379
14105;Máfil;14;Los Ríos;RECHAZO;4718
14105;Máfil;14;Los Ríos;VOTOS EN BLANCO;43
14105;Máfil;14;Los Ríos;VOTOS NULOS;78
14106;Mariquina;14;Los Ríos;APRUEBO;4708
14106;Mariquina;14;Los Ríos;RECHAZO;11665
14106;Mariquina;14;Los Ríos;VOTOS EN BLANCO;115
14106;Mariquina;14;Los Ríos;VOTOS NULOS;171
14107;Paillaco;14;Los Ríos;APRUEBO;4029
14107;Paillaco;14;Los Ríos;RECHAZO;12022
14107;Paillaco;14;Los Ríos;VOTOS EN BLANCO;97
14107;Paillaco;14;Los Ríos;VOTOS NULOS;184
14108;Panguipulli;14;Los Ríos;APRUEBO;7144
14108;Panguipulli;14;Los Ríos;RECHAZO;20314
14108;Panguipulli;14;Los Ríos;VOTOS EN BLANCO;238
14108;Panguipulli;14;Los Ríos;VOTOS NULOS;504
14204;Río Bueno;14;Los Ríos;APRUEBO;6264
14204;Río Bueno;14;Los Ríos;RECHAZO;18891
14204;Río Bueno;14;Los Ríos;VOTOS EN BLANCO;173
14204;Río Bueno;14;Los Ríos;VOTOS NULOS;331
14101;Valdivia;14;Los Ríos;APRUEBO;50343
14101;Valdivia;14;Los Ríos;RECHAZO;69315
14101;Valdivia;14;Los Ríos;VOTOS EN BLANCO;845
14101;Valdivia;14;Los Ríos;VOTOS NULOS;1684
15101;Arica;15;Arica y Parinacota;APRUEBO;47629
15101;Arica;15;Arica y Parinacota;RECHAZO;94555
15101;Arica;15;Arica y Parinacota;VOTOS EN BLANCO;925
15101;Arica;15;Arica y Parinacota;VOTOS NULOS;3331
15102;Camarones;15;Arica y Parinacota;APRUEBO;571
15102;Camarones;15;Arica y Parinacota;RECHAZO;1269
15102;Camarones;15;Arica y Parinacota;VOTOS EN BLANCO;10
15102;Camarones;15;Arica y Parinacota;VOTOS NULOS;32
