"";"cut_region";"region";"cut_provincia";"provincia";"cut_comuna";"comuna";"año";"población"
"1";1;"Tarapacá";11;"Iquique";1101;"Iquique";2002;173611
"2";1;"Tarapacá";11;"Iquique";1101;"Iquique";2003;169002
"3";1;"Tarapacá";11;"Iquique";1101;"Iquique";2004;167413
"4";1;"Tarapacá";11;"Iquique";1101;"Iquique";2005;167784
"5";1;"Tarapacá";11;"Iquique";1101;"Iquique";2006;169377
"6";1;"Tarapacá";11;"Iquique";1101;"Iquique";2007;171709
"7";1;"Tarapacá";11;"Iquique";1101;"Iquique";2008;174518
"8";1;"Tarapacá";11;"Iquique";1101;"Iquique";2009;177526
"9";1;"Tarapacá";11;"Iquique";1101;"Iquique";2010;180556
"10";1;"Tarapacá";11;"Iquique";1101;"Iquique";2011;183931
"11";1;"Tarapacá";11;"Iquique";1101;"Iquique";2012;187366
"12";1;"Tarapacá";11;"Iquique";1101;"Iquique";2013;190437
"13";1;"Tarapacá";11;"Iquique";1101;"Iquique";2014;193643
"14";1;"Tarapacá";11;"Iquique";1101;"Iquique";2015;196728
"15";1;"Tarapacá";11;"Iquique";1101;"Iquique";2016;199592
"16";1;"Tarapacá";11;"Iquique";1101;"Iquique";2017;202891
"17";1;"Tarapacá";11;"Iquique";1101;"Iquique";2018;209409
"18";1;"Tarapacá";11;"Iquique";1101;"Iquique";2019;216514
"19";1;"Tarapacá";11;"Iquique";1101;"Iquique";2020;223463
"20";1;"Tarapacá";11;"Iquique";1101;"Iquique";2021;227127
"21";1;"Tarapacá";11;"Iquique";1101;"Iquique";2022;229072
"22";1;"Tarapacá";11;"Iquique";1101;"Iquique";2023;230595
"23";1;"Tarapacá";11;"Iquique";1101;"Iquique";2024;231962
"24";1;"Tarapacá";11;"Iquique";1101;"Iquique";2025;233228
"25";1;"Tarapacá";11;"Iquique";1101;"Iquique";2026;234407
"26";1;"Tarapacá";11;"Iquique";1101;"Iquique";2027;235492
"27";1;"Tarapacá";11;"Iquique";1101;"Iquique";2028;236481
"28";1;"Tarapacá";11;"Iquique";1101;"Iquique";2029;237379
"29";1;"Tarapacá";11;"Iquique";1101;"Iquique";2030;238173
"30";1;"Tarapacá";11;"Iquique";1101;"Iquique";2031;238902
"31";1;"Tarapacá";11;"Iquique";1101;"Iquique";2032;239540
"32";1;"Tarapacá";11;"Iquique";1101;"Iquique";2033;240089
"33";1;"Tarapacá";11;"Iquique";1101;"Iquique";2034;240544
"34";1;"Tarapacá";11;"Iquique";1101;"Iquique";2035;240905
"35";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2002;53625
"36";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2003;63806
"37";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2004;71062
"38";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2005;76126
"39";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2006;79924
"40";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2007;83105
"41";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2008;86042
"42";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2009;88877
"43";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2010;91654
"44";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2011;94617
"45";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2012;97654
"46";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2013;100566
"47";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2014;103622
"48";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2015;106694
"49";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2016;109732
"50";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2017;113098
"51";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2018;118379
"52";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2019;124150
"53";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2020;129999
"54";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2021;134085
"55";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2022;137263
"56";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2023;140282
"57";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2024;143294
"58";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2025;146337
"59";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2026;149416
"60";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2027;152532
"61";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2028;155681
"62";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2029;158866
"63";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2030;162080
"64";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2031;165348
"65";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2032;168655
"66";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2033;171998
"67";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2034;175377
"68";1;"Tarapacá";11;"Iquique";1107;"Alto Hospicio";2035;178792
"69";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2002;9833
"70";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2003;9837
"71";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2004;9999
"72";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2005;10271
"73";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2006;10612
"74";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2007;10998
"75";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2008;11412
"76";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2009;11839
"77";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2010;12267
"78";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2011;12717
"79";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2012;13170
"80";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2013;13595
"81";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2014;14028
"82";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2015;14451
"83";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2016;14853
"84";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2017;15286
"85";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2018;15960
"86";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2019;16683
"87";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2020;17395
"88";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2021;17853
"89";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2022;18172
"90";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2023;18452
"91";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2024;18713
"92";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2025;18962
"93";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2026;19198
"94";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2027;19422
"95";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2028;19632
"96";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2029;19831
"97";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2030;20016
"98";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2031;20193
"99";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2032;20356
"100";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2033;20510
"101";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2034;20651
"102";1;"Tarapacá";14;"Tamarugal";1401;"Pozo Almonte";2035;20782
"103";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2002;1325
"104";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2003;1271
"105";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2004;1242
"106";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2005;1226
"107";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2006;1222
"108";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2007;1222
"109";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2008;1226
"110";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2009;1232
"111";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2010;1237
"112";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2011;1246
"113";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2012;1254
"114";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2013;1260
"115";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2014;1267
"116";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2015;1273
"117";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2016;1278
"118";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2017;1286
"119";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2018;1314
"120";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2019;1345
"121";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2020;1375
"122";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2021;1384
"123";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2022;1383
"124";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2023;1379
"125";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2024;1374
"126";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2025;1371
"127";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2026;1365
"128";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2027;1360
"129";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2028;1355
"130";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2029;1349
"131";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2030;1344
"132";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2031;1337
"133";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2032;1331
"134";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2033;1324
"135";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2034;1318
"136";1;"Tarapacá";14;"Tamarugal";1402;"Camiña";2035;1311
"137";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2002;1636
"138";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2003;1564
"139";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2004;1522
"140";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2005;1499
"141";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2006;1488
"142";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2007;1484
"143";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2008;1483
"144";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2009;1484
"145";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2010;1486
"146";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2011;1489
"147";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2012;1494
"148";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2013;1495
"149";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2014;1497
"150";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2015;1499
"151";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2016;1498
"152";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2017;1500
"153";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2018;1527
"154";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2019;1556
"155";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2020;1583
"156";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2021;1588
"157";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2022;1579
"158";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2023;1569
"159";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2024;1558
"160";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2025;1546
"161";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2026;1534
"162";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2027;1522
"163";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2028;1510
"164";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2029;1497
"165";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2030;1485
"166";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2031;1472
"167";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2032;1460
"168";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2033;1447
"169";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2034;1435
"170";1;"Tarapacá";14;"Tamarugal";1403;"Colchane";2035;1421
"171";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2002;2615
"172";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2003;2517
"173";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2004;2467
"174";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2005;2449
"175";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2006;2450
"176";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2007;2463
"177";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2008;2483
"178";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2009;2508
"179";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2010;2532
"180";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2011;2564
"181";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2012;2596
"182";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2013;2624
"183";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2014;2654
"184";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2015;2685
"185";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2016;2712
"186";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2017;2748
"187";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2018;2826
"188";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2019;2914
"189";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2020;3000
"190";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2021;3043
"191";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2022;3063
"192";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2023;3080
"193";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2024;3095
"194";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2025;3111
"195";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2026;3125
"196";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2027;3140
"197";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2028;3156
"198";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2029;3170
"199";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2030;3185
"200";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2031;3200
"201";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2032;3215
"202";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2033;3230
"203";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2034;3244
"204";1;"Tarapacá";14;"Tamarugal";1404;"Huara";2035;3259
"205";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2002;3620
"206";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2003;3628
"207";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2004;3689
"208";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2005;3786
"209";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2006;3903
"210";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2007;4033
"211";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2008;4170
"212";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2009;4307
"213";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2010;4440
"214";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2011;4579
"215";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2012;4717
"216";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2013;4841
"217";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2014;4967
"218";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2015;5087
"219";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2016;5200
"220";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2017;5320
"221";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2018;5525
"222";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2019;5744
"223";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2020;5958
"224";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2021;6085
"225";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2022;6165
"226";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2023;6231
"227";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2024;6291
"228";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2025;6348
"229";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2026;6402
"230";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2027;6452
"231";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2028;6500
"232";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2029;6544
"233";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2030;6585
"234";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2031;6623
"235";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2032;6659
"236";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2033;6692
"237";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2034;6722
"238";1;"Tarapacá";14;"Tamarugal";1405;"Pica";2035;6749
"239";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2002;300303
"240";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2003;305302
"241";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2004;310271
"242";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2005;315097
"243";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2006;319944
"244";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2007;325014
"245";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2008;330287
"246";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2009;335467
"247";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2010;340633
"248";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2011;345973
"249";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2012;351234
"250";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2013;356933
"251";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2014;363207
"252";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2015;369028
"253";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2016;374882
"254";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2017;381635
"255";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2018;395387
"256";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2019;410618
"257";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2020;425725
"258";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2021;433712
"259";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2022;437883
"260";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2023;441211
"261";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2024;444276
"262";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2025;447224
"263";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2026;450070
"264";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2027;452820
"265";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2028;455463
"266";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2029;458002
"267";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2030;460437
"268";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2031;462928
"269";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2032;465209
"270";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2033;467395
"271";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2034;469469
"272";2;"Antofagasta";21;"Antofagasta";2101;"Antofagasta";2035;471431
"273";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2002;8400
"274";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2003;8682
"275";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2004;8965
"276";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2005;9246
"277";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2006;9529
"278";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2007;9818
"279";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2008;10116
"280";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2009;10411
"281";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2010;10706
"282";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2011;11008
"283";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2012;11306
"284";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2013;11619
"285";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2014;11950
"286";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2015;12267
"287";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2016;12586
"288";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2017;12933
"289";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2018;13510
"290";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2019;14143
"291";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2020;14776
"292";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2021;15168
"293";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2022;15430
"294";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2023;15659
"295";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2024;15877
"296";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2025;16087
"297";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2026;16291
"298";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2027;16487
"299";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2028;16676
"300";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2029;16860
"301";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2030;17036
"302";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2031;17210
"303";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2032;17375
"304";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2033;17532
"305";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2034;17682
"306";2;"Antofagasta";21;"Antofagasta";2102;"Mejillones";2035;17824
"307";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2002;1302
"308";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2003;1319
"309";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2004;1337
"310";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2005;1355
"311";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2006;1371
"312";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2007;1388
"313";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2008;1406
"314";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2009;1423
"315";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2010;1441
"316";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2011;1460
"317";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2012;1478
"318";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2013;1497
"319";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2014;1519
"320";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2015;1539
"321";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2016;1559
"322";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2017;1582
"323";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2018;1633
"324";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2019;1690
"325";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2020;1746
"326";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2021;1772
"327";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2022;1784
"328";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2023;1792
"329";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2024;1800
"330";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2025;1806
"331";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2026;1813
"332";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2027;1818
"333";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2028;1823
"334";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2029;1828
"335";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2030;1832
"336";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2031;1836
"337";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2032;1840
"338";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2033;1843
"339";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2034;1844
"340";2;"Antofagasta";21;"Antofagasta";2103;"Sierra Gorda";2035;1845
"341";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2002;10711
"342";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2003;10848
"343";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2004;10983
"344";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2005;11112
"345";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2006;11239
"346";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2007;11373
"347";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2008;11514
"348";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2009;11648
"349";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2010;11781
"350";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2011;11919
"351";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2012;12052
"352";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2013;12199
"353";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2014;12362
"354";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2015;12510
"355";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2016;12657
"356";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2017;12831
"357";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2018;13078
"358";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2019;13371
"359";2;"Antofagasta";21;"Antofagasta";2104;"Taltal";2020;13657
