"";"cut_comuna";"comuna";"cut_region";"region";"delitos_aumento_2a";"delitos_aumento_3a";"delitos_aumento_5a";"delitos_aumento_10a"
"86";6108;"Machalí";6;"Libertador Gral. Bernardo O'Higgins";1,24917257683215;1,22826592282659;1,21248279027077;1,05934242181235
"87";6109;"Malloa";6;"Libertador Gral. Bernardo O'Higgins";1,15449915110357;1,30268199233716;0,995607613469985;1,04938271604938
"88";6110;"Mostazal";6;"Libertador Gral. Bernardo O'Higgins";1,06878582595102;1,00637880274779;0,946469773880941;1,13189845474614
"89";6111;"Olivar";6;"Libertador Gral. Bernardo O'Higgins";0,934891485809683;0,922570016474465;0,958904109589041;0,777777777777778
"90";6112;"Peumo";6;"Libertador Gral. Bernardo O'Higgins";1,35294117647059;1,28838174273859;0,938066465256798;1,16729323308271
"91";6113;"Pichidegua";6;"Libertador Gral. Bernardo O'Higgins";1,44814814814815;1,16890881913303;0,894736842105263;1,14327485380117
"92";6114;"Quinta de Tilcoco";6;"Libertador Gral. Bernardo O'Higgins";1,18210862619808;1,64444444444444;1,35531135531136;1,46534653465347
"93";6115;"Rengo";6;"Libertador Gral. Bernardo O'Higgins";1,30533525594809;1,35263354501307;0,789749182115594;1,02201524132091
"94";6116;"Requínoa";6;"Libertador Gral. Bernardo O'Higgins";1,54560260586319;1,38540145985401;1,1601466992665;1,00211193241816
"95";6117;"San Vicente";6;"Libertador Gral. Bernardo O'Higgins";1,24375;1,15753756665051;0,853466761972838;1,00887198986058
"96";6201;"Pichilemu";6;"Libertador Gral. Bernardo O'Higgins";0,914881623449831;0,917986425339366;0,65154556403051;1,32489795918367
"97";6202;"La Estrella";6;"Libertador Gral. Bernardo O'Higgins";1,70629370629371;1,31182795698925;1,6158940397351;1,92125984251968
"98";6203;"Litueche";6;"Libertador Gral. Bernardo O'Higgins";0,954166666666667;1,51155115511551;1,44025157232704;1,44936708860759
"99";6204;"Marchihue";6;"Libertador Gral. Bernardo O'Higgins";1,1044776119403;1,07246376811594;0,753180661577608;1,03496503496504
"100";6205;"Navidad";6;"Libertador Gral. Bernardo O'Higgins";1,02330097087379;1,5014245014245;1,22273781902552;1,42048517520216
"101";6206;"Paredones";6;"Libertador Gral. Bernardo O'Higgins";1,94152046783626;2;1,62745098039216;1,26717557251908
"102";6301;"San Fernando";6;"Libertador Gral. Bernardo O'Higgins";1,26039086154693;1,17109974424552;1,0168776371308;0,794965277777778
"103";6302;"Chépica";6;"Libertador Gral. Bernardo O'Higgins";1,98208955223881;1,45295404814004;1,22962962962963;0,891275167785235
"104";6303;"Chimbarongo";6;"Libertador Gral. Bernardo O'Higgins";0,770280811232449;0,772087568412823;0,720014582573824;1,40769779044904
"105";6304;"Lolol";6;"Libertador Gral. Bernardo O'Higgins";1,11666666666667;1,14529914529915;0,848101265822785;1,33333333333333
"106";6305;"Nancagua";6;"Libertador Gral. Bernardo O'Higgins";0,961111111111111;0,963251670378619;0,903866248693835;1,46114864864865
"107";6306;"Palmilla";6;"Libertador Gral. Bernardo O'Higgins";1,49295774647887;1,33165829145729;1,01145038167939;1,05788423153693
"108";6307;"Peralillo";6;"Libertador Gral. Bernardo O'Higgins";1,44859813084112;1,71270718232044;1,53846153846154;1,45539906103286
"109";6308;"Placilla";6;"Libertador Gral. Bernardo O'Higgins";1,17428571428571;0,90929203539823;0,907284768211921;0,929864253393665
"110";6309;"Pumanque";6;"Libertador Gral. Bernardo O'Higgins";1,70588235294118;1,88617886178862;1,98290598290598;1,75757575757576
"111";6310;"Santa Cruz";6;"Libertador Gral. Bernardo O'Higgins";1,31431767337808;1,24734607218684;0,933280381254964;0,718215158924205
"112";7101;"Talca";7;"Maule";1,35820738874895;1,29138808502145;0,889354683526905;0,846924083769633
"113";7102;"Constitución";7;"Maule";1,42134519177321;0,991469561845677;0,78895402653502;0,618379685610641
"114";7103;"Curepto";7;"Maule";0,905063291139241;0,810198300283286;0,919614147909968;0,916666666666667
"115";7104;"Empedrado";7;"Maule";1,53846153846154;1;1,21212121212121;0,4
"116";7105;"Maule";7;"Maule";1,28845037724898;1,33173365326935;1,21377802077638;1,19935170178282
"117";7106;"Pelarco";7;"Maule";1,29616724738676;1,30526315789474;1,28719723183391;1,11711711711712
"118";7107;"Pencahue";7;"Maule";0,977459016393443;1,16911764705882;1,07918552036199;0,784539473684211
"119";7108;"Río Claro";7;"Maule";0,924882629107981;0,892749244712991;1,08639705882353;1,32511210762332
"120";7109;"San Clemente";7;"Maule";1,72597597597598;1,76303680981595;1,20872765509989;1,40097501523461
"121";7110;"San Rafael";7;"Maule";1,27107061503417;1,49597855227882;1,40909090909091;1,31914893617021
"122";7201;"Cauquenes";7;"Maule";1,25142135186355;1,2435655994978;1,13006274957216;0,956081081081081
"123";7202;"Chanco";7;"Maule";0,879598662207358;0,876666666666667;0,747159090909091;0,620283018867924
"124";7203;"Pelluhue";7;"Maule";1,10130718954248;0,96011396011396;0,644359464627151;1,18038528896673
"125";7301;"Curicó";7;"Maule";1,32146972218666;1,40454483603211;0,986146937995605;1,0889334317966
"126";7302;"Hualañé";7;"Maule";1,5975975975976;1,46556473829201;1,80952380952381;1,73856209150327
"127";7303;"Licantén";7;"Maule";2,37719298245614;1,63746223564955;1,02846299810247;1,12681912681913
"128";7304;"Molina";7;"Maule";1,12514898688915;0,980949082092137;1,08339709257842;0,810068649885583
"129";7305;"Rauco";7;"Maule";1,1340782122905;1,26875;1,02784810126582;0,858350951374207
"130";7306;"Romeral";7;"Maule";1,29919137466307;1,41973490427099;1,28704939919893;1,48995363214838
"131";7307;"Sagrada Familia";7;"Maule";1,04691689008043;1,15532544378698;1,17620481927711;0,714547118023788
"132";7308;"Teno";7;"Maule";1,42064180398959;1,39285714285714;1,16833095577746;1,33170731707317
"133";7309;"Vichuquén";7;"Maule";1,3047619047619;1,00735294117647;1,41968911917098;1,29857819905213
"134";7401;"Linares";7;"Maule";1,26962372290057;1,20705993840322;0,847894824430022;0,796716184519156
"135";7402;"Colbún";7;"Maule";1,09490084985836;0,926858513189448;0,914792899408284;1,03342245989305
"136";7403;"Longaví";7;"Maule";1,09918699186992;1,23470319634703;1,09651257096513;1,15456874466268
"137";7404;"Parral";7;"Maule";1,16246215943491;1,16658227848101;0,832670762558728;1,03690369036904
"138";7405;"Retiro";7;"Maule";1,28340675477239;1,14698162729659;0,928799149840595;1,05428226779252
"139";7406;"San Javier";7;"Maule";1,35257498585173;0,917466410748561;0,859403092412801;1,12153918348193
"140";7407;"Villa Alegre";7;"Maule";1,04671717171717;0,72212543554007;1,00363196125908;0,957274826789838
"141";7408;"Yerbas Buenas";7;"Maule";1,14010507880911;1,18579234972678;1,10152284263959;1,07603305785124
"142";8101;"Concepción";8;"Biobío";1,26513726965024;1,50071377587438;1,07620449165014;0,883217811384163
"143";8102;"Coronel";8;"Biobío";1,18595450049456;1,15594119064835;0,869785999274574;0,784685863874346
"144";8103;"Chiguayante";8;"Biobío";1,23051010587103;1,26022671266634;1,01227236737926;0,57889970568259
"145";8104;"Florida";8;"Biobío";1,16806722689076;1,24943820224719;1,0550284629981;1,05703422053232
"146";8105;"Hualqui";8;"Biobío";1,1238670694864;1,39674593241552;1,28719723183391;0,852559205500382
"147";8106;"Lota";8;"Biobío";1,30817610062893;1,46067415730337;0,925678682688028;0,775251584047708
"148";8107;"Penco";8;"Biobío";1,04337464251668;1,04287756074321;0,89019926799512;0,590026954177898
"149";8108;"San Pedro de la Paz";8;"Biobío";1,23915072328511;1,46550772626932;1,21117445838084;0,862875710804224
"150";8109;"Santa Juana";8;"Biobío";1,43018867924528;1,26968174204355;1,00932090545939;0,922141119221411
"151";8110;"Talcahuano";8;"Biobío";1,25836431226766;1,31688770999116;1,03459294248402;0,895933589990375
"152";8111;"Tomé";8;"Biobío";1,1548463356974;1,13692785104732;0,877282250823107;0,760114107883817
"153";8112;"Hualpén";8;"Biobío";1,26154806491885;1,33531549388834;1,27709320695103;0,902836721018539
"154";8201;"Lebu";8;"Biobío";2,43986054619407;2,55724725943971;2,47290930506478;2,47145379635079
"155";8202;"Arauco";8;"Biobío";1,28374655647383;1,20165033522434;1,13326848249027;0,919494869771113
"156";8203;"Cañete";8;"Biobío";1,14547837483617;1,16611074049366;0,831193533048027;0,93576017130621
"157";8204;"Contulmo";8;"Biobío";1,03731343283582;1,14876033057851;0,92358803986711;0,803468208092486
"158";8205;"Curanilahue";8;"Biobío";0,984767707539985;0,913135593220339;0,843994778067885;0,569854561480829
"159";8206;"Los Alamos";8;"Biobío";1,15730337078652;1,4290288153682;1,27039848197343;0,904118838622552
"160";8207;"Tirúa";8;"Biobío";1,06708595387841;1,15681818181818;0,760837070254111;0,810509554140127
"161";8301;"Los Angeles";8;"Biobío";1,3106721955478;1,3408126814021;1,08412311580468;0,78426379366634
"162";8302;"Antuco";8;"Biobío";0,609427609427609;0,942708333333333;1,01685393258427;0,928205128205128
"163";8303;"Cabrero";8;"Biobío";1,33273164861613;1,62271062271062;1,37406947890819;1,25282805429864
"164";8304;"Laja";8;"Biobío";1,12391930835735;0,981543624161074;1,00429184549356;0,965346534653465
"165";8305;"Mulchén";8;"Biobío";1,40397350993377;1,44808743169399;1,47632311977716;1,27710843373494
"166";8306;"Nacimiento";8;"Biobío";1,08790170132325;1,33993015133877;1,18659793814433;1,0322869955157
"167";8307;"Negrete";8;"Biobío";1,00332778702163;1,32236842105263;1,55813953488372;1,45652173913043
"168";8308;"Quilaco";8;"Biobío";0,851351351351351;1,22727272727273;1,07386363636364;0,949748743718593
"169";8309;"Quilleco";8;"Biobío";1,19387755102041;1,03846153846154;0,911688311688312;1,04154302670623
"170";8310;"San Rosendo";8;"Biobío";1,42011834319527;0,821917808219178;1,05263157894737;1,06666666666667
"171";8311;"Santa Bárbara";8;"Biobío";1,09538002980626;1,01941747572816;0,898533007334963;0,629820051413882
"172";8312;"Tucapel";8;"Biobío";1,32952691680261;1,20562130177515;1,35607321131448;1,18287373004354
"173";8313;"Yumbel";8;"Biobío";1,55342741935484;1,71794871794872;1,32047986289632;1,541
"174";8314;"Alto Biobío";8;"Biobío";1,00664451827243;0,72488038277512;0,901785714285714;0,935185185185185
"175";9101;"Temuco";9;"La Araucanía";1,46644697423607;1,38443046029838;0,951270465918476;0,810430463576159
"176";9102;"Carahue";9;"La Araucanía";1,11620111731844;1,2394540942928;0,940677966101695;0,649544863459038
"177";9103;"Cunco";9;"La Araucanía";1,20632737276479;1,12580231065469;0,913541666666667;1,11294416243655
"178";9104;"Curarrehue";9;"La Araucanía";1,04608294930876;1,40993788819876;0,869731800766284;0,847014925373134
"179";9105;"Freire";9;"La Araucanía";1,47745098039216;1,42304060434372;1,10808823529412;1,25583333333333
"180";9106;"Galvarino";9;"La Araucanía";1,49172576832151;1,40534521158129;1,27474747474747;1,65183246073298
"181";9107;"Gorbea";9;"La Araucanía";1,30071174377224;1,12982998454405;0,916040100250627;0,882850241545894
"182";9108;"Lautaro";9;"La Araucanía";1,25712748789672;1,30997757847534;0,958572600492207;1,32784090909091
"183";9109;"Loncoche";9;"La Araucanía";1,41448516579407;1,37140439932318;1,2187969924812;0,969497607655502
