"";"pais";"año";"estimacion";"cut_comuna";"comuna";"cut_region";"region"
"32";"ALEMANIA";"2022";46;13127;"Recoleta";13;"Metropolitana de Santiago"
"33";"ALEMANIA";"2022";27;13401;"San Bernardo";13;"Metropolitana de Santiago"
"34";"ALEMANIA";"2022";14;13129;"San Joaquín";13;"Metropolitana de Santiago"
"35";"ALEMANIA";"2022";23;13130;"San Miguel";13;"Metropolitana de Santiago"
"36";"ALEMANIA";"2022";362;13101;"Santiago";13;"Metropolitana de Santiago"
"37";"ALEMANIA";"2022";479;13132;"Vitacura";13;"Metropolitana de Santiago"
"38";"ALEMANIA";"2022";335;13120;"Ñuñoa";13;"Metropolitana de Santiago"
"39";"ALEMANIA";"2022";3;1107;"Alto Hospicio";1;"Tarapacá"
"40";"ALEMANIA";"2022";38;1101;"Iquique";1;"Tarapacá"
"41";"ALEMANIA";"2022";171;5101;"Valparaíso";5;"Valparaíso"
"42";"ALEMANIA";"2022";320;5109;"Viña del Mar";5;"Valparaíso"
"43";"ARGENTINA";"2022";1480;2101;"Antofagasta";2;"Antofagasta"
"44";"ARGENTINA";"2022";716;2201;"Calama";2;"Antofagasta"
"45";"ARGENTINA";"2022";386;15101;"Arica";15;"Arica y Parinacota"
"46";"ARGENTINA";"2022";422;3101;"Copiapó";3;"Atacama"
"47";"ARGENTINA";"2022";629;8101;"Concepción";8;"Biobío"
"48";"ARGENTINA";"2022";853;4102;"Coquimbo";4;"Coquimbo"
"49";"ARGENTINA";"2022";796;4101;"La Serena";4;"Coquimbo"
"50";"ARGENTINA";"2022";2017;9101;"Temuco";9;"La Araucanía"
"51";"ARGENTINA";"2022";740;6101;"Rancagua";6;"Libertador Gral. Bernardo O'Higgins"
"52";"ARGENTINA";"2022";1709;10101;"Puerto Montt";10;"Los Lagos"
"53";"ARGENTINA";"2022";428;7301;"Curicó";7;"Maule"
"54";"ARGENTINA";"2022";557;7101;"Talca";7;"Maule"
"55";"ARGENTINA";"2022";466;13103;"Cerro Navia";13;"Metropolitana de Santiago"
"56";"ARGENTINA";"2022";1461;13301;"Colina";13;"Metropolitana de Santiago"
"57";"ARGENTINA";"2022";411;13104;"Conchalí";13;"Metropolitana de Santiago"
"58";"ARGENTINA";"2022";558;13106;"Estación Central";13;"Metropolitana de Santiago"
"59";"ARGENTINA";"2022";439;13108;"Independencia";13;"Metropolitana de Santiago"
"60";"ARGENTINA";"2022";454;13109;"La Cisterna";13;"Metropolitana de Santiago"
"61";"ARGENTINA";"2022";1458;13110;"La Florida";13;"Metropolitana de Santiago"
"62";"ARGENTINA";"2022";5551;13114;"Las Condes";13;"Metropolitana de Santiago"
"63";"ARGENTINA";"2022";1752;13115;"Lo Barnechea";13;"Metropolitana de Santiago"
"64";"ARGENTINA";"2022";258;13117;"Lo Prado";13;"Metropolitana de Santiago"
"65";"ARGENTINA";"2022";518;13118;"Macul";13;"Metropolitana de Santiago"
"66";"ARGENTINA";"2022";1860;13119;"Maipú";13;"Metropolitana de Santiago"
"67";"ARGENTINA";"2022";386;13501;"Melipilla";13;"Metropolitana de Santiago"
"68";"ARGENTINA";"2022";993;13122;"Peñalolén";13;"Metropolitana de Santiago"
"69";"ARGENTINA";"2022";2121;13123;"Providencia";13;"Metropolitana de Santiago"
"70";"ARGENTINA";"2022";808;13124;"Pudahuel";13;"Metropolitana de Santiago"
"71";"ARGENTINA";"2022";2035;13201;"Puente Alto";13;"Metropolitana de Santiago"
"72";"ARGENTINA";"2022";872;13125;"Quilicura";13;"Metropolitana de Santiago"
"73";"ARGENTINA";"2022";466;13126;"Quinta Normal";13;"Metropolitana de Santiago"
"74";"ARGENTINA";"2022";648;13127;"Recoleta";13;"Metropolitana de Santiago"
"75";"ARGENTINA";"2022";1073;13401;"San Bernardo";13;"Metropolitana de Santiago"
"76";"ARGENTINA";"2022";452;13129;"San Joaquín";13;"Metropolitana de Santiago"
"77";"ARGENTINA";"2022";550;13130;"San Miguel";13;"Metropolitana de Santiago"
"78";"ARGENTINA";"2022";3326;13101;"Santiago";13;"Metropolitana de Santiago"
"79";"ARGENTINA";"2022";1399;13132;"Vitacura";13;"Metropolitana de Santiago"
"80";"ARGENTINA";"2022";1920;13120;"Ñuñoa";13;"Metropolitana de Santiago"
"81";"ARGENTINA";"2022";322;1107;"Alto Hospicio";1;"Tarapacá"
"82";"ARGENTINA";"2022";808;1101;"Iquique";1;"Tarapacá"
"83";"ARGENTINA";"2022";1401;5101;"Valparaíso";5;"Valparaíso"
"84";"ARGENTINA";"2022";2342;5109;"Viña del Mar";5;"Valparaíso"
"85";"BOLIVIA";"2022";15489;2101;"Antofagasta";2;"Antofagasta"
"86";"BOLIVIA";"2022";19945;2201;"Calama";2;"Antofagasta"
"87";"BOLIVIA";"2022";11564;15101;"Arica";15;"Arica y Parinacota"
"88";"BOLIVIA";"2022";5469;3101;"Copiapó";3;"Atacama"
"89";"BOLIVIA";"2022";82;8101;"Concepción";8;"Biobío"
"90";"BOLIVIA";"2022";711;4102;"Coquimbo";4;"Coquimbo"
"91";"BOLIVIA";"2022";525;4101;"La Serena";4;"Coquimbo"
"92";"BOLIVIA";"2022";96;9101;"Temuco";9;"La Araucanía"
"93";"BOLIVIA";"2022";337;6101;"Rancagua";6;"Libertador Gral. Bernardo O'Higgins"
"94";"BOLIVIA";"2022";69;10101;"Puerto Montt";10;"Los Lagos"
"95";"BOLIVIA";"2022";131;7301;"Curicó";7;"Maule"
"96";"BOLIVIA";"2022";97;7101;"Talca";7;"Maule"
"97";"BOLIVIA";"2022";300;13103;"Cerro Navia";13;"Metropolitana de Santiago"
"98";"BOLIVIA";"2022";1967;13301;"Colina";13;"Metropolitana de Santiago"
"99";"BOLIVIA";"2022";522;13104;"Conchalí";13;"Metropolitana de Santiago"
"100";"BOLIVIA";"2022";1189;13106;"Estación Central";13;"Metropolitana de Santiago"
"101";"BOLIVIA";"2022";1090;13108;"Independencia";13;"Metropolitana de Santiago"
"102";"BOLIVIA";"2022";205;13109;"La Cisterna";13;"Metropolitana de Santiago"
"103";"BOLIVIA";"2022";484;13110;"La Florida";13;"Metropolitana de Santiago"
"104";"BOLIVIA";"2022";990;13114;"Las Condes";13;"Metropolitana de Santiago"
"105";"BOLIVIA";"2022";488;13115;"Lo Barnechea";13;"Metropolitana de Santiago"
"106";"BOLIVIA";"2022";274;13117;"Lo Prado";13;"Metropolitana de Santiago"
"107";"BOLIVIA";"2022";234;13118;"Macul";13;"Metropolitana de Santiago"
"108";"BOLIVIA";"2022";364;13119;"Maipú";13;"Metropolitana de Santiago"
"109";"BOLIVIA";"2022";3756;13501;"Melipilla";13;"Metropolitana de Santiago"
"110";"BOLIVIA";"2022";470;13122;"Peñalolén";13;"Metropolitana de Santiago"
"111";"BOLIVIA";"2022";496;13123;"Providencia";13;"Metropolitana de Santiago"
"112";"BOLIVIA";"2022";380;13124;"Pudahuel";13;"Metropolitana de Santiago"
"113";"BOLIVIA";"2022";378;13201;"Puente Alto";13;"Metropolitana de Santiago"
"114";"BOLIVIA";"2022";379;13125;"Quilicura";13;"Metropolitana de Santiago"
"115";"BOLIVIA";"2022";319;13126;"Quinta Normal";13;"Metropolitana de Santiago"
"116";"BOLIVIA";"2022";2800;13127;"Recoleta";13;"Metropolitana de Santiago"
"117";"BOLIVIA";"2022";205;13401;"San Bernardo";13;"Metropolitana de Santiago"
"118";"BOLIVIA";"2022";207;13129;"San Joaquín";13;"Metropolitana de Santiago"
"119";"BOLIVIA";"2022";317;13130;"San Miguel";13;"Metropolitana de Santiago"
"120";"BOLIVIA";"2022";3664;13101;"Santiago";13;"Metropolitana de Santiago"
"121";"BOLIVIA";"2022";272;13132;"Vitacura";13;"Metropolitana de Santiago"
"122";"BOLIVIA";"2022";493;13120;"Ñuñoa";13;"Metropolitana de Santiago"
"123";"BOLIVIA";"2022";11216;1107;"Alto Hospicio";1;"Tarapacá"
"124";"BOLIVIA";"2022";18221;1101;"Iquique";1;"Tarapacá"
"125";"BOLIVIA";"2022";199;5101;"Valparaíso";5;"Valparaíso"
"126";"BOLIVIA";"2022";352;5109;"Viña del Mar";5;"Valparaíso"
"127";"BRASIL";"2022";377;2101;"Antofagasta";2;"Antofagasta"
"128";"BRASIL";"2022";146;2201;"Calama";2;"Antofagasta"
"129";"BRASIL";"2022";161;15101;"Arica";15;"Arica y Parinacota"
"130";"BRASIL";"2022";100;3101;"Copiapó";3;"Atacama"
"131";"BRASIL";"2022";252;8101;"Concepción";8;"Biobío"
"132";"BRASIL";"2022";147;4102;"Coquimbo";4;"Coquimbo"
"133";"BRASIL";"2022";177;4101;"La Serena";4;"Coquimbo"
"134";"BRASIL";"2022";211;9101;"Temuco";9;"La Araucanía"
"135";"BRASIL";"2022";166;6101;"Rancagua";6;"Libertador Gral. Bernardo O'Higgins"
"136";"BRASIL";"2022";120;10101;"Puerto Montt";10;"Los Lagos"
"137";"BRASIL";"2022";96;7301;"Curicó";7;"Maule"
"138";"BRASIL";"2022";212;7101;"Talca";7;"Maule"
"139";"BRASIL";"2022";58;13103;"Cerro Navia";13;"Metropolitana de Santiago"
"140";"BRASIL";"2022";344;13301;"Colina";13;"Metropolitana de Santiago"
"141";"BRASIL";"2022";89;13104;"Conchalí";13;"Metropolitana de Santiago"
"142";"BRASIL";"2022";201;13106;"Estación Central";13;"Metropolitana de Santiago"
"143";"BRASIL";"2022";178;13108;"Independencia";13;"Metropolitana de Santiago"
"144";"BRASIL";"2022";108;13109;"La Cisterna";13;"Metropolitana de Santiago"
"145";"BRASIL";"2022";452;13110;"La Florida";13;"Metropolitana de Santiago"
"146";"BRASIL";"2022";2525;13114;"Las Condes";13;"Metropolitana de Santiago"
"147";"BRASIL";"2022";580;13115;"Lo Barnechea";13;"Metropolitana de Santiago"
"148";"BRASIL";"2022";63;13117;"Lo Prado";13;"Metropolitana de Santiago"
"149";"BRASIL";"2022";261;13118;"Macul";13;"Metropolitana de Santiago"
"150";"BRASIL";"2022";533;13119;"Maipú";13;"Metropolitana de Santiago"
"151";"BRASIL";"2022";91;13501;"Melipilla";13;"Metropolitana de Santiago"
"152";"BRASIL";"2022";262;13122;"Peñalolén";13;"Metropolitana de Santiago"
"153";"BRASIL";"2022";1072;13123;"Providencia";13;"Metropolitana de Santiago"
"154";"BRASIL";"2022";146;13124;"Pudahuel";13;"Metropolitana de Santiago"
"155";"BRASIL";"2022";420;13201;"Puente Alto";13;"Metropolitana de Santiago"
"156";"BRASIL";"2022";221;13125;"Quilicura";13;"Metropolitana de Santiago"
"157";"BRASIL";"2022";136;13126;"Quinta Normal";13;"Metropolitana de Santiago"
"158";"BRASIL";"2022";230;13127;"Recoleta";13;"Metropolitana de Santiago"
"159";"BRASIL";"2022";186;13401;"San Bernardo";13;"Metropolitana de Santiago"
"160";"BRASIL";"2022";102;13129;"San Joaquín";13;"Metropolitana de Santiago"
"161";"BRASIL";"2022";248;13130;"San Miguel";13;"Metropolitana de Santiago"
"162";"BRASIL";"2022";1911;13101;"Santiago";13;"Metropolitana de Santiago"
"163";"BRASIL";"2022";584;13132;"Vitacura";13;"Metropolitana de Santiago"
"164";"BRASIL";"2022";898;13120;"Ñuñoa";13;"Metropolitana de Santiago"
"165";"BRASIL";"2022";55;1107;"Alto Hospicio";1;"Tarapacá"
"166";"BRASIL";"2022";240;1101;"Iquique";1;"Tarapacá"
"167";"BRASIL";"2022";250;5101;"Valparaíso";5;"Valparaíso"
"168";"BRASIL";"2022";458;5109;"Viña del Mar";5;"Valparaíso"
"169";"CHINA";"2022";221;2101;"Antofagasta";2;"Antofagasta"
"170";"CHINA";"2022";116;2201;"Calama";2;"Antofagasta"
"171";"CHINA";"2022";45;15101;"Arica";15;"Arica y Parinacota"
"172";"CHINA";"2022";97;3101;"Copiapó";3;"Atacama"
"173";"CHINA";"2022";104;8101;"Concepción";8;"Biobío"
"174";"CHINA";"2022";194;4102;"Coquimbo";4;"Coquimbo"
"175";"CHINA";"2022";138;4101;"La Serena";4;"Coquimbo"
"176";"CHINA";"2022";142;9101;"Temuco";9;"La Araucanía"
"177";"CHINA";"2022";135;6101;"Rancagua";6;"Libertador Gral. Bernardo O'Higgins"
"178";"CHINA";"2022";48;10101;"Puerto Montt";10;"Los Lagos"
"179";"CHINA";"2022";49;7301;"Curicó";7;"Maule"
"180";"CHINA";"2022";112;7101;"Talca";7;"Maule"
"181";"CHINA";"2022";46;13103;"Cerro Navia";13;"Metropolitana de Santiago"
"182";"CHINA";"2022";99;13301;"Colina";13;"Metropolitana de Santiago"
"183";"CHINA";"2022";48;13104;"Conchalí";13;"Metropolitana de Santiago"
"184";"CHINA";"2022";277;13106;"Estación Central";13;"Metropolitana de Santiago"
"185";"CHINA";"2022";81;13108;"Independencia";13;"Metropolitana de Santiago"
"186";"CHINA";"2022";90;13109;"La Cisterna";13;"Metropolitana de Santiago"
"187";"CHINA";"2022";233;13110;"La Florida";13;"Metropolitana de Santiago"
"188";"CHINA";"2022";763;13114;"Las Condes";13;"Metropolitana de Santiago"
"189";"CHINA";"2022";127;13115;"Lo Barnechea";13;"Metropolitana de Santiago"
"190";"CHINA";"2022";30;13117;"Lo Prado";13;"Metropolitana de Santiago"
"191";"CHINA";"2022";68;13118;"Macul";13;"Metropolitana de Santiago"
"192";"CHINA";"2022";460;13119;"Maipú";13;"Metropolitana de Santiago"
"193";"CHINA";"2022";31;13501;"Melipilla";13;"Metropolitana de Santiago"
"194";"CHINA";"2022";146;13122;"Peñalolén";13;"Metropolitana de Santiago"
"195";"CHINA";"2022";402;13123;"Providencia";13;"Metropolitana de Santiago"
"196";"CHINA";"2022";152;13124;"Pudahuel";13;"Metropolitana de Santiago"
"197";"CHINA";"2022";371;13201;"Puente Alto";13;"Metropolitana de Santiago"
"198";"CHINA";"2022";201;13125;"Quilicura";13;"Metropolitana de Santiago"
"199";"CHINA";"2022";76;13126;"Quinta Normal";13;"Metropolitana de Santiago"
"200";"CHINA";"2022";149;13127;"Recoleta";13;"Metropolitana de Santiago"
"201";"CHINA";"2022";223;13401;"San Bernardo";13;"Metropolitana de Santiago"
"202";"CHINA";"2022";55;13129;"San Joaquín";13;"Metropolitana de Santiago"
"203";"CHINA";"2022";165;13130;"San Miguel";13;"Metropolitana de Santiago"
"204";"CHINA";"2022";3497;13101;"Santiago";13;"Metropolitana de Santiago"
"205";"CHINA";"2022";95;13132;"Vitacura";13;"Metropolitana de Santiago"
"206";"CHINA";"2022";301;13120;"Ñuñoa";13;"Metropolitana de Santiago"
"207";"CHINA";"2022";44;1107;"Alto Hospicio";1;"Tarapacá"
"208";"CHINA";"2022";1062;1101;"Iquique";1;"Tarapacá"
"209";"CHINA";"2022";143;5101;"Valparaíso";5;"Valparaíso"
"210";"CHINA";"2022";123;5109;"Viña del Mar";5;"Valparaíso"
"211";"COLOMBIA";"2022";26590;2101;"Antofagasta";2;"Antofagasta"
"212";"COLOMBIA";"2022";4417;2201;"Calama";2;"Antofagasta"
"213";"COLOMBIA";"2022";1653;15101;"Arica";15;"Arica y Parinacota"
"214";"COLOMBIA";"2022";2939;3101;"Copiapó";3;"Atacama"
"215";"COLOMBIA";"2022";1233;8101;"Concepción";8;"Biobío"
"216";"COLOMBIA";"2022";2503;4102;"Coquimbo";4;"Coquimbo"
"217";"COLOMBIA";"2022";2531;4101;"La Serena";4;"Coquimbo"
"218";"COLOMBIA";"2022";917;9101;"Temuco";9;"La Araucanía"
"219";"COLOMBIA";"2022";2153;6101;"Rancagua";6;"Libertador Gral. Bernardo O'Higgins"
"220";"COLOMBIA";"2022";1336;10101;"Puerto Montt";10;"Los Lagos"
"221";"COLOMBIA";"2022";813;7301;"Curicó";7;"Maule"
"222";"COLOMBIA";"2022";1060;7101;"Talca";7;"Maule"
"223";"COLOMBIA";"2022";1320;13103;"Cerro Navia";13;"Metropolitana de Santiago"
"224";"COLOMBIA";"2022";2154;13301;"Colina";13;"Metropolitana de Santiago"
"225";"COLOMBIA";"2022";1710;13104;"Conchalí";13;"Metropolitana de Santiago"
"226";"COLOMBIA";"2022";5154;13106;"Estación Central";13;"Metropolitana de Santiago"
"227";"COLOMBIA";"2022";8341;13108;"Independencia";13;"Metropolitana de Santiago"
"228";"COLOMBIA";"2022";1468;13109;"La Cisterna";13;"Metropolitana de Santiago"
"229";"COLOMBIA";"2022";3554;13110;"La Florida";13;"Metropolitana de Santiago"
"230";"COLOMBIA";"2022";3396;13114;"Las Condes";13;"Metropolitana de Santiago"
"231";"COLOMBIA";"2022";1071;13115;"Lo Barnechea";13;"Metropolitana de Santiago"
"232";"COLOMBIA";"2022";2094;13117;"Lo Prado";13;"Metropolitana de Santiago"
"233";"COLOMBIA";"2022";1715;13118;"Macul";13;"Metropolitana de Santiago"
"234";"COLOMBIA";"2022";3265;13119;"Maipú";13;"Metropolitana de Santiago"
"235";"COLOMBIA";"2022";674;13501;"Melipilla";13;"Metropolitana de Santiago"
"236";"COLOMBIA";"2022";2314;13122;"Peñalolén";13;"Metropolitana de Santiago"
"237";"COLOMBIA";"2022";1742;13123;"Providencia";13;"Metropolitana de Santiago"
"238";"COLOMBIA";"2022";2359;13124;"Pudahuel";13;"Metropolitana de Santiago"
"239";"COLOMBIA";"2022";2591;13201;"Puente Alto";13;"Metropolitana de Santiago"
"240";"COLOMBIA";"2022";1969;13125;"Quilicura";13;"Metropolitana de Santiago"
"241";"COLOMBIA";"2022";4351;13126;"Quinta Normal";13;"Metropolitana de Santiago"
"242";"COLOMBIA";"2022";2692;13127;"Recoleta";13;"Metropolitana de Santiago"
"243";"COLOMBIA";"2022";1074;13401;"San Bernardo";13;"Metropolitana de Santiago"
"244";"COLOMBIA";"2022";1706;13129;"San Joaquín";13;"Metropolitana de Santiago"
"245";"COLOMBIA";"2022";2908;13130;"San Miguel";13;"Metropolitana de Santiago"
"246";"COLOMBIA";"2022";28715;13101;"Santiago";13;"Metropolitana de Santiago"
"247";"COLOMBIA";"2022";727;13132;"Vitacura";13;"Metropolitana de Santiago"
"248";"COLOMBIA";"2022";3017;13120;"Ñuñoa";13;"Metropolitana de Santiago"
"249";"COLOMBIA";"2022";1623;1107;"Alto Hospicio";1;"Tarapacá"
"250";"COLOMBIA";"2022";3851;1101;"Iquique";1;"Tarapacá"
"251";"COLOMBIA";"2022";1316;5101;"Valparaíso";5;"Valparaíso"
"252";"COLOMBIA";"2022";1754;5109;"Viña del Mar";5;"Valparaíso"
"253";"CUBA";"2022";354;2101;"Antofagasta";2;"Antofagasta"
"254";"CUBA";"2022";100;2201;"Calama";2;"Antofagasta"
"255";"CUBA";"2022";638;15101;"Arica";15;"Arica y Parinacota"
"256";"CUBA";"2022";350;3101;"Copiapó";3;"Atacama"
"257";"CUBA";"2022";219;8101;"Concepción";8;"Biobío"
"258";"CUBA";"2022";76;4102;"Coquimbo";4;"Coquimbo"
"259";"CUBA";"2022";154;4101;"La Serena";4;"Coquimbo"
"260";"CUBA";"2022";214;9101;"Temuco";9;"La Araucanía"
"261";"CUBA";"2022";519;6101;"Rancagua";6;"Libertador Gral. Bernardo O'Higgins"
"262";"CUBA";"2022";97;10101;"Puerto Montt";10;"Los Lagos"
"263";"CUBA";"2022";150;7301;"Curicó";7;"Maule"
"264";"CUBA";"2022";341;7101;"Talca";7;"Maule"
"265";"CUBA";"2022";33;13103;"Cerro Navia";13;"Metropolitana de Santiago"
"266";"CUBA";"2022";221;13301;"Colina";13;"Metropolitana de Santiago"
"267";"CUBA";"2022";44;13104;"Conchalí";13;"Metropolitana de Santiago"
"268";"CUBA";"2022";335;13106;"Estación Central";13;"Metropolitana de Santiago"
"269";"CUBA";"2022";244;13108;"Independencia";13;"Metropolitana de Santiago"
"270";"CUBA";"2022";101;13109;"La Cisterna";13;"Metropolitana de Santiago"
"271";"CUBA";"2022";469;13110;"La Florida";13;"Metropolitana de Santiago"
"272";"CUBA";"2022";477;13114;"Las Condes";13;"Metropolitana de Santiago"
"273";"CUBA";"2022";49;13115;"Lo Barnechea";13;"Metropolitana de Santiago"
"274";"CUBA";"2022";50;13117;"Lo Prado";13;"Metropolitana de Santiago"
"275";"CUBA";"2022";253;13118;"Macul";13;"Metropolitana de Santiago"
"276";"CUBA";"2022";255;13119;"Maipú";13;"Metropolitana de Santiago"
"277";"CUBA";"2022";165;13501;"Melipilla";13;"Metropolitana de Santiago"
"278";"CUBA";"2022";241;13122;"Peñalolén";13;"Metropolitana de Santiago"
"279";"CUBA";"2022";503;13123;"Providencia";13;"Metropolitana de Santiago"
"280";"CUBA";"2022";175;13124;"Pudahuel";13;"Metropolitana de Santiago"
"281";"CUBA";"2022";304;13201;"Puente Alto";13;"Metropolitana de Santiago"
"282";"CUBA";"2022";151;13125;"Quilicura";13;"Metropolitana de Santiago"
"283";"CUBA";"2022";165;13126;"Quinta Normal";13;"Metropolitana de Santiago"
"284";"CUBA";"2022";134;13127;"Recoleta";13;"Metropolitana de Santiago"
"285";"CUBA";"2022";81;13401;"San Bernardo";13;"Metropolitana de Santiago"
"286";"CUBA";"2022";63;13129;"San Joaquín";13;"Metropolitana de Santiago"
"287";"CUBA";"2022";358;13130;"San Miguel";13;"Metropolitana de Santiago"
"288";"CUBA";"2022";2262;13101;"Santiago";13;"Metropolitana de Santiago"
"289";"CUBA";"2022";58;13132;"Vitacura";13;"Metropolitana de Santiago"
"290";"CUBA";"2022";781;13120;"Ñuñoa";13;"Metropolitana de Santiago"
"291";"CUBA";"2022";341;1107;"Alto Hospicio";1;"Tarapacá"
"292";"CUBA";"2022";1657;1101;"Iquique";1;"Tarapacá"
"293";"CUBA";"2022";305;5101;"Valparaíso";5;"Valparaíso"
"294";"CUBA";"2022";256;5109;"Viña del Mar";5;"Valparaíso"
"295";"ECUADOR";"2022";1874;2101;"Antofagasta";2;"Antofagasta"
"296";"ECUADOR";"2022";385;2201;"Calama";2;"Antofagasta"
"297";"ECUADOR";"2022";556;15101;"Arica";15;"Arica y Parinacota"
"298";"ECUADOR";"2022";641;3101;"Copiapó";3;"Atacama"
"299";"ECUADOR";"2022";354;8101;"Concepción";8;"Biobío"
"300";"ECUADOR";"2022";582;4102;"Coquimbo";4;"Coquimbo"
"301";"ECUADOR";"2022";290;4101;"La Serena";4;"Coquimbo"
"302";"ECUADOR";"2022";308;9101;"Temuco";9;"La Araucanía"
"303";"ECUADOR";"2022";576;6101;"Rancagua";6;"Libertador Gral. Bernardo O'Higgins"
"304";"ECUADOR";"2022";291;10101;"Puerto Montt";10;"Los Lagos"
"305";"ECUADOR";"2022";316;7301;"Curicó";7;"Maule"
"306";"ECUADOR";"2022";292;7101;"Talca";7;"Maule"
"307";"ECUADOR";"2022";469;13103;"Cerro Navia";13;"Metropolitana de Santiago"
"308";"ECUADOR";"2022";777;13301;"Colina";13;"Metropolitana de Santiago"
"309";"ECUADOR";"2022";431;13104;"Conchalí";13;"Metropolitana de Santiago"
"310";"ECUADOR";"2022";1112;13106;"Estación Central";13;"Metropolitana de Santiago"
"311";"ECUADOR";"2022";1612;13108;"Independencia";13;"Metropolitana de Santiago"
"312";"ECUADOR";"2022";381;13109;"La Cisterna";13;"Metropolitana de Santiago"
"313";"ECUADOR";"2022";1193;13110;"La Florida";13;"Metropolitana de Santiago"
"314";"ECUADOR";"2022";1012;13114;"Las Condes";13;"Metropolitana de Santiago"
"315";"ECUADOR";"2022";264;13115;"Lo Barnechea";13;"Metropolitana de Santiago"
"316";"ECUADOR";"2022";355;13117;"Lo Prado";13;"Metropolitana de Santiago"
"317";"ECUADOR";"2022";386;13118;"Macul";13;"Metropolitana de Santiago"
"318";"ECUADOR";"2022";1747;13119;"Maipú";13;"Metropolitana de Santiago"
"319";"ECUADOR";"2022";190;13501;"Melipilla";13;"Metropolitana de Santiago"
"320";"ECUADOR";"2022";662;13122;"Peñalolén";13;"Metropolitana de Santiago"
