"";"cut_region";"region";"cut_provincia";"provincia";"cut_comuna";"comuna";"pob_crecimiento_5a";"pob_crecimiento_10a";"pob_crecimiento_20a"
"235";10;"Los Lagos";104;"Palena";10403;"Hualaihué";0,0104353325603457;0,0350934024403413;0,107439926062847
"236";10;"Los Lagos";104;"Palena";10404;"Palena";0,00219538968166844;0,0110741971207087;0,0446224256292906
"237";11;"Aysén del General Carlos Ibáñez del Campo";111;"Coyhaique";11101;"Coyhaique";0,0201242971293283;0,0637612083597647;0,19165690360497
"238";11;"Aysén del General Carlos Ibáñez del Campo";111;"Coyhaique";11102;"Lago Verde";-0,00544069640914036;-0,00975081256771393;-0,05870236869207
"239";11;"Aysén del General Carlos Ibáñez del Campo";112;"Aysén";11201;"Aysén";0,0135852090032154;0,0452623725441432;0,111169861202908
"240";11;"Aysén del General Carlos Ibáñez del Campo";112;"Aysén";11202;"Cisnes";0,0122392690915358;0,0407656859269763;0,0764436296975253
"241";11;"Aysén del General Carlos Ibáñez del Campo";112;"Aysén";11203;"Guaitecas";0,0125707102451289;0,0433937823834196;0,0996587030716725
"242";11;"Aysén del General Carlos Ibáñez del Campo";113;"Capitán Prat";11301;"Cochrane";0,0221311475409836;0,0709991411394217;0,21342847875446
"243";11;"Aysén del General Carlos Ibáñez del Campo";113;"Capitán Prat";11302;"O'Higgins";0,0305343511450382;0,10655737704918;0,371951219512195
"244";11;"Aysén del General Carlos Ibáñez del Campo";113;"Capitán Prat";11303;"Tortel";0,0317460317460319;0,0893854748603351;0,247334754797441
"245";11;"Aysén del General Carlos Ibáñez del Campo";114;"General Carrera";11401;"Chile Chico";0,0131475667189953;0,0455650060753341;0,121903520208605
"246";11;"Aysén del General Carlos Ibáñez del Campo";114;"General Carrera";11402;"Río Ibáñez";0,00892525102268493;0,030775075987842;0,060594214229867
"247";12;"Magallanes y de la Antártica Chilena";121;"Magallanes";12101;"Punta Arenas";0,0398267347929095;0,106106957148822;0,193234301811392
"248";12;"Magallanes y de la Antártica Chilena";121;"Magallanes";12102;"Laguna Blanca";-0,0676691729323309;-0,178807947019868;-0,585284280936455
"249";12;"Magallanes y de la Antártica Chilena";121;"Magallanes";12103;"Río Verde";-0,0375586854460094;-0,0929203539823009;-0,380664652567976
"250";12;"Magallanes y de la Antártica Chilena";121;"Magallanes";12104;"San Gregorio";-0,0510204081632653;-0,136604774535809;-0,434404865334492
"251";12;"Magallanes y de la Antártica Chilena";122;"Antártica Chilena";12201;"Cabo de Hornos";-0,00404858299595146;-0,00806451612903225;-0,106267029972752
"252";12;"Magallanes y de la Antártica Chilena";122;"Antártica Chilena";12202;"Antártica";0,152671755725191;0,495049504950495;1,96078431372549
"253";12;"Magallanes y de la Antártica Chilena";123;"Tierra del Fuego";12301;"Porvenir";0,0621696801112657;0,179095260151305;0,457999236349752
"254";12;"Magallanes y de la Antártica Chilena";123;"Tierra del Fuego";12302;"Primavera";-0,0316091954022989;-0,0953020134228187;-0,368913857677903
"255";12;"Magallanes y de la Antártica Chilena";123;"Tierra del Fuego";12303;"Timaukel";-0,0247349823321554;-0,0769230769230769;-0,303030303030303
"256";12;"Magallanes y de la Antártica Chilena";124;"Última Esperanza";12401;"Natales";0,0520223807286551;0,136955317577548;0,261446276759193
"257";12;"Magallanes y de la Antártica Chilena";124;"Última Esperanza";12402;"Torres del Paine";0,0831663326653307;0,264327485380117;0,90652557319224
"258";13;"Metropolitana de Santiago";131;"Santiago";13101;"Santiago";0,118211807623891;0,459058880916837;1,29574619721755
"259";13;"Metropolitana de Santiago";131;"Santiago";13102;"Cerrillos";0,0246091619705509;0,095438809596113;0,200010645234262
"260";13;"Metropolitana de Santiago";131;"Santiago";13103;"Cerro Navia";-0,0125175032884967;-0,0187629126786694;-0,0829611727000473
"261";13;"Metropolitana de Santiago";131;"Santiago";13104;"Conchalí";-0,00355783671862464;0,0118228862056458;-0,0455592955208871
"262";13;"Metropolitana de Santiago";131;"Santiago";13105;"El Bosque";-0,00951675637220317;-0,0192449823313393;-0,0587456222015339
"263";13;"Metropolitana de Santiago";131;"Santiago";13106;"Estación Central";0,190289981011232;0,641291725530514;0,771692961165048
"264";13;"Metropolitana de Santiago";131;"Santiago";13107;"Huechuraba";0,0793304752348809;0,221919307702634;0,501973826176362
"265";13;"Metropolitana de Santiago";131;"Santiago";13108;"Independencia";0,184538634138067;0,686267192079295;1,0967979690443
"266";13;"Metropolitana de Santiago";131;"Santiago";13109;"La Cisterna";0,026429800587104;0,0812070160473424;0,13345330978516
"267";13;"Metropolitana de Santiago";131;"Santiago";13110;"La Florida";0,0265032851875469;0,0661108784420479;0,0768671475104701
"268";13;"Metropolitana de Santiago";131;"Santiago";13111;"La Granja";-0,0255851176768419;-0,0531807685898605;-0,125494708451819
"269";13;"Metropolitana de Santiago";131;"Santiago";13112;"La Pintana";0,00122915209697583;-0,00113111409452726;-0,0312443931821095
"270";13;"Metropolitana de Santiago";131;"Santiago";13113;"La Reina";0,00180747831530903;0,0197972986863475;-0,00629006410256405
"271";13;"Metropolitana de Santiago";131;"Santiago";13114;"Las Condes";0,0628593698288633;0,191920943735887;0,333545480299438
"272";13;"Metropolitana de Santiago";131;"Santiago";13115;"Lo Barnechea";0,099069104327407;0,30513977273859;0,655399345686966
"273";13;"Metropolitana de Santiago";131;"Santiago";13116;"Lo Espejo";-0,0284534411392955;-0,0579132517495603;-0,147058574393291
"274";13;"Metropolitana de Santiago";131;"Santiago";13117;"Lo Prado";-0,0100183297611313;-0,00413650465356774;-0,0670992505940413
"275";13;"Metropolitana de Santiago";131;"Santiago";13118;"Macul";0,0605057217533935;0,15823971605083;0,19661497747066
"276";13;"Metropolitana de Santiago";131;"Santiago";13119;"Maipú";0,0355554614374656;0,0955977214721933;0,194888230958131
"277";13;"Metropolitana de Santiago";131;"Santiago";13120;"Ñuñoa";0,108630006687352;0,300660792951542;0,550715207009145
"278";13;"Metropolitana de Santiago";131;"Santiago";13121;"Pedro Aguirre Cerda";-0,0255864931672963;-0,0471751463961909;-0,138670844327177
"279";13;"Metropolitana de Santiago";131;"Santiago";13122;"Peñalolén";0,0405882532371467;0,110784146132995;0,205957473133484
"280";13;"Metropolitana de Santiago";131;"Santiago";13123;"Providencia";0,0619180814006191;0,187963117218001;0,335045462315525
"281";13;"Metropolitana de Santiago";131;"Santiago";13124;"Pudahuel";0,0533487418813192;0,131778988219108;0,27903542825851
"282";13;"Metropolitana de Santiago";131;"Santiago";13125;"Quilicura";0,134226200269834;0,399097860335791;1,00967873593376
"283";13;"Metropolitana de Santiago";131;"Santiago";13126;"Quinta Normal";0,0885680513340088;0,257362980300371;0,254216153594453
"284";13;"Metropolitana de Santiago";131;"Santiago";13127;"Recoleta";0,0811036421949827;0,257118772869796;0,240115912813406
"285";13;"Metropolitana de Santiago";131;"Santiago";13128;"Renca";0,0276277903438196;0,081069257842793;0,166514089543699
"286";13;"Metropolitana de Santiago";131;"Santiago";13129;"San Joaquín";0,0106932478657611;0,0349575952225623;-0,0114369529579814
"287";13;"Metropolitana de Santiago";131;"Santiago";13130;"San Miguel";0,153353213628577;0,402515238021758;0,757156148427399
"288";13;"Metropolitana de Santiago";131;"Santiago";13131;"San Ramón";-0,0326625905849447;-0,0693006549757025;-0,161540773392106
"289";13;"Metropolitana de Santiago";131;"Santiago";13132;"Vitacura";0,0322165496702829;0,119533494064854;0,155193962695361
"290";13;"Metropolitana de Santiago";132;"Cordillera";13201;"Puente Alto";0,0605977359017884;0,146659616328857;0,293349909181393
"291";13;"Metropolitana de Santiago";132;"Cordillera";13202;"Pirque";0,114971636952998;0,312596891521246;0,844748603351955
"292";13;"Metropolitana de Santiago";132;"Cordillera";13203;"San José de Maipo";0,0680711354309165;0,182682985942802;0,424432605998686
"293";13;"Metropolitana de Santiago";133;"Chacabuco";13301;"Colina";0,140082833195663;0,492931325310318;1,3501464599557
"294";13;"Metropolitana de Santiago";133;"Chacabuco";13302;"Lampa";0,176946876439997;0,611955100752829;2,14273158727369
"295";13;"Metropolitana de Santiago";133;"Chacabuco";13303;"Tiltil";0,0672173170037027;0,180033592273777;0,442448351084306
"296";13;"Metropolitana de Santiago";134;"Maipo";13401;"San Bernardo";0,0593064556804337;0,152490826749529;0,336082347801427
"297";13;"Metropolitana de Santiago";134;"Maipo";13402;"Buin";0,102779802964874;0,2760190783141;0,730042817760572
"298";13;"Metropolitana de Santiago";134;"Maipo";13403;"Calera de Tango";0,0849066743094615;0,225040453074434;0,559211203789517
"299";13;"Metropolitana de Santiago";134;"Maipo";13404;"Paine";0,0942374645339545;0,25759323337178;0,655550556742774
"300";13;"Metropolitana de Santiago";135;"Melipilla";13501;"Melipilla";0,0728134704199779;0,195975903614458;0,484654807960755
"301";13;"Metropolitana de Santiago";135;"Melipilla";13502;"Alhué";0,0889936235098421;0,251353934374005;0,65563751317176
"302";13;"Metropolitana de Santiago";135;"Melipilla";13503;"Curacaví";0,0741041433370662;0,196687564330495;0,489633483460165
"303";13;"Metropolitana de Santiago";135;"Melipilla";13504;"María Pinto";0,065338591242861;0,167933810375671;0,429914217922979
"304";13;"Metropolitana de Santiago";135;"Melipilla";13505;"San Pedro";0,0715872202289425;0,191602545834521;0,456572224802601
"305";13;"Metropolitana de Santiago";136;"Talagante";13601;"Talagante";0,0624308911776765;0,157346253789519;0,357386625184527
"306";13;"Metropolitana de Santiago";136;"Talagante";13602;"El Monte";0,0747404315960911;0,192988898618683;0,48681570146101
"307";13;"Metropolitana de Santiago";136;"Talagante";13603;"Isla de Maipo";0,0750640326629981;0,200934844192635;0,535366339502372
"308";13;"Metropolitana de Santiago";136;"Talagante";13604;"Padre Hurtado";0,137657963591828;0,369917881682588;0,951512402416024
"309";13;"Metropolitana de Santiago";136;"Talagante";13605;"Peñaflor";0,077646204434044;0,201583517027307;0,503031667205942
"310";14;"Los Ríos";141;"Valdivia";14101;"Valdivia";0,0397962505068041;0,103076857836931;0,226928467468061
"311";14;"Los Ríos";141;"Valdivia";14102;"Corral";-0,0036737692872888;-0,00128889707236235;-0,0139974550081803
"312";14;"Los Ríos";141;"Valdivia";14103;"Lanco";0,0300159780871947;0,0759418216499761;0,165644171779141
"313";14;"Los Ríos";141;"Valdivia";14104;"Los Lagos";0,00156188988676309;0,00682007752318325;-0,00917431192660545
"314";14;"Los Ríos";141;"Valdivia";14105;"Máfil";-0,000677506775067727;0,00504224584355417;-0,00135409614082604
"315";14;"Los Ríos";141;"Valdivia";14106;"Mariquina";0,0430135557872784;0,113347555885354;0,269487043892121
"316";14;"Los Ríos";141;"Valdivia";14107;"Paillaco";0,0104704463208685;0,031066909556398;0,0516219744903084
"317";14;"Los Ríos";141;"Valdivia";14108;"Panguipulli";0,00975745748536383;0,0296207857183466;0,0491252462055383
"318";14;"Los Ríos";142;"Ranco";14201;"La Unión";0,00656593824468898;0,0147983438122987;-0,00782148033384977
"319";14;"Los Ríos";142;"Ranco";14202;"Futrono";-0,00439200262209116;-0,00380427653154924;-0,0205713548719932
"320";14;"Los Ríos";142;"Ranco";14203;"Lago Ranco";-0,000875401225561734;0,00341897040148487;-0,00849420849420846
"321";14;"Los Ríos";142;"Ranco";14204;"Río Bueno";0,00398576079350099;0,00800342130987297;-0,0253138384285925
"322";15;"Arica y Parinacota";151;"Arica";15101;"Arica";0,0604222506288401;0,165299704554929;0,331602139569083
"323";15;"Arica y Parinacota";151;"Arica";15102;"Camarones";0,0146579804560261;0,0461796809403863;0,0658682634730539
"324";15;"Arica y Parinacota";152;"Parinacota";15201;"Putre";0,0304853590052145;0,0964575330772515;0,178981184029371
"325";15;"Arica y Parinacota";152;"Parinacota";15202;"General Lagos";-0,00496894409937887;-0,00743494423791824;-0,120746432491767
"326";16;"Ñuble";161;"Diguillín";16101;"Chillán";0,0367685531843558;0,0941046548405946;0,194129142482681
"327";16;"Ñuble";161;"Diguillín";16102;"Bulnes";0,0103907637655418;0,0344608110565556;0,063469807440643
"328";16;"Ñuble";161;"Diguillín";16103;"Chillán Viejo";0,0687573217986843;0,191800093789777;0,515719519468348
"329";16;"Ñuble";161;"Diguillín";16104;"El Carmen";-0,0122287010042113;-0,0233023702754644;-0,0716242959354544
"330";16;"Ñuble";161;"Diguillín";16105;"Pemuco";-0,00659722222222225;-0,0111751152073732;-0,0508680747539534
"331";16;"Ñuble";161;"Diguillín";16106;"Pinto";0,0337832102537985;0,0869254796965639;0,174558780981773
"332";16;"Ñuble";161;"Diguillín";16107;"Quillón";0,0376263169210922;0,0988785791540958;0,216
"333";16;"Ñuble";161;"Diguillín";16108;"San Ignacio";0,000120496445354945;0,00746495114401902;-0,00186398893632378
"334";16;"Ñuble";161;"Diguillín";16109;"Yungay";0,0181631439537273;0,0495375013930681;0,0860289453958369
"335";16;"Ñuble";162;"Itata";16201;"Quirihue";0,00707527766351301;0,0241800535475234;0,0343050274609209
"336";16;"Ñuble";162;"Itata";16202;"Cobquecura";-0,010793410338951;-0,0231862378459237;-0,0847932725998598
"337";16;"Ñuble";162;"Itata";16203;"Coelemu";0,00601190476190472;0,0195451529227242;0,0175808296706605
"338";16;"Ñuble";162;"Itata";16204;"Ninhue";-0,0125438111049622;-0,0267272727272727;-0,0886959482465101
"339";16;"Ñuble";162;"Itata";16205;"Portezuelo";-0,0149494949494949;-0,0336900515259612;-0,109080942810159
"340";16;"Ñuble";162;"Itata";16206;"Ránquil";0,00881692850272531;0,0335030382657251;0,0675148430873622
"341";16;"Ñuble";162;"Itata";16207;"Treguaco";0,0174695606140816;0,0479825517993457;0,0830202854996243
"342";16;"Ñuble";163;"Punilla";16301;"San Carlos";0,0201305086260839;0,0541474228708665;0,0950315684430711
"343";16;"Ñuble";163;"Punilla";16302;"Coihueco";0,0326855437524425;0,0828924819313017;0,169509938038143
"344";16;"Ñuble";163;"Punilla";16303;"Ñiquén";-0,00259605399792318;-0,000346921075455309;-0,0228062738448496
"345";16;"Ñuble";163;"Punilla";16304;"San Fabián";0,0403733449099197;0,108720795743696;0,274395107684127
"346";16;"Ñuble";163;"Punilla";16305;"San Nicolás";0,0347199204507789;0,0924759405074365;0,227826941986234
